nombre,temporada,club,entrenador,edad,posicion_normalizada,tipo_suceso,tipo_operacion,origen_desarrollo,partidos,minutos,goles,xg,goles_por_90,xg_por_90,valor_mercado,valor_llegada,valor_salida,revalorizacion_absoluta,revalorizacion_porcentual,revalorizacion_positiva,tiene_wyscout,club_pos_jugadores_sub23,club_pos_minutos_sub23,club_pos_goles_sub23,club_pos_xg_sub23,club_pos_pct_minutos,club_total_jugadores_sub23,club_total_minutos_sub23,club_total_goles_sub23,coach_total_jugadores_sub23,coach_total_minutos_sub23,coach_pos_minutos_sub23,demand_total_altas,demand_cesiones,demand_traspasos,demand_sub23,demand_recent,demand_score
Kiko Olivas,2022-23,FC Cartagena,Luis Carrión,33.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,1.0,59.0,0.0,0.0,11.87,5.0,497.0,1.0,2.0,5479.0,0.0,10,3,0,3,3,63.56
Luca Sangalli,2022-23,FC Cartagena,Luis Carrión,27.0,Centrocampista,libre,libre,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1200000.0,800000.0,-400000.0,-33.33,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,2.0,5479.0,2758.0,16,3,0,2,1,61.11
Miguel Llambrich,2022-23,FC Cartagena,Luis Carrión,26.0,Lateral,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,500000.0,-100000.0,-16.67,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,2.0,5479.0,0.0,14,6,0,2,5,71.75
Mikel Rico,2022-23,FC Cartagena,Luis Carrión,37.0,Centrocampista,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,100000.0,-100000.0,-50.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,2.0,5479.0,2758.0,16,3,0,2,1,61.11
Pêpê,2022-23,FC Cartagena,Luis Carrión,25.0,Centrocampista,cesion,cesion,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,3000000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,2.0,5479.0,2758.0,16,3,0,2,1,61.11
Sang-hyuk Lee,2022-23,FC Cartagena,Luis Carrión,22.0,Extremo,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,75000.0,100000.0,25000.0,33.33,1,False,1.0,142.0,1.0,0.21,28.57,5.0,497.0,1.0,2.0,5479.0,2721.0,18,8,0,14,7,90.15
Yan Eteki,2022-23,FC Cartagena,Luis Carrión,25.0,Centrocampista,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,800000.0,-200000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,2.0,5479.0,2758.0,16,3,0,2,1,61.11
Óscar Arribas,2022-23,FC Cartagena,Luis Carrión,23.0,Extremo,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,500000.0,0.0,0.0,0,False,1.0,142.0,1.0,0.21,28.57,5.0,497.0,1.0,2.0,5479.0,2721.0,18,8,0,14,7,90.15
Óscar Ureña,2022-23,FC Cartagena,Luis Carrión,19.0,Extremo,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,400000.0,200000.0,100.0,1,False,1.0,142.0,1.0,0.21,28.57,5.0,497.0,1.0,2.0,5479.0,2721.0,18,8,0,14,7,90.15
Alberto Perea,2022-23,Granada CF,Aitor Karanka,31.0,Extremo,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,,,,,0,False,1.0,1892.0,5.0,2.35,6.95,14.0,27211.0,44.0,1.0,203.0,0.0,10,2,1,5,7,75.03
André Ferreira,2022-23,Granada CF,Aitor Karanka,26.0,Portero,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,900000.0,800000.0,-100000.0,-11.11,0,False,1.0,1423.0,0.0,0.0,5.23,14.0,27211.0,44.0,1.0,203.0,0.0,5,1,2,1,3,41.54
Bryan Zaragoza,2022-23,Granada CF,Aitor Karanka,20.0,Extremo,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,12000000.0,11800000.0,5900.0,1,False,1.0,1892.0,5.0,2.35,6.95,14.0,27211.0,44.0,1.0,203.0,0.0,10,2,1,5,7,75.03
Erick Cabaco,2022-23,Granada CF,Aitor Karanka,27.0,Central,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,,,,,0,False,3.0,4150.0,3.0,1.76,15.25,14.0,27211.0,44.0,1.0,203.0,0.0,9,2,2,4,5,70.25
Famara Diédhiou,2022-23,Granada CF,Aitor Karanka,30.0,Delantero,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,500000.0,-2500000.0,-83.33,0,False,3.0,9496.0,26.0,27.5,34.9,14.0,27211.0,44.0,1.0,203.0,0.0,11,6,2,6,8,87.44
Ignasi Miquel,2022-23,Granada CF,Aitor Karanka,29.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1200000.0,1000000.0,-200000.0,-16.67,0,False,3.0,4150.0,3.0,1.76,15.25,14.0,27211.0,44.0,1.0,203.0,0.0,9,2,2,4,5,70.25
Jonathan Silva,2022-23,Granada CF,Aitor Karanka,28.0,Lateral,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,,,,,0,False,3.0,5806.0,3.0,1.65,21.34,14.0,27211.0,44.0,1.0,203.0,203.0,10,2,0,7,8,80.63
José Callejón,2022-23,Granada CF,Aitor Karanka,35.0,Extremo,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,800000.0,-200000.0,-20.0,0,False,1.0,1892.0,5.0,2.35,6.95,14.0,27211.0,44.0,1.0,203.0,0.0,10,2,1,5,7,75.03
Miguel Rubio,2022-23,Granada CF,Aitor Karanka,24.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,2000000.0,1700000.0,566.67,1,False,3.0,4150.0,3.0,1.76,15.25,14.0,27211.0,44.0,1.0,203.0,0.0,9,2,2,4,5,70.25
Pepe Sánchez,2022-23,Granada CF,Aitor Karanka,22.0,Central,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,0.0,0,False,3.0,4150.0,3.0,1.76,15.25,14.0,27211.0,44.0,1.0,203.0,0.0,9,2,2,4,5,70.25
Pol Lozano,2022-23,Granada CF,Aitor Karanka,23.0,Centrocampista,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,14.0,27211.0,44.0,1.0,203.0,0.0,10,3,2,6,6,78.93
Raúl Fernández,2022-23,Granada CF,Aitor Karanka,34.0,Portero,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,0.0,0.0,0,False,1.0,1423.0,0.0,0.0,5.23,14.0,27211.0,44.0,1.0,203.0,0.0,5,1,2,1,3,41.54
Sergio Ruiz,2022-23,Granada CF,Aitor Karanka,27.0,Centrocampista,traspaso,traspaso,Extranjero,19.0,1083.0,1.0,0.59,0.08,0.05,1000000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,14.0,27211.0,44.0,1.0,203.0,0.0,10,3,2,6,6,78.93
Shon Weissman,2022-23,Granada CF,Aitor Karanka,26.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,5000000.0,1200000.0,-3800000.0,-76.0,0,False,3.0,9496.0,26.0,27.5,34.9,14.0,27211.0,44.0,1.0,203.0,0.0,11,6,2,6,8,87.44
Víctor Meseguer,2022-23,Granada CF,Aitor Karanka,23.0,Centrocampista,traspaso,traspaso,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,2200000.0,1200000.0,120.0,1,False,0.0,0.0,0.0,0.0,0.0,14.0,27211.0,44.0,1.0,203.0,0.0,10,3,2,6,6,78.93
Yann Bodiger,2022-23,Granada CF,Aitor Karanka,27.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,14.0,27211.0,44.0,1.0,203.0,0.0,10,3,2,6,6,78.93
Óscar Melendo,2022-23,Granada CF,Aitor Karanka,24.0,Mediapunta,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,2000000.0,-1000000.0,-33.33,0,False,0.0,0.0,0.0,0.0,0.0,14.0,27211.0,44.0,1.0,203.0,0.0,2,1,0,1,1,22.92
Charly Musonda Jr.,2022-23,Levante UD,Lluís Carreras,25.0,Extremo,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,900000.0,600000.0,-300000.0,-33.33,0,False,2.0,5701.0,10.0,8.15,41.73,7.0,13663.0,20.0,2.0,174.0,0.0,5,0,1,3,2,41.06
Fabri,2022-23,Levante UD,Lluís Carreras,21.0,Delantero,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,800000.0,550000.0,220.0,1,False,2.0,1744.0,8.0,10.74,12.76,7.0,13663.0,20.0,2.0,174.0,147.0,8,2,3,5,3,62.77
Giorgi Kochorashvili,2022-23,Levante UD,Lluís Carreras,23.0,Centrocampista,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,2.0,174.0,0.0,6,1,0,1,1,34.68
Joan Femenías,2022-23,Levante UD,Lluís Carreras,25.0,Portero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,600000.0,-200000.0,-25.0,0,False,1.0,6015.0,0.0,0.0,44.02,7.0,13663.0,20.0,2.0,174.0,0.0,5,0,1,3,2,33.77
Joni Montiel,2022-23,Levante UD,Lluís Carreras,23.0,Mediapunta,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,2000000.0,1700000.0,566.67,1,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,2.0,174.0,0.0,3,1,0,2,1,31.51
Marc Pubill,2022-23,Levante UD,Lluís Carreras,19.0,Central,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,1000000.0,200000.0,25.0,1,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,2.0,174.0,0.0,6,1,0,2,3,42.95
Mohamed Bouldini,2022-23,Levante UD,Lluís Carreras,26.0,Delantero,traspaso,traspaso,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,2200000.0,1700000.0,340.0,1,False,2.0,1744.0,8.0,10.74,12.76,7.0,13663.0,20.0,2.0,174.0,147.0,8,2,3,5,3,62.77
Rober Ibáñez,2022-23,Levante UD,Lluís Carreras,29.0,Extremo,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,500000.0,0.0,0.0,0,False,2.0,5701.0,10.0,8.15,41.73,7.0,13663.0,20.0,2.0,174.0,0.0,5,0,1,3,2,41.06
Toni Herrero,2022-23,Levante UD,Lluís Carreras,21.0,Lateral,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,300000.0,150000.0,100.0,1,False,1.0,27.0,0.0,0.0,0.2,7.0,13663.0,20.0,2.0,174.0,27.0,10,1,1,6,3,59.52
Vicente Iborra,2022-23,Levante UD,Lluís Carreras,34.0,Centrocampista,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,1200000.0,-800000.0,-40.0,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,2.0,174.0,0.0,6,1,0,1,1,34.68
Wesley Moraes,2022-23,Levante UD,Lluís Carreras,25.0,Delantero,cesion,cesion,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,6000000.0,3000000.0,-3000000.0,-50.0,0,False,2.0,1744.0,8.0,10.74,12.76,7.0,13663.0,20.0,2.0,174.0,147.0,8,2,3,5,3,62.77
Álex Muñoz,2022-23,Levante UD,Lluís Carreras,27.0,Lateral,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,1200000.0,700000.0,140.0,1,False,1.0,27.0,0.0,0.0,0.2,7.0,13663.0,20.0,2.0,174.0,27.0,10,1,1,6,3,59.52
Aleix Febas,2022-23,Málaga CF,Pellicer,26.0,Centrocampista,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,17.0,14,3,0,7,6,84.83
Alfred N'diaye,2022-23,Málaga CF,Pellicer,32.0,Centrocampista,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,17.0,14,3,0,7,6,84.83
Arvin Appiah,2022-23,Málaga CF,Pellicer,22.0,Lateral,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,0.0,9,3,0,4,1,55.34
Cristian Gutiérrez,2022-23,Málaga CF,Pellicer,22.0,Lateral,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,0.0,9,3,0,4,1,55.34
Dani Lorenzo,2022-23,Málaga CF,Pellicer,19.0,Extremo,sub23_wyscout,otro,Otra categoria España,7.0,203.0,1.0,0.5,0.44,0.22,100000.0,100000.0,100000.0,0.0,0.0,0,True,4.0,4258.0,8.0,7.46,18.63,11.0,22860.0,61.0,4.0,438.0,320.0,14,1,0,5,5,70.37
David Larrubia,2022-23,Málaga CF,Pellicer,20.0,Extremo,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,0.0,0.0,0,False,4.0,4258.0,8.0,7.46,18.63,11.0,22860.0,61.0,4.0,438.0,320.0,14,1,0,5,5,70.37
Esteban Burgos,2022-23,Málaga CF,Pellicer,30.0,Central,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,1.0,101.0,0.0,0.0,0.44,11.0,22860.0,61.0,4.0,438.0,101.0,7,0,0,1,3,37.32
Fran Sol,2022-23,Málaga CF,Pellicer,30.0,Delantero,cesion,cesion,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,,,,,0,False,6.0,10966.0,47.0,40.65,47.97,11.0,22860.0,61.0,4.0,438.0,0.0,17,4,1,10,10,94.39
Fran Villalba,2022-23,Málaga CF,Pellicer,24.0,Mediapunta,cesion,cesion,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,0.0,1,1,0,0,0,14.2
Jonás Ramalho,2022-23,Málaga CF,Pellicer,29.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,1.0,101.0,0.0,0.0,0.44,11.0,22860.0,61.0,4.0,438.0,101.0,7,0,0,1,3,37.32
Juanfran Moreno,2022-23,Málaga CF,Pellicer,33.0,Lateral,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,600000.0,-100000.0,-14.29,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,0.0,9,3,0,4,1,55.34
Julián Delmás,2022-23,Málaga CF,Pellicer,27.0,Lateral,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,0.0,9,3,0,4,1,55.34
Lago Júnior,2022-23,Málaga CF,Pellicer,32.0,Extremo,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,,,,,0,False,4.0,4258.0,8.0,7.46,18.63,11.0,22860.0,61.0,4.0,438.0,320.0,14,1,0,5,5,70.37
Loren Zúñiga,2022-23,Málaga CF,Pellicer,19.0,Delantero,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,,,,,0,False,6.0,10966.0,47.0,40.65,47.97,11.0,22860.0,61.0,4.0,438.0,0.0,17,4,1,10,10,94.39
Lumor Agbenyenu,2022-23,Málaga CF,Pellicer,26.0,Lateral,otro,otro,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,300000.0,-200000.0,-40.0,0,False,0.0,0.0,0.0,0.0,0.0,11.0,22860.0,61.0,4.0,438.0,0.0,9,3,0,4,1,55.34
Manolo Reina,2022-23,Málaga CF,Pellicer,37.0,Portero,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,,,,,0,False,1.0,97.0,0.0,0.0,0.42,11.0,22860.0,61.0,4.0,438.0,0.0,4,1,0,2,1,33.82
Pablo Hervías,2022-23,Málaga CF,Pellicer,29.0,Extremo,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,600000.0,0.0,0.0,0,False,4.0,4258.0,8.0,7.46,18.63,11.0,22860.0,61.0,4.0,438.0,320.0,14,1,0,5,5,70.37
Rubén Castro,2022-23,Málaga CF,Pellicer,41.0,Delantero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,,,,,0,False,6.0,10966.0,47.0,40.65,47.97,11.0,22860.0,61.0,4.0,438.0,0.0,17,4,1,10,10,94.39
Rubén Yáñez,2022-23,Málaga CF,Pellicer,28.0,Portero,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,,,,,0,False,1.0,97.0,0.0,0.0,0.42,11.0,22860.0,61.0,4.0,438.0,0.0,4,1,0,2,1,33.82
Unai Bustinza,2022-23,Málaga CF,Pellicer,30.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,1.0,101.0,0.0,0.0,0.44,11.0,22860.0,61.0,4.0,438.0,101.0,7,0,0,1,3,37.32
Álex Gallar,2022-23,Málaga CF,Pellicer,30.0,Extremo,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,4.0,4258.0,8.0,7.46,18.63,11.0,22860.0,61.0,4.0,438.0,320.0,14,1,0,5,5,70.37
Alfon González,2022-23,Racing Santander,Íñigo Vélez,23.0,Extremo,cesion,cesion,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,0.0,0,False,1.0,42.0,0.0,0.2,0.13,19.0,32268.0,37.0,2.0,2445.0,0.0,9,3,0,4,2,60.73
Aritz Aldasoro,2022-23,Racing Santander,Íñigo Vélez,23.0,Centrocampista,libre,libre,Cantera / Filial,34.0,2207.0,1.0,1.32,0.04,0.05,400000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,19.0,32268.0,37.0,2.0,2445.0,2207.0,13,5,2,11,9,92.06
Dani Fernández,2022-23,Racing Santander,Íñigo Vélez,25.0,Lateral,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,600000.0,200000.0,50.0,1,False,2.0,8891.0,4.0,5.95,27.55,19.0,32268.0,37.0,2.0,2445.0,238.0,9,0,0,6,5,62.82
Germán Sánchez,2022-23,Racing Santander,Íñigo Vélez,35.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,200000.0,-600000.0,-75.0,0,False,4.0,5649.0,4.0,8.28,17.51,19.0,32268.0,37.0,2.0,2445.0,0.0,12,2,1,7,7,81.87
Iñigo Vicente,2022-23,Racing Santander,Íñigo Vélez,24.0,Extremo,libre,libre,Primera Division,40.0,3058.0,7.0,7.89,0.21,0.23,1500000.0,,,,,0,True,1.0,42.0,0.0,0.2,0.13,19.0,32268.0,37.0,2.0,2445.0,0.0,9,3,0,4,2,60.73
Jokin Ezkieta,2022-23,Racing Santander,Íñigo Vélez,25.0,Portero,libre,libre,Primera Division,6.0,560.0,0.0,0.0,0.0,0.0,300000.0,,,,,0,True,2.0,717.0,0.0,0.0,2.22,19.0,32268.0,37.0,2.0,2445.0,0.0,5,1,1,4,4,50.51
Jordi Mboula,2022-23,Racing Santander,Íñigo Vélez,23.0,Extremo,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1200000.0,-300000.0,-20.0,0,False,1.0,42.0,0.0,0.2,0.13,19.0,32268.0,37.0,2.0,2445.0,0.0,9,3,0,4,2,60.73
Jorge Pombo,2022-23,Racing Santander,Íñigo Vélez,28.0,Mediapunta,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,400000.0,-100000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,19.0,32268.0,37.0,2.0,2445.0,0.0,8,3,2,5,6,74.36
Juan Gutiérrez,2022-23,Racing Santander,Íñigo Vélez,22.0,Central,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,200000.0,50000.0,33.33,1,False,4.0,5649.0,4.0,8.28,17.51,19.0,32268.0,37.0,2.0,2445.0,0.0,12,2,1,7,7,81.87
Juergen Elitim,2022-23,Racing Santander,Íñigo Vélez,22.0,Centrocampista,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,800000.0,100000.0,14.29,1,False,0.0,0.0,0.0,0.0,0.0,19.0,32268.0,37.0,2.0,2445.0,2207.0,13,5,2,11,9,92.06
Marco Sangalli,2022-23,Racing Santander,Íñigo Vélez,30.0,Extremo,libre,libre,Segunda Division,25.0,1223.0,0.0,0.29,0.0,0.02,600000.0,,,,,0,True,1.0,42.0,0.0,0.2,0.13,19.0,32268.0,37.0,2.0,2445.0,0.0,9,3,0,4,2,60.73
Matheus Aiás,2022-23,Racing Santander,Íñigo Vélez,25.0,Delantero,otro,otro,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,400000.0,0.0,0.0,0,False,3.0,3037.0,15.0,13.06,9.41,19.0,32268.0,37.0,2.0,2445.0,0.0,15,7,2,8,7,90.55
Peque Fernández,2022-23,Racing Santander,Íñigo Vélez,19.0,Delantero,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,3000000.0,2800000.0,1400.0,1,False,3.0,3037.0,15.0,13.06,9.41,19.0,32268.0,37.0,2.0,2445.0,0.0,15,7,2,8,7,90.55
Roko Baturina,2022-23,Racing Santander,Íñigo Vélez,22.0,Delantero,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,700000.0,300000.0,75.0,1,False,3.0,3037.0,15.0,13.06,9.41,19.0,32268.0,37.0,2.0,2445.0,0.0,15,7,2,8,7,90.55
Rubén Alves,2022-23,Racing Santander,Íñigo Vélez,27.0,Central,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,800000.0,400000.0,100.0,1,False,4.0,5649.0,4.0,8.28,17.51,19.0,32268.0,37.0,2.0,2445.0,0.0,12,2,1,7,7,81.87
Saúl García,2022-23,Racing Santander,Íñigo Vélez,27.0,Lateral,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,400000.0,-200000.0,-33.33,0,False,2.0,8891.0,4.0,5.95,27.55,19.0,32268.0,37.0,2.0,2445.0,238.0,9,0,0,6,5,62.82
Sekou Gassama,2022-23,Racing Santander,Íñigo Vélez,27.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,300000.0,-200000.0,-40.0,0,False,3.0,3037.0,15.0,13.06,9.41,19.0,32268.0,37.0,2.0,2445.0,0.0,15,7,2,8,7,90.55
Abel Bretones,2022-23,Real Oviedo,José Ángel Ziganda,22.0,Lateral,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,1800000.0,1400000.0,350.0,1,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,12,3,2,5,3,66.69
Alonso Aceves,2022-23,Real Oviedo,José Ángel Ziganda,21.0,Lateral,cesion,cesion,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1200000.0,-300000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,12,3,2,5,3,66.69
Carlos Pomares,2022-23,Real Oviedo,José Ángel Ziganda,29.0,Lateral,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,12,3,2,5,3,66.69
Juanfran Moreno,2022-23,Real Oviedo,José Ángel Ziganda,34.0,Lateral,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,400000.0,-200000.0,-33.33,0,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,12,3,2,5,3,66.69
Koba Koindredi,2022-23,Real Oviedo,José Ángel Ziganda,20.0,Centrocampista,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,16,6,1,8,5,81.16
Leonardo Sequeira,2022-23,Real Oviedo,José Ángel Ziganda,27.0,Extremo,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,800000.0,-200000.0,-20.0,0,False,1.0,2721.0,1.0,3.62,49.81,1.0,5463.0,5.0,0.0,0.0,0.0,11,6,2,6,3,69.73
Mangel Prendes,2022-23,Real Oviedo,José Ángel Ziganda,21.0,Centrocampista,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,200000.0,100000.0,100.0,1,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,16,6,1,8,5,81.16
Manu Vallejo,2022-23,Real Oviedo,José Ángel Ziganda,25.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,2400000.0,-600000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,1.0,5463.0,5.0,0.0,0.0,0.0,8,4,1,1,2,51.28
Marcelo Flores,2022-23,Real Oviedo,José Ángel Ziganda,18.0,Extremo,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,800000.0,-700000.0,-46.67,0,False,1.0,2721.0,1.0,3.62,49.81,1.0,5463.0,5.0,0.0,0.0,0.0,11,6,2,6,3,69.73
