nombre,temporada,club,entrenador,edad,posicion_normalizada,tipo_suceso,tipo_operacion,origen_desarrollo,partidos,minutos,goles,xg,goles_por_90,xg_por_90,valor_mercado,valor_llegada,valor_salida,revalorizacion_absoluta,revalorizacion_porcentual,revalorizacion_positiva,tiene_wyscout,club_pos_jugadores_sub23,club_pos_minutos_sub23,club_pos_goles_sub23,club_pos_xg_sub23,club_pos_pct_minutos,club_total_jugadores_sub23,club_total_minutos_sub23,club_total_goles_sub23,coach_total_jugadores_sub23,coach_total_minutos_sub23,coach_pos_minutos_sub23,demand_total_altas,demand_cesiones,demand_traspasos,demand_sub23,demand_recent,demand_score
Rodrigo Mendoza,2023-24,Elche CF,Sebastián Beccacece,18.0,Centrocampista,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,5.0,6436.0,9.0,3.0,2809.0,0.0,7,3,1,3,2,53.05
Sergio Bermejo,2023-24,Elche CF,Sebastián Beccacece,26.0,Extremo,cesion,cesion,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,900000.0,900000.0,0.0,0.0,0,False,2.0,4751.0,4.0,7.77,73.82,5.0,6436.0,9.0,3.0,2809.0,2421.0,5,2,0,2,4,52.34
Sergio Carreira,2023-24,Elche CF,Sebastián Beccacece,22.0,Lateral,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1200000.0,-300000.0,-20.0,0,False,1.0,107.0,0.0,0.0,1.66,5.0,6436.0,9.0,3.0,2809.0,107.0,4,1,1,3,2,39.15
Sergio León,2023-24,Elche CF,Sebastián Beccacece,34.0,Delantero,traspaso,traspaso,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,1500000.0,-500000.0,-25.0,0,False,2.0,397.0,2.0,0.83,6.17,5.0,6436.0,9.0,3.0,2809.0,281.0,8,4,1,4,4,67.44
Álex Martín,2023-24,Elche CF,Sebastián Beccacece,25.0,Central,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,800000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,6436.0,9.0,3.0,2809.0,0.0,6,1,1,3,3,45.4
Óscar Plano,2023-24,Elche CF,Sebastián Beccacece,32.0,Mediapunta,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,5.0,6436.0,9.0,3.0,2809.0,0.0,4,2,1,3,2,45.78
Anderson Arroyo,2023-24,FC Andorra,Ferran Costa,23.0,Lateral,cesion,cesion,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,800000.0,0.0,0.0,0,False,1.0,768.0,1.0,0.91,2.96,14.0,25927.0,34.0,3.0,2705.0,0.0,13,6,0,6,4,74.83
Arnau Prat,2023-24,FC Andorra,Ferran Costa,19.0,Extremo,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,False,4.0,6013.0,17.0,15.31,23.19,14.0,25927.0,34.0,3.0,2705.0,1395.0,18,9,1,11,7,93.85
Aurélien Scheidler,2023-24,FC Andorra,Ferran Costa,25.0,Delantero,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,1.0,2600.0,6.0,6.51,10.03,14.0,25927.0,34.0,3.0,2705.0,0.0,8,2,0,3,3,60.25
Christos Almpanis,2023-24,FC Andorra,Ferran Costa,28.0,Extremo,libre,libre,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,4.0,6013.0,17.0,15.31,23.19,14.0,25927.0,34.0,3.0,2705.0,1395.0,18,9,1,11,7,93.85
Dani Martín,2023-24,FC Andorra,Ferran Costa,25.0,Portero,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,,,,,0,False,2.0,4106.0,0.0,0.0,15.84,14.0,25927.0,34.0,3.0,2705.0,0.0,7,3,0,3,3,62.54
Iker Benito,2023-24,FC Andorra,Ferran Costa,20.0,Extremo,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,,,,,0,False,4.0,6013.0,17.0,15.31,23.19,14.0,25927.0,34.0,3.0,2705.0,1395.0,18,9,1,11,7,93.85
Jon Karrikaburu,2023-24,FC Andorra,Ferran Costa,21.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,,,,,0,False,1.0,2600.0,6.0,6.51,10.03,14.0,25927.0,34.0,3.0,2705.0,0.0,8,2,0,3,3,60.25
Jorge Pombo,2023-24,FC Andorra,Ferran Costa,29.0,Mediapunta,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,14.0,25927.0,34.0,3.0,2705.0,0.0,4,1,0,3,1,38.44
José Marsà,2023-24,FC Andorra,Ferran Costa,21.0,Central,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,,,,,0,False,2.0,4959.0,2.0,2.44,19.13,14.0,25927.0,34.0,3.0,2705.0,0.0,7,1,1,5,4,60.94
Julen Lobete,2023-24,FC Andorra,Ferran Costa,22.0,Extremo,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,,,,,0,False,4.0,6013.0,17.0,15.31,23.19,14.0,25927.0,34.0,3.0,2705.0,1395.0,18,9,1,11,7,93.85
Laorent Shabani,2023-24,FC Andorra,Ferran Costa,24.0,Extremo,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,350000.0,300000.0,-50000.0,-14.29,0,False,4.0,6013.0,17.0,15.31,23.19,14.0,25927.0,34.0,3.0,2705.0,1395.0,18,9,1,11,7,93.85
Miguel Leal,2023-24,FC Andorra,Ferran Costa,26.0,Lateral,libre,libre,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,False,1.0,768.0,1.0,0.91,2.96,14.0,25927.0,34.0,3.0,2705.0,0.0,13,6,0,6,4,74.83
Nicolás Olmedo,2023-24,FC Andorra,Ferran Costa,18.0,Lateral,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,False,1.0,768.0,1.0,0.91,2.96,14.0,25927.0,34.0,3.0,2705.0,0.0,13,6,0,6,4,74.83
Oier Olazábal,2023-24,FC Andorra,Ferran Costa,33.0,Portero,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,100000.0,-100000.0,-50.0,0,False,2.0,4106.0,0.0,0.0,15.84,14.0,25927.0,34.0,3.0,2705.0,0.0,7,3,0,3,3,62.54
Pablo Moreno,2023-24,FC Andorra,Ferran Costa,21.0,Delantero,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,,,,,0,False,1.0,2600.0,6.0,6.51,10.03,14.0,25927.0,34.0,3.0,2705.0,0.0,8,2,0,3,3,60.25
Sergi Samper,2023-24,FC Andorra,Ferran Costa,28.0,Centrocampista,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,550000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,14.0,25927.0,34.0,3.0,2705.0,1310.0,11,1,1,10,5,73.25
Álex Calvo,2023-24,FC Andorra,Ferran Costa,19.0,Extremo,traspaso,traspaso,Segunda Division,30.0,1395.0,1.0,2.26,0.06,0.15,500000.0,,,,,0,True,4.0,6013.0,17.0,15.31,23.19,14.0,25927.0,34.0,3.0,2705.0,1395.0,18,9,1,11,7,93.85
Álex Petxarroman,2023-24,FC Andorra,Ferran Costa,26.0,Lateral,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,False,1.0,768.0,1.0,0.91,2.96,14.0,25927.0,34.0,3.0,2705.0,0.0,13,6,0,6,4,74.83
Álvaro Martín,2023-24,FC Andorra,Ferran Costa,22.0,Centrocampista,libre,libre,Cantera / Filial,28.0,1048.0,1.0,2.26,0.09,0.19,400000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,14.0,25927.0,34.0,3.0,2705.0,1310.0,11,1,1,10,5,73.25
Andy Rodríguez,2023-24,FC Cartagena,,33.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,16,3,0,2,1,61.11
Arnau Ortiz,2023-24,FC Cartagena,,22.0,Extremo,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,400000.0,200000.0,100.0,1,False,1.0,142.0,1.0,0.21,28.57,5.0,497.0,1.0,0.0,0.0,0.0,18,8,0,14,7,90.15
Arnau Solà,2023-24,FC Cartagena,,20.0,Lateral,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,400000.0,150000.0,60.0,1,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,14,6,0,2,5,71.75
Darío Poveda,2023-24,FC Cartagena,,26.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,,,,,0,False,2.0,180.0,0.0,0.67,36.22,5.0,497.0,1.0,0.0,0.0,0.0,14,5,0,5,4,77.49
Diego Moreno,2023-24,FC Cartagena,,22.0,Lateral,cesion,cesion,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,600000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,14,6,0,2,5,71.75
Gonzalo Verdú,2023-24,FC Cartagena,,34.0,Central,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,100000.0,-600000.0,-85.71,0,False,1.0,59.0,0.0,0.0,11.87,5.0,497.0,1.0,0.0,0.0,0.0,10,3,0,3,3,63.56
Hector Hevel,2023-24,FC Cartagena,,27.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,800000.0,-200000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,16,3,0,2,1,61.11
Iván Ayllón,2023-24,FC Cartagena,,22.0,Delantero,otro,otro,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,400000.0,350000.0,700.0,1,False,2.0,180.0,0.0,0.67,36.22,5.0,497.0,1.0,0.0,0.0,0.0,14,5,0,5,4,77.49
Jony,2023-24,FC Cartagena,,32.0,Extremo,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,200000.0,-300000.0,-60.0,0,False,1.0,142.0,1.0,0.21,28.57,5.0,497.0,1.0,0.0,0.0,0.0,18,8,0,14,7,90.15
Jony Álamo,2023-24,FC Cartagena,,21.0,Centrocampista,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300000.0,,,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,16,3,0,2,1,61.11
José Fontán,2023-24,FC Cartagena,,23.0,Central,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,900000.0,1000000.0,100000.0,11.11,1,False,1.0,59.0,0.0,0.0,11.87,5.0,497.0,1.0,0.0,0.0,0.0,10,3,0,3,3,63.56
Juan Carlos Real,2023-24,FC Cartagena,,32.0,Mediapunta,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,600000.0,-400000.0,-40.0,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,7,4,0,2,4,58.0
Juanjo Narváez,2023-24,FC Cartagena,,28.0,Delantero,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,600000.0,-200000.0,-25.0,0,False,2.0,180.0,0.0,0.67,36.22,5.0,497.0,1.0,0.0,0.0,0.0,14,5,0,5,4,77.49
Lautaro De León,2023-24,FC Cartagena,,22.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,0.0,0,False,2.0,180.0,0.0,0.67,36.22,5.0,497.0,1.0,0.0,0.0,0.0,14,5,0,5,4,77.49
Luis Muñoz,2023-24,FC Cartagena,,26.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,16,3,0,2,1,61.11
Raúl Lizoain,2023-24,FC Cartagena,,32.0,Portero,cesion,cesion,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,300000.0,-100000.0,-25.0,0,False,1.0,100.0,0.0,0.0,20.12,5.0,497.0,1.0,0.0,0.0,0.0,7,3,0,3,3,58.86
Tomás Alarcón,2023-24,FC Cartagena,,24.0,Centrocampista,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,1000000.0,-500000.0,-33.33,0,False,0.0,0.0,0.0,0.0,0.0,5.0,497.0,1.0,0.0,0.0,0.0,16,3,0,2,1,61.11
Tomás Mejías,2023-24,FC Cartagena,,35.0,Portero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0,False,1.0,100.0,0.0,0.0,20.12,5.0,497.0,1.0,0.0,0.0,0.0,7,3,0,3,3,58.86
Úmaro Embaló,2023-24,FC Cartagena,,22.0,Extremo,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0,False,1.0,142.0,1.0,0.21,28.57,5.0,497.0,1.0,0.0,0.0,0.0,18,8,0,14,7,90.15
Adrián Dela,2023-24,Levante UD,Julián Calero,24.0,Central,libre,libre,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,9.0,19860.0,0.0,6,1,0,2,3,42.95
Ander Capa,2023-24,Levante UD,Julián Calero,31.0,Lateral,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,1800000.0,800000.0,-1000000.0,-55.56,0,False,1.0,27.0,0.0,0.0,0.2,7.0,13663.0,20.0,9.0,19860.0,0.0,10,1,1,6,3,59.52
Andrés Fernández,2023-24,Levante UD,Julián Calero,36.0,Portero,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,False,1.0,6015.0,0.0,0.0,44.02,7.0,13663.0,20.0,9.0,19860.0,6015.0,5,0,1,3,2,33.77
Andrés García,2023-24,Levante UD,Julián Calero,20.0,Lateral,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1200000.0,,,0,False,1.0,27.0,0.0,0.0,0.2,7.0,13663.0,20.0,9.0,19860.0,0.0,10,1,1,6,3,59.52
Carlos Álvarez,2023-24,Levante UD,Julián Calero,20.0,Extremo,traspaso,traspaso,Otra categoria España,29.0,2042.0,3.0,2.0,0.13,0.09,400000.0,,,,,0,True,2.0,5701.0,10.0,8.15,41.73,7.0,13663.0,20.0,9.0,19860.0,5701.0,5,0,1,3,2,41.06
Iván Romero,2023-24,Levante UD,Julián Calero,22.0,Delantero,traspaso,traspaso,Primera Division,20.0,973.0,1.0,1.59,0.09,0.15,800000.0,,,,,0,True,2.0,1744.0,8.0,10.74,12.76,7.0,13663.0,20.0,9.0,19860.0,4592.0,8,2,3,5,3,62.77
Nikola Maras,2023-24,Levante UD,Julián Calero,28.0,Central,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1200000.0,1200000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,9.0,19860.0,0.0,6,1,0,2,3,42.95
Oriol Rey,2023-24,Levante UD,Julián Calero,25.0,Centrocampista,libre,libre,Segunda Division,36.0,3236.0,1.0,1.21,0.03,0.03,900000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,9.0,19860.0,3552.0,6,1,0,1,1,34.68
Pablo Campos,2023-24,Levante UD,Julián Calero,21.0,Portero,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,800000.0,650000.0,433.33,1,False,1.0,6015.0,0.0,0.0,44.02,7.0,13663.0,20.0,9.0,19860.0,6015.0,5,0,1,3,2,33.77
Sergio Lozano,2023-24,Levante UD,Julián Calero,24.0,Centrocampista,libre,libre,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,9.0,19860.0,3552.0,6,1,0,1,1,34.68
Xavi Grande,2023-24,Levante UD,Julián Calero,18.0,Lateral,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,,,,,0,False,1.0,27.0,0.0,0.0,0.2,7.0,13663.0,20.0,9.0,19860.0,0.0,10,1,1,6,3,59.52
Álex Valle,2023-24,Levante UD,Julián Calero,19.0,Lateral,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,2500000.0,2000000.0,400.0,1,False,1.0,27.0,0.0,0.0,0.2,7.0,13663.0,20.0,9.0,19860.0,0.0,10,1,1,6,3,59.52
Ángel Algobia,2023-24,Levante UD,Julián Calero,24.0,Centrocampista,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,9.0,19860.0,3552.0,6,1,0,1,1,34.68
Óscar Clemente,2023-24,Levante UD,Julián Calero,24.0,Mediapunta,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,600000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,7.0,13663.0,20.0,9.0,19860.0,0.0,3,1,0,2,1,31.51
Keita Baldé,2023-24,RCD Espanyol Barcelona,Luis García Plaza,28.0,Extremo,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,,,,,0,False,1.0,2340.0,3.0,3.4,20.86,7.0,11220.0,5.0,7.0,11214.0,2340.0,2,1,1,0,0,16.41
Pere Milla,2023-24,RCD Espanyol Barcelona,Luis García Plaza,30.0,Delantero,traspaso,traspaso,Primera Division,43.0,2986.0,4.0,5.18,0.12,0.16,3000000.0,,,,,0,True,1.0,1491.0,2.0,3.53,13.29,7.0,11220.0,5.0,7.0,11214.0,0.0,1,0,1,0,0,8.7
Ramon,2023-24,RCD Espanyol Barcelona,Luis García Plaza,22.0,Lateral,cesion,cesion,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,2500000.0,2000000.0,-500000.0,-20.0,0,False,3.0,5656.0,0.0,0.99,50.41,7.0,11220.0,5.0,7.0,11214.0,5656.0,2,1,0,2,0,27.5
Salvi Sánchez,2023-24,RCD Espanyol Barcelona,Luis García Plaza,32.0,Extremo,traspaso,traspaso,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,,,,,0,False,1.0,2340.0,3.0,3.4,20.86,7.0,11220.0,5.0,7.0,11214.0,2340.0,2,1,1,0,0,16.41
Víctor Ruiz,2023-24,RCD Espanyol Barcelona,Luis García Plaza,34.0,Central,otro,otro,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,7.0,11220.0,5.0,7.0,11214.0,0.0,1,0,0,0,0,8.7
Álvaro Aguado,2023-24,RCD Espanyol Barcelona,Luis García Plaza,27.0,Centrocampista,otro,otro,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,7.0,11220.0,5.0,7.0,11214.0,3218.0,2,0,0,1,0,15.22
Ander Cantero,2023-24,Racing Ferrol,Cristóbal Parralo,28.0,Portero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,1000000.0,400000.0,66.67,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,2,25.56
Chuca,2023-24,Racing Ferrol,Cristóbal Parralo,26.0,Mediapunta,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,500000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,1,30.87
Emilio Bernad,2023-24,Racing Ferrol,Cristóbal Parralo,23.0,Portero,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,2,25.56
Enrique Clemente,2023-24,Racing Ferrol,Cristóbal Parralo,24.0,Central,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,400000.0,100000.0,33.33,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,1,3,42.24
Iker Losada,2023-24,Racing Ferrol,Cristóbal Parralo,21.0,Delantero,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,350000.0,1800000.0,1450000.0,414.29,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1,3,40.31
Josep Señé,2023-24,Racing Ferrol,Cristóbal Parralo,31.0,Mediapunta,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,1,1,30.87
Julián Delmás,2023-24,Racing Ferrol,Cristóbal Parralo,28.0,Lateral,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,600000.0,600000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,3,40.31
Moi Delgado,2023-24,Racing Ferrol,Cristóbal Parralo,29.0,Lateral,traspaso,traspaso,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,3,40.31
Nacho Sánchez,2023-24,Racing Ferrol,Cristóbal Parralo,30.0,Extremo,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,2,4,57.98
Nico Serrano,2023-24,Racing Ferrol,Cristóbal Parralo,20.0,Extremo,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1400000.0,400000.0,40.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,2,4,57.98
Sabin Merino,2023-24,Racing Ferrol,Cristóbal Parralo,31.0,Delantero,cesion,cesion,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,400000.0,-100000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1,3,40.31
Sergio Cubero,2023-24,Racing Ferrol,Cristóbal Parralo,23.0,Lateral,cesion,cesion,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,600000.0,300000.0,100.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,1,3,40.31
Álex Martín,2023-24,Racing Ferrol,Cristóbal Parralo,25.0,Central,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,600000.0,-200000.0,-25.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,1,3,42.24
Álvaro Giménez,2023-24,Racing Ferrol,Cristóbal Parralo,32.0,Delantero,otro,otro,Sin club anterior,38.0,2935.0,11.0,10.16,0.34,0.31,600000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,1,3,40.31
Álvaro Vadillo,2023-24,Racing Ferrol,Cristóbal Parralo,28.0,Extremo,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,400000.0,-100000.0,-20.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,2,4,57.98
Óscar Pinchi,2023-24,Racing Ferrol,Cristóbal Parralo,28.0,Extremo,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,550000.0,550000.0,500000.0,-50000.0,-9.09,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,2,4,57.98
Andrés Martín,2023-24,Racing Santander,,24.0,Mediapunta,cesion,cesion,Primera Division,23.0,1453.0,6.0,4.92,0.37,0.3,1000000.0,1000000.0,1200000.0,200000.0,20.0,1,True,0.0,0.0,0.0,0.0,0.0,19.0,32268.0,37.0,0.0,0.0,0.0,8,3,2,5,6,74.36
Clément Grenier,2023-24,Racing Santander,,32.0,Centrocampista,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,800000.0,400000.0,-400000.0,-50.0,0,False,0.0,0.0,0.0,0.0,0.0,19.0,32268.0,37.0,0.0,0.0,0.0,13,5,2,11,9,92.06
Diego Mirapeix,2023-24,Racing Santander,,23.0,Central,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,0.0,0.0,0,False,4.0,5649.0,4.0,8.28,17.51,19.0,32268.0,37.0,0.0,0.0,0.0,12,2,1,7,7,81.87
Ekain Zenitagoia,2023-24,Racing Santander,,29.0,Delantero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,400000.0,-100000.0,-20.0,0,False,3.0,3037.0,15.0,13.06,9.41,19.0,32268.0,37.0,0.0,0.0,0.0,15,7,2,8,7,90.55
Iván Morante,2023-24,Racing Santander,,22.0,Centrocampista,cesion,cesion,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,700000.0,400000.0,133.33,1,False,0.0,0.0,0.0,0.0,0.0,19.0,32268.0,37.0,0.0,0.0,0.0,13,5,2,11,9,92.06
Jeremy Arévalo,2023-24,Racing Santander,,18.0,Delantero,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,7000000.0,6850000.0,4566.67,1,False,3.0,3037.0,15.0,13.06,9.41,19.0,32268.0,37.0,0.0,0.0,0.0,15,7,2,8,7,90.55
Jordi Mboula,2023-24,Racing Santander,,24.0,Extremo,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,,,,,0,False,1.0,42.0,0.0,0.2,0.13,19.0,32268.0,37.0,0.0,0.0,0.0,9,3,0,4,2,60.73
