jugador,temporada,club,entrenador,edad,posicion,tipo_operacion,tipo_suceso,minutos,goles,xg,valor_mercado,revalorizacion_porcentual,revalorizacion_absoluta,comp_desarrollo,comp_mercado,comp_rendimiento,comp_progresion,dimensiones_usadas,operation_success_score
Jesús Owono,2025-26,FC Andorra,,24.0,Portero,cesion,cesion,1941.0,0.0,0.0,900000.0,,,0.7188888888888889,,0.0,,desarrollo+rendimiento,47.93
Marc Cardona,2025-26,FC Andorra,,30.0,Delantero,libre,libre,458.0,3.0,2.53,500000.0,,,0.16962962962962963,,1.0,,desarrollo+rendimiento,44.64
Marc Doménech,2025-26,FC Andorra,,22.0,Centrocampista,libre,libre,2518.0,2.0,1.81,200000.0,,,0.9325925925925926,,0.132,,desarrollo+rendimiento,66.57
Martín Merquelanz,2025-26,FC Andorra,,30.0,Extremo,otro,otro,0.0,0.0,0.0,500000.0,-60.0,-300000.0,,0.0,,0.0,mercado+progresion,0.0
Yeray Cabanzón,2025-26,FC Andorra,,22.0,Extremo,cesion,cesion,1176.0,2.0,2.42,500000.0,,,0.43555555555555553,,0.332,,desarrollo+rendimiento,40.1
Áron Yaakobishvili,2025-26,FC Andorra,,19.0,Portero,cesion,cesion,2053.0,0.0,0.0,300000.0,,,0.7603703703703704,,0.0,,desarrollo+rendimiento,50.69
Ander Astralaga,2025-26,Granada CF,,21.0,Portero,cesion,cesion,1423.0,0.0,0.0,800000.0,,,0.5270370370370371,,0.0,,desarrollo+rendimiento,35.14
Baba Diocou,2025-26,Granada CF,,20.0,Delantero,cesion,cesion,565.0,1.0,1.69,200000.0,,,0.20925925925925926,,0.40800000000000003,,desarrollo+rendimiento,27.55
Bambo Diaby,2025-26,Granada CF,,28.0,Central,cesion,cesion,544.0,0.0,0.11,800000.0,,,0.20148148148148148,,0.016,,desarrollo+rendimiento,13.97
Diego Hormigo,2025-26,Granada CF,,22.0,Lateral,libre,libre,1122.0,0.0,0.19,300000.0,,,0.41555555555555557,,0.016,,desarrollo+rendimiento,28.24
Izan González,2025-26,Granada CF,,21.0,Centrocampista,cesion,cesion,1341.0,1.0,0.47,300000.0,,,0.49666666666666665,,0.10800000000000001,,desarrollo+rendimiento,36.71
Jorge Pascual,2025-26,Granada CF,,22.0,Delantero,traspaso,traspaso,2398.0,9.0,10.94,1200000.0,,,0.8881481481481481,,0.736,,desarrollo+rendimiento,83.74
Oscar Naasei,2025-26,Granada CF,,20.0,Lateral,otro,sub23_wyscout,2934.0,1.0,1.08,300000.0,,,1.0,,0.06,,desarrollo+rendimiento,68.67
Pau Casadesús,2025-26,Granada CF,,21.0,Lateral,libre,libre,1547.0,1.0,0.25,100000.0,,,0.572962962962963,,0.07999999999999999,,desarrollo+rendimiento,40.86
Pedro Alemañ,2025-26,Granada CF,,23.0,Centrocampista,libre,libre,2844.0,6.0,2.54,200000.0,,,1.0,,0.292,,desarrollo+rendimiento,76.4
Rubén Alcaraz,2025-26,Granada CF,,34.0,Centrocampista,libre,libre,2463.0,4.0,3.63,500000.0,,,0.9122222222222223,,0.28400000000000003,,desarrollo+rendimiento,70.28
Souleymane Faye,2025-26,Granada CF,,22.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,500000.0,200.0,1000000.0,,1.0,,1.0,mercado+progresion,100.0
Álex Sola,2025-26,Granada CF,,26.0,Extremo,libre,libre,2746.0,3.0,6.06,2500000.0,,,1.0,,0.28,,desarrollo+rendimiento,76.0
Álvaro Lemos,2025-26,Granada CF,,32.0,Lateral,libre,libre,464.0,0.0,0.79,400000.0,,,0.17185185185185184,,0.12,,desarrollo+rendimiento,15.46
Adrián Niño,2025-26,Málaga CF,,21.0,Delantero,traspaso,traspaso,1410.0,11.0,7.99,800000.0,,,0.5222222222222223,,1.0,,desarrollo+rendimiento,68.15
Carlos Dotor,2025-26,Málaga CF,,24.0,Centrocampista,cesion,cesion,2508.0,1.0,3.9,1000000.0,,,0.9288888888888889,,0.16000000000000003,,desarrollo+rendimiento,67.26
Eneko Jauregi,2025-26,Málaga CF,,29.0,Delantero,libre,libre,716.0,4.0,4.17,700000.0,,,0.2651851851851852,,1.0,,desarrollo+rendimiento,51.01
Javi Montero,2025-26,Málaga CF,,26.0,Central,libre,libre,2185.0,1.0,0.58,1800000.0,,,0.8092592592592592,,0.064,,desarrollo+rendimiento,56.08
Joaquín Muñoz,2025-26,Málaga CF,,26.0,Extremo,libre,libre,2621.0,5.0,8.17,1000000.0,-40.0,-400000.0,0.9707407407407408,0.05,0.42800000000000005,0.0,desarrollo+mercado+progresion+rendimiento,48.64
Josué Dorrio,2025-26,Málaga CF,,31.0,Extremo,libre,libre,394.0,0.0,0.63,500000.0,,,0.14592592592592593,,0.11200000000000002,,desarrollo+rendimiento,13.46
Rafa Rodríguez,2025-26,Málaga CF,,21.0,Delantero,otro,sub23_wyscout,1513.0,4.0,2.28,0.0,,,0.5603703703703704,,0.4,,desarrollo+rendimiento,50.69
Asier Villalibre,2025-26,Racing Santander,,27.0,Delantero,cesion,cesion,1518.0,16.0,8.72,1200000.0,,,0.5622222222222222,,1.0,,desarrollo+rendimiento,70.81
Damián Rodríguez,2025-26,Racing Santander,,22.0,Centrocampista,cesion,cesion,1045.0,0.0,0.17,2000000.0,,,0.387037037037037,,0.008,,desarrollo+rendimiento,26.07
Jaime Mata,2025-26,Racing Santander,,37.0,Delantero,otro,otro,187.0,1.0,0.56,100000.0,,,0.06925925925925926,,0.792,,desarrollo+rendimiento,31.02
Manex Lozano,2025-26,Racing Santander,,18.0,Delantero,cesion,cesion,246.0,2.0,0.69,25000.0,,,0.09111111111111111,,0.8,,desarrollo+rendimiento,32.74
Pablo Ramón,2025-26,Racing Santander,,24.0,Central,cesion,cesion,2123.0,0.0,0.44,100000.0,,,0.7862962962962963,,0.016,,desarrollo+rendimiento,52.95
Peio Canales,2025-26,Racing Santander,,20.0,Mediapunta,cesion,cesion,3102.0,6.0,4.53,1000000.0,,,1.0,,0.30800000000000005,,desarrollo+rendimiento,76.93
Plamen Andreev,2025-26,Racing Santander,,20.0,Portero,cesion,cesion,0.0,0.0,0.0,1500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Gorka Carrera,2025-26,Real Sociedad B,,20.0,Delantero,otro,sub23_wyscout,3198.0,15.0,11.78,100000.0,,,1.0,,0.768,,desarrollo+rendimiento,92.27
Gorka Gorosabel,2025-26,Real Sociedad B,,19.0,Mediapunta,otro,sub23_wyscout,1912.0,2.0,2.54,50000.0,,,0.7081481481481482,,0.20400000000000001,,desarrollo+rendimiento,54.01
Iker Ropero,2025-26,Real Sociedad B,,19.0,Central,otro,otro,0.0,0.0,0.0,100000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jon Eceizabarrena,2025-26,Real Sociedad B,,20.0,Mediapunta,otro,sub23_wyscout,1224.0,0.0,0.75,0.0,,,0.4533333333333333,,0.048,,desarrollo+rendimiento,31.82
Jon Garro,2025-26,Real Sociedad B,,20.0,Lateral,otro,sub23_wyscout,1414.0,0.0,0.28,0.0,,,0.5237037037037037,,0.016,,desarrollo+rendimiento,35.45
Lander Astiazaran,2025-26,Real Sociedad B,,19.0,Extremo,otro,sub23_wyscout,2809.0,6.0,4.86,150000.0,,,1.0,,0.356,,desarrollo+rendimiento,78.53
Unax Ayo,2025-26,Real Sociedad B,,18.0,Central,otro,sub23_wyscout,901.0,0.0,0.37,0.0,,,0.3337037037037037,,0.032,,desarrollo+rendimiento,23.31
Adrián Arnu,2025-26,Real Valladolid CF,Diego Cocca,18.0,Delantero,otro,otro,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Carlos Clerc,2025-26,Real Valladolid CF,Diego Cocca,33.0,Lateral,otro,otro,1240.0,0.0,0.02,250000.0,,,0.45925925925925926,,0.0,,desarrollo+rendimiento,30.62
Guilherme Fernandes,2025-26,Real Valladolid CF,Diego Cocca,24.0,Portero,cesion,cesion,3097.0,0.0,0.0,150000.0,,,1.0,,0.0,,desarrollo+rendimiento,66.67
Guille Bueno,2025-26,Real Valladolid CF,Diego Cocca,22.0,Lateral,traspaso,traspaso,1570.0,0.0,0.45,800000.0,,,0.5814814814814815,,0.024,,desarrollo+rendimiento,39.57
Iván Alejo,2025-26,Real Valladolid CF,Diego Cocca,30.0,Lateral,libre,libre,3083.0,0.0,0.41,1200000.0,,,1.0,,0.008,,desarrollo+rendimiento,66.93
Iván Garriel,2025-26,Real Valladolid CF,Diego Cocca,20.0,Lateral,otro,sub23_wyscout,617.0,0.0,0.19,200000.0,,,0.2285185185185185,,0.024,,desarrollo+rendimiento,16.03
Jorge Delgado,2025-26,Real Valladolid CF,Diego Cocca,22.0,Delantero,otro,otro,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Pablo Tomeo,2025-26,Real Valladolid CF,Diego Cocca,25.0,Central,libre,libre,3295.0,1.0,2.16,1200000.0,,,1.0,,0.08399999999999999,,desarrollo+rendimiento,69.47
Ramón Martínez,2025-26,Real Valladolid CF,Diego Cocca,23.0,Central,libre,libre,1394.0,0.0,0.29,1000000.0,,,0.5162962962962963,,0.016,,desarrollo+rendimiento,34.95
Sergi Canós,2025-26,Real Valladolid CF,Diego Cocca,28.0,Extremo,cesion,cesion,1088.0,2.0,1.93,1000000.0,,,0.40296296296296297,,0.332,,desarrollo+rendimiento,37.93
Trilli,2025-26,Real Valladolid CF,Diego Cocca,22.0,Lateral,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Xavi Moreno,2025-26,Real Valladolid CF,Diego Cocca,20.0,Extremo,otro,otro,0.0,0.0,0.0,250000.0,20.0,50000.0,,0.35,,0.7,mercado+progresion,48.12
Adrián Rodríguez,2025-26,Real Zaragoza,,24.0,Portero,cesion,cesion,1467.0,0.0,0.0,200000.0,,,0.5433333333333333,,0.0,,desarrollo+rendimiento,36.22
Carlos Pomares,2025-26,Real Zaragoza,,32.0,Lateral,libre,libre,1315.0,0.0,0.08,300000.0,,,0.48703703703703705,,0.008,,desarrollo+rendimiento,32.74
Hugo Pinilla,2025-26,Real Zaragoza,,19.0,Extremo,otro,sub23_wyscout,657.0,0.0,0.83,200000.0,,,0.24333333333333335,,0.08800000000000001,,desarrollo+rendimiento,19.16
Juan Larios,2025-26,Real Zaragoza,,22.0,Lateral,cesion,cesion,1932.0,0.0,0.17,2000000.0,,,0.7155555555555555,,0.008,,desarrollo+rendimiento,47.97
Marcos Cuenca,2025-26,Real Zaragoza,,22.0,Extremo,otro,sub23_wyscout,1548.0,1.0,4.91,200000.0,,,0.5733333333333334,,0.304,,desarrollo+rendimiento,48.36
Martín Aguirregabiria,2025-26,Real Zaragoza,,29.0,Lateral,libre,libre,2061.0,1.0,0.13,600000.0,,,0.7633333333333333,,0.056,,desarrollo+rendimiento,52.76
Pablo Insua,2025-26,Real Zaragoza,,31.0,Central,libre,libre,2806.0,0.0,1.35,600000.0,,,1.0,,0.032,,desarrollo+rendimiento,67.73
Paulino De La Fuente,2025-26,Real Zaragoza,,28.0,Extremo,libre,libre,429.0,0.0,0.74,1400000.0,,,0.15888888888888889,,0.128,,desarrollo+rendimiento,14.86
Rober González,2025-26,Real Zaragoza,,25.0,Mediapunta,cesion,cesion,1349.0,2.0,2.34,700000.0,,,0.49962962962962965,,0.28400000000000003,,desarrollo+rendimiento,42.78
Sebas Moyano,2025-26,Real Zaragoza,,28.0,Extremo,libre,libre,1440.0,2.0,1.71,1600000.0,,,0.5333333333333333,,0.23199999999999998,,desarrollo+rendimiento,43.29
Tachi,2025-26,Real Zaragoza,,27.0,Central,libre,libre,908.0,1.0,0.46,600000.0,,,0.3362962962962963,,0.16,,desarrollo+rendimiento,27.75
Valery Fernández,2025-26,Real Zaragoza,,25.0,Mediapunta,libre,libre,1071.0,0.0,0.79,2000000.0,,,0.39666666666666667,,0.05600000000000001,,desarrollo+rendimiento,28.31
Yussif Saidu,2025-26,Real Zaragoza,,20.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Adu Ares,2025-26,SD Eibar,Gaizka Garitano,23.0,Mediapunta,libre,libre,1664.0,2.0,2.68,1600000.0,,,0.6162962962962963,,0.24400000000000002,,desarrollo+rendimiento,49.22
Aleix Garrido,2025-26,SD Eibar,Gaizka Garitano,21.0,Centrocampista,libre,libre,2275.0,0.0,0.35,500000.0,,,0.8425925925925926,,0.008,,desarrollo+rendimiento,56.44
Iker Alday,2025-26,SD Eibar,Gaizka Garitano,22.0,Lateral,otro,otro,0.0,0.0,0.0,50000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jair Amador,2025-26,SD Eibar,Gaizka Garitano,35.0,Central,libre,libre,1614.0,0.0,0.34,200000.0,,,0.5977777777777777,,0.016,,desarrollo+rendimiento,40.39
Javi Martón,2025-26,SD Eibar,Gaizka Garitano,26.0,Delantero,otro,otro,2216.0,14.0,13.77,500000.0,,,0.8207407407407408,,1.0,,desarrollo+rendimiento,88.05
Jon Magunazelaia,2025-26,SD Eibar,Gaizka Garitano,23.0,Mediapunta,libre,libre,1369.0,2.0,1.52,600000.0,,,0.5070370370370371,,0.23600000000000002,,desarrollo+rendimiento,41.67
Juan Bernat,2025-26,SD Eibar,Gaizka Garitano,32.0,Lateral,otro,otro,276.0,0.0,0.0,1500000.0,,,0.10222222222222223,,0.0,,desarrollo+rendimiento,6.81
Lander Olaetxea,2025-26,SD Eibar,Gaizka Garitano,32.0,Centrocampista,libre,libre,1712.0,1.0,1.11,600000.0,,,0.6340740740740741,,0.108,,desarrollo+rendimiento,45.87
Leonardo Buta,2025-26,SD Eibar,Gaizka Garitano,23.0,Lateral,cesion,cesion,0.0,0.0,0.0,2000000.0,-25.0,-500000.0,,0.125,,0.0,mercado+progresion,7.81
Marco Moreno,2025-26,SD Eibar,Gaizka Garitano,24.0,Central,libre,libre,2701.0,0.0,0.68,700000.0,,,1.0,,0.016,,desarrollo+rendimiento,67.2
Oscar Carrasco,2025-26,SD Eibar,Gaizka Garitano,22.0,Centrocampista,otro,otro,0.0,0.0,0.0,50000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álvaro Rodríguez,2025-26,SD Eibar,Gaizka Garitano,31.0,Lateral,libre,libre,1165.0,3.0,1.06,400000.0,,,0.43148148148148147,,0.34,,desarrollo+rendimiento,40.1
Dani Martín,2025-26,SD Huesca,,19.0,Portero,cesion,cesion,410.0,0.0,0.0,300000.0,,,0.15185185185185185,,0.0,,desarrollo+rendimiento,10.12
Dani Ojeda,2025-26,SD Huesca,,30.0,Mediapunta,libre,libre,1433.0,2.0,1.92,1200000.0,,,0.5307407407407407,,0.252,,desarrollo+rendimiento,43.78
Enol Rodríguez,2025-26,SD Huesca,,23.0,Delantero,otro,otro,1741.0,5.0,4.98,250000.0,,,0.6448148148148148,,0.52,,desarrollo+rendimiento,60.32
Hugo Pérez,2025-26,SD Huesca,,22.0,Central,cesion,cesion,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Ignacio Laquintana,2025-26,SD Huesca,,27.0,Mediapunta,cesion,cesion,463.0,0.0,0.35,2000000.0,,,0.17148148148148148,,0.05600000000000001,,desarrollo+rendimiento,13.3
Jaime Seoane,2025-26,SD Huesca,,29.0,Centrocampista,otro,otro,622.0,0.0,0.15,1800000.0,122.22,2200000.0,0.23037037037037036,0.8611,0.016,0.9166599999999999,desarrollo+mercado+progresion+rendimiento,44.81
Jesús Álvarez,2025-26,SD Huesca,,25.0,Centrocampista,libre,libre,2688.0,0.0,0.89,250000.0,,,0.9955555555555555,,0.024,,desarrollo+rendimiento,67.17
Joaquín Fernández,2025-26,SD Huesca,,29.0,Central,libre,libre,43.0,0.0,0.06,1000000.0,,,0.015925925925925927,,0.10400000000000001,,desarrollo+rendimiento,4.53
Julio Alonso,2025-26,SD Huesca,,26.0,Lateral,libre,libre,2305.0,0.0,0.48,600000.0,,,0.8537037037037037,,0.016,,desarrollo+rendimiento,57.45
Liberto Beltrán,2025-26,SD Huesca,,28.0,Mediapunta,libre,libre,1248.0,2.0,2.84,300000.0,,,0.4622222222222222,,0.32800000000000007,,desarrollo+rendimiento,41.75
Piña,2025-26,SD Huesca,,30.0,Central,libre,libre,2947.0,0.0,1.09,300000.0,,,1.0,,0.024,,desarrollo+rendimiento,67.47
Samuel Ntamack,2025-26,SD Huesca,,24.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergi Enrich,2025-26,SD Huesca,,35.0,Delantero,libre,libre,1816.0,4.0,5.66,250000.0,,,0.6725925925925926,,0.464,,desarrollo+rendimiento,60.31
Álvaro Carrillo,2025-26,SD Huesca,,23.0,Central,libre,libre,2492.0,3.0,1.72,400000.0,,,0.922962962962963,,0.18,,desarrollo+rendimiento,67.53
Andrés Cuenca,2025-26,Sporting Gijón,,18.0,Central,cesion,cesion,697.0,0.0,0.4,500000.0,,,0.2581481481481481,,0.04000000000000001,,desarrollo+rendimiento,18.54
Brian Oliván,2025-26,Sporting Gijón,,31.0,Lateral,otro,otro,1243.0,1.0,0.7,1500000.0,,,0.4603703703703704,,0.12400000000000001,,desarrollo+rendimiento,34.82
César Gelabert,2025-26,Sporting Gijón,,24.0,Mediapunta,traspaso,traspaso,3639.0,8.0,7.02,2000000.0,,,1.0,,0.376,,desarrollo+rendimiento,79.2
Manu Rodríguez,2025-26,Sporting Gijón,,19.0,Centrocampista,otro,sub23_wyscout,1539.0,1.0,0.36,0.0,,,0.57,,0.088,,desarrollo+rendimiento,40.93
Pablo Vázquez,2025-26,Sporting Gijón,,30.0,Central,traspaso,traspaso,3480.0,4.0,3.2,500000.0,,,1.0,,0.184,,desarrollo+rendimiento,72.8
Àlex Corredera,2025-26,Sporting Gijón,,29.0,Centrocampista,libre,libre,3695.0,1.0,2.1,800000.0,,,1.0,,0.064,,desarrollo+rendimiento,68.8
Óscar Cortés,2025-26,Sporting Gijón,,21.0,Extremo,cesion,cesion,0.0,0.0,0.0,3000000.0,-33.33,-1000000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
André Horta,2025-26,UD Almería,,28.0,Centrocampista,cesion,cesion,723.0,0.0,0.42,4000000.0,,,0.2677777777777778,,0.04000000000000001,,desarrollo+rendimiento,19.19
Andrés Fernández,2025-26,UD Almería,,38.0,Portero,libre,libre,4128.0,0.0,0.0,250000.0,,,1.0,,0.0,,desarrollo+rendimiento,66.67
Aridane Hernández,2025-26,UD Almería,,36.0,Central,otro,otro,0.0,0.0,0.0,300000.0,-33.33,-100000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Jon Morcillo,2025-26,UD Almería,,27.0,Extremo,traspaso,traspaso,2293.0,7.0,5.32,2000000.0,,,0.8492592592592593,,0.492,,desarrollo+rendimiento,73.02
Marcos Luna,2025-26,UD Almería,,22.0,Lateral,traspaso,traspaso,1962.0,0.0,0.57,500000.0,,,0.7266666666666667,,0.024,,desarrollo+rendimiento,49.24
Marko Perovic,2025-26,UD Almería,,19.0,Lateral,otro,otro,0.0,0.0,0.0,150000.0,33.33,50000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Miguel De La Fuente,2025-26,UD Almería,,26.0,Delantero,cesion,cesion,2481.0,7.0,7.76,2000000.0,,,0.9188888888888889,,0.524,,desarrollo+rendimiento,78.73
Nélson Monte,2025-26,UD Almería,,30.0,Central,traspaso,traspaso,2618.0,0.0,0.12,500000.0,,,0.9696296296296296,,0.0,,desarrollo+rendimiento,64.64
Patrick Soko,2025-26,UD Almería,,27.0,Delantero,libre,libre,777.0,0.0,1.93,1200000.0,,,0.2877777777777778,,0.17600000000000002,,desarrollo+rendimiento,25.05
Rodrigo Ely,2025-26,UD Almería,,32.0,Central,otro,otro,995.0,0.0,0.58,1000000.0,,,0.3685185185185185,,0.04000000000000001,,desarrollo+rendimiento,25.9
Thalys,2025-26,UD Almería,,20.0,Delantero,traspaso,traspaso,901.0,3.0,2.19,2000000.0,,,0.3337037037037037,,0.536,,desarrollo+rendimiento,40.11
Aboubacar Bassinga,2025-26,UD Las Palmas,,19.0,Centrocampista,otro,otro,0.0,0.0,0.0,100000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Cristian Gutiérrez,2025-26,UD Las Palmas,,24.0,Lateral,traspaso,traspaso,576.0,1.0,1.24,1200000.0,,,0.21333333333333335,,0.34400000000000003,,desarrollo+rendimiento,25.69
Edward Cedeño,2025-26,UD Las Palmas,,22.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Estanis Pedrola,2025-26,UD Las Palmas,,22.0,Extremo,cesion,cesion,814.0,4.0,2.38,900000.0,,,0.30148148148148146,,0.736,,desarrollo+rendimiento,44.63
Iker Bravo,2025-26,UD Las Palmas,,21.0,Delantero,cesion,cesion,488.0,0.0,0.9,5000000.0,,,0.18074074074074073,,0.136,,desarrollo+rendimiento,16.58
Iñaki González,2025-26,UD Las Palmas,,20.0,Centrocampista,otro,sub23_wyscout,275.0,0.0,0.0,150000.0,,,0.10185185185185185,,0.0,,desarrollo+rendimiento,6.79
Jesé,2025-26,UD Las Palmas,,32.0,Extremo,libre,libre,0.0,0.0,0.0,450000.0,566.67,2550000.0,,1.0,,1.0,mercado+progresion,100.0
Jonathan Viera,2025-26,UD Las Palmas,,35.0,Delantero,libre,libre,1353.0,1.0,3.77,600000.0,,,0.5011111111111111,,0.28400000000000003,,desarrollo+rendimiento,42.87
José Antonio Caro,2025-26,UD Las Palmas,,31.0,Portero,libre,libre,155.0,0.0,0.0,600000.0,,,0.05740740740740741,,0.0,,desarrollo+rendimiento,3.83
Milos Lukovic,2025-26,UD Las Palmas,,19.0,Delantero,cesion,cesion,0.0,0.0,0.0,5000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergio Barcia,2025-26,UD Las Palmas,,24.0,Central,cesion,cesion,3309.0,1.0,1.65,400000.0,,,1.0,,0.068,,desarrollo+rendimiento,68.93
Valentín Pezzolesi,2025-26,UD Las Palmas,,18.0,Lateral,otro,otro,0.0,0.0,0.0,100000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Hugo Rincón,2024-25,Girona FC,,22.0,Lateral,otro,sub23_wyscout,4025.0,3.0,2.87,250000.0,,,1.0,,0.132,,desarrollo+rendimiento,71.07
Arnau Martínez,2021-22,Girona FC,Michel,22.0,Lateral,otro,sub23_wyscout,3810.0,2.0,3.27,10000000.0,,,1.0,,0.124,,desarrollo+rendimiento,70.8
Carlos Álvarez,2024-25,Levante UD,Julián Calero,22.0,Extremo,otro,sub23_wyscout,3650.0,7.0,6.15,1200000.0,,,1.0,,0.324,,desarrollo+rendimiento,77.47
L. Amatucci,2025-26,UD Las Palmas,,22.0,Centrocampista,otro,sub23_wyscout,3632.0,0.0,1.14,0.0,,,1.0,,0.024,,desarrollo+rendimiento,67.47
O. El Hilali,2023-24,RCD Espanyol Barcelona,Luis García Plaza,22.0,Lateral,otro,sub23_wyscout,3463.0,0.0,0.28,2000000.0,,,1.0,,0.008,,desarrollo+rendimiento,66.93
J. Gómez,2023-24,Albacete Balompié,Rubén Albés,22.0,Lateral,otro,sub23_wyscout,3322.0,1.0,0.78,1200000.0,,,1.0,,0.052,,desarrollo+rendimiento,68.4
Diego Sánchez,2025-26,Sporting Gijón,,22.0,Lateral,otro,sub23_wyscout,3249.0,0.0,0.8,600000.0,,,1.0,,0.016,,desarrollo+rendimiento,67.2
M. Diakité,2025-26,Cádiz CF,Pako Ayestarán,22.0,Centrocampista,otro,sub23_wyscout,2985.0,2.0,0.88,0.0,,,1.0,,0.096,,desarrollo+rendimiento,69.87
G. Puerta,2025-26,Racing Santander,,22.0,Centrocampista,otro,sub23_wyscout,2977.0,3.0,2.06,3000000.0,,,1.0,,0.156,,desarrollo+rendimiento,71.87
Mario García,2024-25,Racing Santander,,22.0,Lateral,otro,sub23_wyscout,2915.0,3.0,2.06,0.0,,,1.0,,0.156,,desarrollo+rendimiento,71.87
Izan Merino,2025-26,Málaga CF,,20.0,Centrocampista,otro,sub23_wyscout,2903.0,0.0,0.8,0.0,,,1.0,,0.016,,desarrollo+rendimiento,67.2
David Mella,2024-25,Deportivo de La Coruña,Óscar Gilsanz,20.0,Extremo,otro,sub23_wyscout,2886.0,6.0,7.03,0.0,,,1.0,,0.404,,desarrollo+rendimiento,80.13
Alberto Moleiro,2022-23,Villarreal CF B,Miguel Álvarez,22.0,Extremo,otro,sub23_wyscout,2876.0,0.0,4.87,0.0,,,1.0,,0.12,,desarrollo+rendimiento,70.67
J. Salinas,2025-26,Racing Santander,,19.0,Lateral,otro,sub23_wyscout,2869.0,0.0,2.95,0.0,,,1.0,,0.072,,desarrollo+rendimiento,69.07
Chupe,2025-26,Málaga CF,,21.0,Delantero,otro,sub23_wyscout,2861.0,24.0,19.05,0.0,,,1.0,,1.0,,desarrollo+rendimiento,100.0
Jorge Pascual,2023-24,Granada CF,,22.0,Delantero,otro,sub23_wyscout,2708.0,4.0,5.03,0.0,,,1.0,,0.29200000000000004,,desarrollo+rendimiento,76.4
Diego Sánchez,2024-25,Sporting Gijón,Rubén Albés,22.0,Central,otro,sub23_wyscout,2701.0,1.0,0.53,600000.0,,,1.0,,0.052,,desarrollo+rendimiento,68.4
J. Gómez,2025-26,Albacete Balompié,,22.0,Lateral,otro,sub23_wyscout,2627.0,2.0,2.7,1200000.0,,,0.9729629629629629,,0.156,,desarrollo+rendimiento,70.06
M. Kim,2025-26,FC Andorra,,20.0,Delantero,otro,sub23_wyscout,2600.0,6.0,6.51,0.0,,,0.9629629629629629,,0.43600000000000005,,desarrollo+rendimiento,78.73
Chuki,2025-26,Real Valladolid CF,Diego Cocca,22.0,Delantero,otro,sub23_wyscout,2552.0,8.0,7.6,0.0,,,0.9451851851851852,,0.552,,desarrollo+rendimiento,81.41
T. Helguera,2025-26,CD Mirandés,,20.0,Centrocampista,otro,sub23_wyscout,2524.0,0.0,0.66,0.0,,,0.9348148148148148,,0.016,,desarrollo+rendimiento,62.85
B. Kovačević,2024-25,Cádiz CF,Pako Ayestarán,21.0,Central,otro,sub23_wyscout,2521.0,0.0,0.93,0.0,,,0.9337037037037037,,0.024,,desarrollo+rendimiento,63.05
S. Džodić,2025-26,UD Almería,,21.0,Centrocampista,otro,sub23_wyscout,2364.0,1.0,0.85,0.0,,,0.8755555555555555,,0.07200000000000001,,desarrollo+rendimiento,60.77
Antonio Cordero,2024-25,Cádiz CF,Pako Ayestarán,19.0,Extremo,otro,sub23_wyscout,2303.0,6.0,7.07,0.0,,,0.8529629629629629,,0.5,,desarrollo+rendimiento,73.53
L. Noubi,2025-26,Deportivo de La Coruña,Óscar Gilsanz,21.0,Central,otro,sub23_wyscout,2274.0,1.0,2.17,0.0,,,0.8422222222222222,,0.12,,desarrollo+rendimiento,60.15
Alberto Moleiro,2021-22,Villarreal CF B,Miguel Álvarez,22.0,Extremo,otro,sub23_wyscout,2182.0,3.0,3.58,0.0,,,0.8081481481481482,,0.264,,desarrollo+rendimiento,62.68
Y. Saidu,2025-26,Real Zaragoza,,20.0,Central,otro,sub23_wyscout,2159.0,1.0,0.96,0.0,,,0.7996296296296296,,0.08,,desarrollo+rendimiento,55.98
F. González,2025-26,Racing Santander,,22.0,Central,otro,sub23_wyscout,2139.0,1.0,3.43,2000000.0,,,0.7922222222222223,,0.16000000000000003,,desarrollo+rendimiento,58.15
