jugador,temporada,club,entrenador,edad,posicion,tipo_operacion,tipo_suceso,minutos,goles,xg,valor_mercado,revalorizacion_porcentual,revalorizacion_absoluta,comp_desarrollo,comp_mercado,comp_rendimiento,comp_progresion,dimensiones_usadas,operation_success_score
Sinan Bakış,2022-23,FC Andorra,Eder Sarabia,28.0,Delantero,otro,otro,0.0,0.0,0.0,600000.0,233.33,1400000.0,,1.0,,1.0,mercado+progresion,100.0
Álex Petxarroman,2022-23,FC Andorra,Eder Sarabia,25.0,Lateral,cesion,cesion,0.0,0.0,0.0,1000000.0,-40.0,-400000.0,,0.05,,0.0,mercado+progresion,3.12
Álex Valle,2022-23,FC Andorra,Eder Sarabia,18.0,Lateral,cesion,cesion,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Aarón Escandell,2022-23,FC Cartagena,Luis Carrión,26.0,Portero,libre,libre,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Armando Sadiku,2022-23,FC Cartagena,Luis Carrión,31.0,Delantero,libre,libre,0.0,0.0,0.0,300000.0,133.33,400000.0,,0.9166500000000001,,0.94999,mercado+progresion,92.92
Borja Valle,2022-23,FC Cartagena,Luis Carrión,29.0,Delantero,libre,libre,0.0,0.0,0.0,300000.0,66.67,200000.0,,0.58335,,0.75001,mercado+progresion,64.58
Darío Poveda,2022-23,FC Cartagena,Luis Carrión,25.0,Delantero,cesion,cesion,0.0,0.0,0.0,600000.0,-16.67,-100000.0,,0.16665,,0.0,mercado+progresion,10.42
David Ferreiro,2022-23,FC Cartagena,Luis Carrión,34.0,Extremo,libre,libre,0.0,0.0,0.0,800000.0,-62.5,-500000.0,,0.0,,0.0,mercado+progresion,0.0
Franchu,2022-23,FC Cartagena,Luis Carrión,24.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Isak Jansson,2022-23,FC Cartagena,Luis Carrión,20.0,Extremo,libre,libre,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Iván Calero,2022-23,FC Cartagena,Luis Carrión,27.0,Lateral,libre,libre,0.0,0.0,0.0,300000.0,133.33,400000.0,,0.9166500000000001,,0.94999,mercado+progresion,92.92
Iván Martos,2022-23,FC Cartagena,Luis Carrión,25.0,Lateral,cesion,cesion,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jaime Romero,2022-23,FC Cartagena,Luis Carrión,32.0,Extremo,otro,otro,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jairo Izquierdo,2022-23,FC Cartagena,Luis Carrión,28.0,Lateral,libre,libre,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Luca Sangalli,2022-23,FC Cartagena,Luis Carrión,27.0,Centrocampista,libre,libre,0.0,0.0,0.0,1200000.0,-33.33,-400000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Miguel Llambrich,2022-23,FC Cartagena,Luis Carrión,26.0,Lateral,cesion,cesion,0.0,0.0,0.0,600000.0,-16.67,-100000.0,,0.16665,,0.0,mercado+progresion,10.42
Mikel Rico,2022-23,FC Cartagena,Luis Carrión,37.0,Centrocampista,libre,libre,0.0,0.0,0.0,200000.0,-50.0,-100000.0,,0.0,,0.0,mercado+progresion,0.0
Pêpê,2022-23,FC Cartagena,Luis Carrión,25.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,3000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sang-hyuk Lee,2022-23,FC Cartagena,Luis Carrión,22.0,Extremo,libre,libre,0.0,0.0,0.0,75000.0,33.33,25000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Yan Eteki,2022-23,FC Cartagena,Luis Carrión,25.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,1000000.0,-20.0,-200000.0,,0.15,,0.0,mercado+progresion,9.38
Óscar Arribas,2022-23,FC Cartagena,Luis Carrión,23.0,Extremo,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Óscar Ureña,2022-23,FC Cartagena,Luis Carrión,19.0,Extremo,cesion,cesion,0.0,0.0,0.0,200000.0,100.0,200000.0,,0.75,,0.85,mercado+progresion,78.75
André Ferreira,2022-23,Granada CF,Aitor Karanka,26.0,Portero,traspaso,traspaso,0.0,0.0,0.0,900000.0,-11.11,-100000.0,,0.19445,,0.0,mercado+progresion,12.15
Bryan Zaragoza,2022-23,Granada CF,Aitor Karanka,20.0,Extremo,otro,otro,0.0,0.0,0.0,200000.0,5900.0,11800000.0,,1.0,,1.0,mercado+progresion,100.0
Famara Diédhiou,2022-23,Granada CF,Aitor Karanka,30.0,Delantero,cesion,cesion,0.0,0.0,0.0,3000000.0,-83.33,-2500000.0,,0.0,,0.0,mercado+progresion,0.0
Ignasi Miquel,2022-23,Granada CF,Aitor Karanka,29.0,Central,libre,libre,0.0,0.0,0.0,1200000.0,-16.67,-200000.0,,0.16665,,0.0,mercado+progresion,10.42
José Callejón,2022-23,Granada CF,Aitor Karanka,35.0,Extremo,libre,libre,0.0,0.0,0.0,1000000.0,-20.0,-200000.0,,0.15,,0.0,mercado+progresion,9.38
Miguel Rubio,2022-23,Granada CF,Aitor Karanka,24.0,Central,libre,libre,0.0,0.0,0.0,300000.0,566.67,1700000.0,,1.0,,1.0,mercado+progresion,100.0
Pepe Sánchez,2022-23,Granada CF,Aitor Karanka,22.0,Central,otro,otro,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Raúl Fernández,2022-23,Granada CF,Aitor Karanka,34.0,Portero,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergio Ruiz,2022-23,Granada CF,Aitor Karanka,27.0,Centrocampista,traspaso,traspaso,1083.0,1.0,0.59,1000000.0,,,0.4011111111111111,,0.136,,desarrollo+rendimiento,31.27
Shon Weissman,2022-23,Granada CF,Aitor Karanka,26.0,Delantero,cesion,cesion,0.0,0.0,0.0,5000000.0,-76.0,-3800000.0,,0.0,,0.0,mercado+progresion,0.0
Víctor Meseguer,2022-23,Granada CF,Aitor Karanka,23.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,1000000.0,120.0,1200000.0,,0.85,,0.9099999999999999,mercado+progresion,87.25
Óscar Melendo,2022-23,Granada CF,Aitor Karanka,24.0,Mediapunta,libre,libre,0.0,0.0,0.0,3000000.0,-33.33,-1000000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Charly Musonda Jr.,2022-23,Levante UD,Lluís Carreras,25.0,Extremo,libre,libre,0.0,0.0,0.0,900000.0,-33.33,-300000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Fabri,2022-23,Levante UD,Lluís Carreras,21.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,250000.0,220.0,550000.0,,1.0,,1.0,mercado+progresion,100.0
Giorgi Kochorashvili,2022-23,Levante UD,Lluís Carreras,23.0,Centrocampista,otro,otro,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Joan Femenías,2022-23,Levante UD,Lluís Carreras,25.0,Portero,libre,libre,0.0,0.0,0.0,800000.0,-25.0,-200000.0,,0.125,,0.0,mercado+progresion,7.81
Joni Montiel,2022-23,Levante UD,Lluís Carreras,23.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,300000.0,566.67,1700000.0,,1.0,,1.0,mercado+progresion,100.0
Marc Pubill,2022-23,Levante UD,Lluís Carreras,19.0,Central,otro,otro,0.0,0.0,0.0,800000.0,25.0,200000.0,,0.375,,0.7,mercado+progresion,49.69
Mohamed Bouldini,2022-23,Levante UD,Lluís Carreras,26.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,500000.0,340.0,1700000.0,,1.0,,1.0,mercado+progresion,100.0
Rober Ibáñez,2022-23,Levante UD,Lluís Carreras,29.0,Extremo,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Toni Herrero,2022-23,Levante UD,Lluís Carreras,21.0,Lateral,otro,otro,0.0,0.0,0.0,150000.0,100.0,150000.0,,0.75,,0.85,mercado+progresion,78.75
Vicente Iborra,2022-23,Levante UD,Lluís Carreras,34.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,2000000.0,-40.0,-800000.0,,0.05,,0.0,mercado+progresion,3.12
Wesley Moraes,2022-23,Levante UD,Lluís Carreras,25.0,Delantero,cesion,cesion,0.0,0.0,0.0,6000000.0,-50.0,-3000000.0,,0.0,,0.0,mercado+progresion,0.0
Álex Muñoz,2022-23,Levante UD,Lluís Carreras,27.0,Lateral,libre,libre,0.0,0.0,0.0,500000.0,140.0,700000.0,,0.95,,0.97,mercado+progresion,95.75
Dani Lorenzo,2022-23,Málaga CF,Pellicer,19.0,Extremo,otro,sub23_wyscout,203.0,1.0,0.5,100000.0,0.0,0.0,0.07518518518518519,0.25,0.7040000000000001,0.0,desarrollo+mercado+progresion+rendimiento,23.34
David Larrubia,2022-23,Málaga CF,Pellicer,20.0,Extremo,otro,otro,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Juanfran Moreno,2022-23,Málaga CF,Pellicer,33.0,Lateral,libre,libre,0.0,0.0,0.0,700000.0,-14.29,-100000.0,,0.17855000000000001,,0.0,mercado+progresion,11.16
Lumor Agbenyenu,2022-23,Málaga CF,Pellicer,26.0,Lateral,otro,otro,0.0,0.0,0.0,500000.0,-40.0,-200000.0,,0.05,,0.0,mercado+progresion,3.12
Pablo Hervías,2022-23,Málaga CF,Pellicer,29.0,Extremo,libre,libre,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Alfon González,2022-23,Racing Santander,Íñigo Vélez,23.0,Extremo,cesion,cesion,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Aritz Aldasoro,2022-23,Racing Santander,Íñigo Vélez,23.0,Centrocampista,libre,libre,2207.0,1.0,1.32,400000.0,,,0.8174074074074074,,0.08800000000000001,,desarrollo+rendimiento,57.43
Dani Fernández,2022-23,Racing Santander,Íñigo Vélez,25.0,Lateral,libre,libre,0.0,0.0,0.0,400000.0,50.0,200000.0,,0.5,,0.7,mercado+progresion,57.5
Germán Sánchez,2022-23,Racing Santander,Íñigo Vélez,35.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-75.0,-600000.0,,0.0,,0.0,mercado+progresion,0.0
Iñigo Vicente,2022-23,Racing Santander,Íñigo Vélez,24.0,Extremo,libre,libre,3058.0,7.0,7.89,1500000.0,,,1.0,,0.43600000000000005,,desarrollo+rendimiento,81.2
Jokin Ezkieta,2022-23,Racing Santander,Íñigo Vélez,25.0,Portero,libre,libre,560.0,0.0,0.0,300000.0,,,0.2074074074074074,,0.0,,desarrollo+rendimiento,13.83
Jordi Mboula,2022-23,Racing Santander,Íñigo Vélez,23.0,Extremo,cesion,cesion,0.0,0.0,0.0,1500000.0,-20.0,-300000.0,,0.15,,0.0,mercado+progresion,9.38
Jorge Pombo,2022-23,Racing Santander,Íñigo Vélez,28.0,Mediapunta,libre,libre,0.0,0.0,0.0,500000.0,-20.0,-100000.0,,0.15,,0.0,mercado+progresion,9.38
Juan Gutiérrez,2022-23,Racing Santander,Íñigo Vélez,22.0,Central,otro,otro,0.0,0.0,0.0,150000.0,33.33,50000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Juergen Elitim,2022-23,Racing Santander,Íñigo Vélez,22.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,700000.0,14.29,100000.0,,0.32144999999999996,,0.7,mercado+progresion,46.34
Marco Sangalli,2022-23,Racing Santander,Íñigo Vélez,30.0,Extremo,libre,libre,1223.0,0.0,0.29,600000.0,,,0.45296296296296296,,0.016,,desarrollo+rendimiento,30.73
Matheus Aiás,2022-23,Racing Santander,Íñigo Vélez,25.0,Delantero,otro,otro,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Peque Fernández,2022-23,Racing Santander,Íñigo Vélez,19.0,Delantero,libre,libre,0.0,0.0,0.0,200000.0,1400.0,2800000.0,,1.0,,1.0,mercado+progresion,100.0
Roko Baturina,2022-23,Racing Santander,Íñigo Vélez,22.0,Delantero,cesion,cesion,0.0,0.0,0.0,400000.0,75.0,300000.0,,0.625,,0.7749999999999999,mercado+progresion,68.12
Rubén Alves,2022-23,Racing Santander,Íñigo Vélez,27.0,Central,libre,libre,0.0,0.0,0.0,400000.0,100.0,400000.0,,0.75,,0.85,mercado+progresion,78.75
Saúl García,2022-23,Racing Santander,Íñigo Vélez,27.0,Lateral,libre,libre,0.0,0.0,0.0,600000.0,-33.33,-200000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Sekou Gassama,2022-23,Racing Santander,Íñigo Vélez,27.0,Delantero,cesion,cesion,0.0,0.0,0.0,500000.0,-40.0,-200000.0,,0.05,,0.0,mercado+progresion,3.12
Abel Bretones,2022-23,Real Oviedo,José Ángel Ziganda,22.0,Lateral,otro,otro,0.0,0.0,0.0,400000.0,350.0,1400000.0,,1.0,,1.0,mercado+progresion,100.0
Alonso Aceves,2022-23,Real Oviedo,José Ángel Ziganda,21.0,Lateral,cesion,cesion,0.0,0.0,0.0,1500000.0,-20.0,-300000.0,,0.15,,0.0,mercado+progresion,9.38
Juanfran Moreno,2022-23,Real Oviedo,José Ángel Ziganda,34.0,Lateral,libre,libre,0.0,0.0,0.0,600000.0,-33.33,-200000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Koba Koindredi,2022-23,Real Oviedo,José Ángel Ziganda,20.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Leonardo Sequeira,2022-23,Real Oviedo,José Ángel Ziganda,27.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,1000000.0,-20.0,-200000.0,,0.15,,0.0,mercado+progresion,9.38
Mangel Prendes,2022-23,Real Oviedo,José Ángel Ziganda,21.0,Centrocampista,otro,otro,0.0,0.0,0.0,100000.0,100.0,100000.0,,0.75,,0.85,mercado+progresion,78.75
Manu Vallejo,2022-23,Real Oviedo,José Ángel Ziganda,25.0,Delantero,cesion,cesion,0.0,0.0,0.0,3000000.0,-20.0,-600000.0,,0.15,,0.0,mercado+progresion,9.38
Marcelo Flores,2022-23,Real Oviedo,José Ángel Ziganda,18.0,Extremo,cesion,cesion,0.0,0.0,0.0,1500000.0,-46.67,-700000.0,,0.01664999999999999,,0.0,mercado+progresion,1.04
Miguel Llambrich,2022-23,Real Oviedo,José Ángel Ziganda,26.0,Lateral,cesion,cesion,0.0,0.0,0.0,800000.0,-25.0,-200000.0,,0.125,,0.0,mercado+progresion,7.81
Raúl Moro,2022-23,Real Oviedo,José Ángel Ziganda,20.0,Extremo,cesion,cesion,0.0,0.0,0.0,2500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergi Enrich,2022-23,Real Oviedo,José Ángel Ziganda,32.0,Delantero,libre,libre,0.0,0.0,0.0,1500000.0,-20.0,-300000.0,,0.15,,0.0,mercado+progresion,9.38
Víctor Camarasa,2022-23,Real Oviedo,José Ángel Ziganda,28.0,Centrocampista,libre,libre,0.0,0.0,0.0,1000000.0,-20.0,-200000.0,,0.15,,0.0,mercado+progresion,9.38
Ángel Montoro,2022-23,Real Oviedo,José Ángel Ziganda,34.0,Centrocampista,libre,libre,0.0,0.0,0.0,1000000.0,-20.0,-200000.0,,0.15,,0.0,mercado+progresion,9.38
Bebé,2022-23,Real Zaragoza,Lluís Carreras,32.0,Extremo,cesion,cesion,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Gabriel Fuentes,2022-23,Real Zaragoza,Lluís Carreras,25.0,Lateral,cesion,cesion,0.0,0.0,0.0,1200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Giuliano Simeone,2022-23,Real Zaragoza,Lluís Carreras,19.0,Extremo,cesion,cesion,0.0,0.0,0.0,500000.0,400.0,2000000.0,,1.0,,1.0,mercado+progresion,100.0
Jairo Quinteros,2022-23,Real Zaragoza,Lluís Carreras,21.0,Central,libre,libre,0.0,0.0,0.0,550000.0,-63.64,-350000.0,,0.0,,0.0,mercado+progresion,0.0
Makhtar Gueye,2022-23,Real Zaragoza,Lluís Carreras,24.0,Delantero,cesion,cesion,0.0,0.0,0.0,2500000.0,-60.0,-1500000.0,,0.0,,0.0,mercado+progresion,0.0
Manu Molina,2022-23,Real Zaragoza,Lluís Carreras,30.0,Centrocampista,libre,libre,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Miguel Puche,2022-23,Real Zaragoza,Lluís Carreras,21.0,Extremo,otro,otro,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Tomás Alarcón,2022-23,Real Zaragoza,Lluís Carreras,23.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,3000000.0,-50.0,-1500000.0,,0.0,,0.0,mercado+progresion,0.0
Víctor Mollejo,2022-23,Real Zaragoza,Lluís Carreras,21.0,Extremo,cesion,cesion,0.0,0.0,0.0,3000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Daniel Lasure,2022-23,SD Eibar,Gaizka Garitano,28.0,Lateral,otro,otro,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Imanol García De Albéniz,2022-23,SD Eibar,Gaizka Garitano,22.0,Lateral,cesion,cesion,0.0,0.0,0.0,1000000.0,20.0,200000.0,,0.35,,0.7,mercado+progresion,48.12
Jon Bautista,2022-23,SD Eibar,Gaizka Garitano,27.0,Delantero,libre,libre,2361.0,6.0,6.54,1000000.0,,,0.8744444444444445,,0.47600000000000003,,desarrollo+rendimiento,74.16
José Ríos Reina,2022-23,SD Eibar,Gaizka Garitano,32.0,Lateral,libre,libre,0.0,0.0,0.0,300000.0,-33.33,-100000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Juan Berrocal,2022-23,SD Eibar,Gaizka Garitano,23.0,Central,libre,libre,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Juan Carlos Arana,2022-23,SD Eibar,Gaizka Garitano,22.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,600000.0,233.33,1400000.0,,1.0,,1.0,mercado+progresion,100.0
Luca Zidane,2022-23,SD Eibar,Gaizka Garitano,24.0,Portero,libre,libre,0.0,0.0,0.0,2000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Matheus Pereira,2022-23,SD Eibar,Gaizka Garitano,24.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,500000.0,140.0,700000.0,,0.95,,0.97,mercado+progresion,95.75
Peru Nolaskoain,2022-23,SD Eibar,Gaizka Garitano,23.0,Centrocampista,cesion,cesion,2273.0,2.0,3.15,1500000.0,-33.33,-500000.0,0.8418518518518519,0.08335000000000001,0.192,0.0,desarrollo+mercado+progresion+rendimiento,39.6
Urko Izeta,2022-23,SD Eibar,Gaizka Garitano,22.0,Delantero,otro,otro,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álvaro Vadillo,2022-23,SD Eibar,Gaizka Garitano,27.0,Extremo,cesion,cesion,0.0,0.0,0.0,800000.0,-37.5,-300000.0,,0.0625,,0.0,mercado+progresion,3.91
Ángel Troncho,2022-23,SD Eibar,Gaizka Garitano,20.0,Extremo,otro,otro,0.0,0.0,0.0,100000.0,100.0,100000.0,,0.75,,0.85,mercado+progresion,78.75
Abou Kanté,2022-23,SD Huesca,Antonio Hidalgo,27.0,Delantero,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Ignasi Vilarrasa,2022-23,SD Huesca,Antonio Hidalgo,22.0,Lateral,libre,libre,0.0,0.0,0.0,350000.0,185.71,650000.0,,1.0,,1.0,mercado+progresion,100.0
Javi Martínez,2022-23,SD Huesca,Antonio Hidalgo,23.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,1000000.0,20.0,200000.0,,0.35,,0.7,mercado+progresion,48.12
José Ángel Carrillo,2022-23,SD Huesca,Antonio Hidalgo,28.0,Delantero,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Juan Villar,2022-23,SD Huesca,Antonio Hidalgo,34.0,Extremo,libre,libre,0.0,0.0,0.0,300000.0,-33.33,-100000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Juanjo Nieto,2022-23,SD Huesca,Antonio Hidalgo,28.0,Lateral,libre,libre,0.0,0.0,0.0,700000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jérémy Blasco,2022-23,SD Huesca,Antonio Hidalgo,23.0,Central,libre,libre,0.0,0.0,0.0,500000.0,80.0,400000.0,,0.65,,0.7899999999999999,mercado+progresion,70.25
Kento Hashimoto,2022-23,SD Huesca,Antonio Hidalgo,28.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,2200000.0,-54.55,-1200000.0,,0.0,,0.0,mercado+progresion,0.0
Kevin Carlos,2022-23,SD Huesca,Antonio Hidalgo,21.0,Delantero,otro,otro,0.0,0.0,0.0,300000.0,33.33,100000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Pablo Tomeo,2022-23,SD Huesca,Antonio Hidalgo,22.0,Central,otro,otro,0.0,0.0,0.0,50000.0,300.0,150000.0,,1.0,,1.0,mercado+progresion,100.0
Patrick Soko,2022-23,SD Huesca,Antonio Hidalgo,24.0,Extremo,libre,libre,0.0,0.0,0.0,500000.0,140.0,700000.0,,0.95,,0.97,mercado+progresion,95.75
Rubén Pulido,2022-23,SD Huesca,Antonio Hidalgo,21.0,Central,traspaso,traspaso,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Samuel Obeng,2022-23,SD Huesca,Antonio Hidalgo,25.0,Delantero,cesion,cesion,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Óscar Sielva,2022-23,SD Huesca,Antonio Hidalgo,30.0,Centrocampista,cesion,cesion,1387.0,2.0,0.28,800000.0,-25.0,-200000.0,0.5137037037037037,0.125,0.172,0.0,desarrollo+mercado+progresion+rendimiento,27.11
Giorgi Makaridze,2022-23,SD Ponferradina,Jon Pérez Bolo,32.0,Portero,libre,libre,0.0,0.0,0.0,700000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jordan Lukaku,2022-23,SD Ponferradina,Jon Pérez Bolo,28.0,Lateral,libre,libre,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
Moi Delgado,2022-23,SD Ponferradina,Jon Pérez Bolo,28.0,Lateral,libre,libre,0.0,0.0,0.0,300000.0,33.33,100000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Axel Bamba,2022-23,Sporting Gijón,David Gallego,23.0,Central,otro,otro,0.0,0.0,0.0,1300000.0,-69.23,-900000.0,,0.0,,0.0,mercado+progresion,0.0
Bruno González,2022-23,Sporting Gijón,David Gallego,32.0,Central,otro,otro,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
Carlos Izquierdoz,2022-23,Sporting Gijón,David Gallego,33.0,Central,libre,libre,0.0,0.0,0.0,3000000.0,-73.33,-2200000.0,,0.0,,0.0,mercado+progresion,0.0
Cote,2022-23,Sporting Gijón,David Gallego,32.0,Lateral,libre,libre,0.0,0.0,0.0,1500000.0,-86.67,-1300000.0,,0.0,,0.0,mercado+progresion,0.0
Cristo,2022-23,Sporting Gijón,David Gallego,24.0,Extremo,cesion,cesion,0.0,0.0,0.0,1500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Dani Queipo,2022-23,Sporting Gijón,David Gallego,20.0,Extremo,otro,sub23_wyscout,1731.0,3.0,0.91,50000.0,,,0.6411111111111111,,0.232,,desarrollo+rendimiento,50.47
Diego Sánchez,2022-23,Sporting Gijón,David Gallego,18.0,Lateral,otro,sub23_wyscout,1469.0,1.0,0.16,600000.0,,,0.544074074074074,,0.07999999999999999,,desarrollo+rendimiento,38.94
Enol Coto,2022-23,Sporting Gijón,David Gallego,21.0,Lateral,otro,otro,0.0,0.0,0.0,150000.0,-33.33,-50000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Giovanni Zarfino,2022-23,Sporting Gijón,David Gallego,30.0,Centrocampista,libre,libre,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Guillermo De Amores,2022-23,Sporting Gijón,David Gallego,28.0,Portero,cesion,cesion,0.0,0.0,0.0,600000.0,-16.67,-100000.0,,0.16665,,0.0,mercado+progresion,10.42
Ignacio Jeraldino,2022-23,Sporting Gijón,David Gallego,27.0,Delantero,cesion,cesion,0.0,0.0,0.0,700000.0,-42.86,-300000.0,,0.0357,,0.0,mercado+progresion,2.23
Jordán Carrillo,2022-23,Sporting Gijón,David Gallego,20.0,Extremo,cesion,cesion,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
José Marsà,2022-23,Sporting Gijón,David Gallego,20.0,Central,cesion,cesion,0.0,0.0,0.0,2000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Juan Otero,2022-23,Sporting Gijón,David Gallego,27.0,Delantero,cesion,cesion,0.0,0.0,0.0,3500000.0,-28.57,-1000000.0,,0.10715,,0.0,mercado+progresion,6.7
Nacho Martín,2022-23,Sporting Gijón,David Gallego,20.0,Centrocampista,otro,sub23_wyscout,750.0,0.0,0.1,700000.0,,,0.2777777777777778,,0.008,,desarrollo+rendimiento,18.79
Pablo Insua,2022-23,Sporting Gijón,David Gallego,28.0,Central,libre,libre,0.0,0.0,0.0,600000.0,66.67,400000.0,,0.58335,,0.75001,mercado+progresion,64.58
Pol Valentín,2022-23,Sporting Gijón,David Gallego,25.0,Lateral,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Uros Milovanović,2022-23,Sporting Gijón,David Gallego,21.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
Armando Shashoua,2022-23,UD Ibiza,Pep Lluís Martí,21.0,Extremo,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Darío Poveda,2022-23,UD Ibiza,Pep Lluís Martí,25.0,Delantero,cesion,cesion,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Miguel Azeez,2022-23,UD Ibiza,Pep Lluís Martí,19.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Zé Carlos,2022-23,UD Ibiza,Pep Lluís Martí,23.0,Lateral,cesion,cesion,0.0,0.0,0.0,1500000.0,-46.67,-700000.0,,0.01664999999999999,,0.0,mercado+progresion,1.04
Álvaro García,2022-23,UD Ibiza,Pep Lluís Martí,22.0,Central,cesion,cesion,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
