jugador,edad,valor_mercado,partidos,minutos,goles,xg,goles_por_90,xg_por_90,posicion_normalizada,tipo_operacion,origen_desarrollo,club,entrenador,ranking_destino_base,score_evidencia_base,nivel_evidencia,razones_base,minutos_sub23_destino,jugadores_sub23_destino,goles_sub23_destino,xg_sub23_destino,vencimiento_contrato,equipo_actual,club_pos_jugadores_sub23,club_pos_minutos_sub23,club_pos_goles_sub23,club_pos_xg_sub23,club_pos_pct_minutos,club_total_jugadores_sub23,club_total_minutos_sub23,club_total_goles_sub23,coach_total_jugadores_sub23,coach_total_minutos_sub23,minutos_sub23_delanteros,minutos_sub23_extremos,minutos_sub23_mediocentros,minutos_sub23_centrales,minutos_sub23_laterales,minutos_sub23_porteros,coach_pos_minutos_sub23,demand_total_altas,demand_cesiones,demand_traspasos,demand_sub23,demand_recent,demand_score,rf_revalorizacion_esperada,rf_prob_revalorizacion_positiva,prob_tipo_cesion,prob_tipo_libre,prob_tipo_otro,prob_tipo_traspaso,tipo_operacion_mas_parecida,rf_revalorizacion_score,score_destino_rf,ranking_destino_rf,razonamiento_rf
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Albacete Balompié,Rubén Albés,1,78.21,Alta,8898 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 3 goles Sub23; xG Sub23 5.15,8898.0,4,3.0,5.15,,Real Betis B,4.0,8898.0,3.0,5.15,59.42,11,14976.0,8.0,13.0,20519.0,0.0,1307.0,10561.0,2707.0,5944.0,0.0,5944.0,16.0,3.0,0.0,10.0,10.0,92.23,725513.8123019324,0.4851747961488726,0.18959426958955247,0.16734083887180248,0.5323237054865281,0.11074118605211712,otro,77.40045673585362,74.87,1,encaje historico 78.2/100; demanda club-posicion 92.2/100; revalorizacion esperada €726k; prob. revalorizacion positiva 49%; se parece a historicos de otro; entrenador: Rubén Albés
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,CD Mirandés,,11,36.64,Media,5648 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; xG Sub23 3.18,5648.0,3,0.0,3.18,,Real Betis B,3.0,5648.0,0.0,3.18,17.15,23,32942.0,28.0,0.0,0.0,,,,,,,0.0,22.0,18.0,1.0,19.0,8.0,96.78,942529.547973904,0.789723016200091,0.6074334272938088,0.09839163527849303,0.17107442241469045,0.12310051501300774,cesion,98.39375900837526,72.57,2,encaje historico 36.6/100; demanda club-posicion 96.8/100; revalorizacion esperada €943k; prob. revalorizacion positiva 79%; se parece a historicos de cesion
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Real Zaragoza,Víctor Fernández,6,51.66,Media,4384 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Víctor Fernández; entrenador con 941 min Sub23 en posicion; xG Sub23 1.27,4384.0,5,0.0,1.27,,Real Betis B,5.0,4384.0,0.0,1.27,39.35,14,11140.0,2.0,7.0,1262.0,57.0,0.0,264.0,0.0,941.0,0.0,941.0,15.0,4.0,1.0,8.0,7.0,88.28,730950.1367927068,0.5714996685404415,0.20433252886107672,0.1204333160739029,0.5811038152993133,0.09413033976570706,otro,77.92634672688563,66.65,3,encaje historico 51.7/100; demanda club-posicion 88.3/100; revalorizacion esperada €731k; prob. revalorizacion positiva 57%; se parece a historicos de otro; entrenador: Víctor Fernández
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Racing Santander,Íñigo Vélez,4,54.64,Alta,8891 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; entrenador con 238 min Sub23 en posicion; 4 goles Sub23; xG Sub23 5.95,8891.0,2,4.0,5.95,,Real Betis B,2.0,8891.0,4.0,5.95,27.55,19,32268.0,37.0,2.0,2445.0,0.0,0.0,2207.0,0.0,238.0,0.0,238.0,9.0,0.0,0.0,6.0,5.0,62.82,707578.5222500558,0.6240688185121063,0.1662425114770035,0.17842862895764655,0.5755363866821188,0.07979247288323128,otro,75.66546289202691,63.09,4,encaje historico 54.6/100; demanda club-posicion 62.8/100; revalorizacion esperada €708k; prob. revalorizacion positiva 62%; se parece a historicos de otro; entrenador: Íñigo Vélez
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Cádiz CF,Pako Ayestarán,3,60.85,Alta,5952 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5952 min Sub23 en posicion; 4 goles Sub23; xG Sub23 1.08,5952.0,5,4.0,1.08,,Real Betis B,5.0,5952.0,4.0,1.08,19.17,18,31056.0,29.0,18.0,31043.0,5058.0,6199.0,4557.0,5706.0,5952.0,3571.0,5952.0,8.0,1.0,1.0,7.0,8.0,72.09,589987.6504023449,0.48466245713376815,0.15559583657004267,0.10463956706103232,0.45532922382566415,0.28443537254326073,otro,64.29015543082153,61.48,5,encaje historico 60.9/100; demanda club-posicion 72.1/100; revalorizacion esperada €590k; prob. revalorizacion positiva 48%; se parece a historicos de otro; entrenador: Pako Ayestarán
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,SD Eibar,Gaizka Garitano,8,41.93,Media,4659 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; entrenador con 4659 min Sub23 en posicion; xG Sub23 0.92,4659.0,2,0.0,0.92,,Real Betis B,2.0,4659.0,0.0,0.92,33.6,8,13865.0,9.0,8.0,13865.0,0.0,0.0,9206.0,0.0,4659.0,0.0,4659.0,12.0,2.0,1.0,7.0,6.0,78.22,694960.1777371928,0.5970455939286239,0.17470571617029337,0.14237684844992335,0.5802061800403361,0.10271125533944704,otro,74.44481075951171,60.87,6,encaje historico 41.9/100; demanda club-posicion 78.2/100; revalorizacion esperada €695k; prob. revalorizacion positiva 60%; se parece a historicos de otro; entrenador: Gaizka Garitano
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Granada CF,Aitor Karanka,10,39.72,Alta,5806 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Aitor Karanka; entrenador con 203 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.65,5806.0,3,3.0,1.65,,Real Betis B,3.0,5806.0,3.0,1.65,21.34,14,27211.0,44.0,1.0,203.0,0.0,0.0,0.0,0.0,203.0,0.0,203.0,10.0,2.0,0.0,7.0,8.0,80.63,629588.6715417347,0.6893615328270065,0.19560059420593637,0.17676302690858361,0.5703234667569874,0.05731291212849301,otro,68.12101223254378,60.85,7,encaje historico 39.7/100; demanda club-posicion 80.6/100; revalorizacion esperada €630k; prob. revalorizacion positiva 69%; se parece a historicos de otro; entrenador: Aitor Karanka
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,UD Almería,Rubén Albés,9,41.4,Media,4065 min Sub23 en Lateral; 1 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 2 goles Sub23; xG Sub23 1.30,4065.0,1,2.0,1.3,,Real Betis B,1.0,4065.0,2.0,1.3,29.79,6,13647.0,22.0,13.0,20519.0,0.0,1307.0,10561.0,2707.0,5944.0,0.0,5944.0,9.0,0.0,4.0,6.0,6.0,63.42,583313.8258981351,0.5777415366153191,0.08085450671013719,0.08519699229149691,0.4485988150474352,0.3853496859509308,otro,63.64455425035038,54.64,8,encaje historico 41.4/100; demanda club-posicion 63.4/100; revalorizacion esperada €583k; prob. revalorizacion positiva 58%; se parece a historicos de otro; entrenador: Rubén Albés
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Girona FC,Michel,2,62.24,Alta,7835 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Michel; entrenador con 3810 min Sub23 en posicion; 5 goles Sub23; xG Sub23 6.14,7835.0,2,5.0,6.14,,Real Betis B,2.0,7835.0,5.0,6.14,38.78,8,20203.0,15.0,5.0,10571.0,0.0,0.0,1380.0,5381.0,3810.0,0.0,3810.0,3.0,0.0,0.0,2.0,1.0,30.46,643090.572301936,0.3913110238109183,0.1911519787562672,0.16780696169515008,0.5607584213601694,0.08028263818841337,otro,69.42713633932718,53.06,9,encaje historico 62.2/100; demanda club-posicion 30.5/100; revalorizacion esperada €643k; prob. revalorizacion positiva 39%; se parece a historicos de otro; entrenador: Michel
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,Sporting Gijón,David Gallego,7,43.53,Alta,5830 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: David Gallego; entrenador con 2510 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.58,5830.0,3,1.0,1.58,,Real Betis B,3.0,5830.0,1.0,1.58,19.73,17,29556.0,30.0,7.0,12364.0,796.0,5714.0,1834.0,1510.0,2510.0,0.0,2510.0,10.0,1.0,0.0,6.0,4.0,66.86,523384.4048806263,0.45865934830137806,0.16459069874840007,0.14263043547648618,0.6290646842463627,0.06371418152875154,otro,57.847202982055855,52.24,10,encaje historico 43.5/100; demanda club-posicion 66.9/100; revalorizacion esperada €523k; prob. revalorizacion positiva 46%; se parece a historicos de otro; entrenador: David Gallego
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,CD Castellón,,12,34.13,Media,3397 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 3.42,3397.0,3,1.0,3.42,,Real Betis B,3.0,3397.0,1.0,3.42,52.03,6,6529.0,3.0,0.0,0.0,,,,,,,0.0,5.0,0.0,2.0,3.0,5.0,47.89,607716.8223712578,0.5319472347293343,0.12912637209145975,0.133270407876642,0.4996620604684495,0.2379411595634486,otro,66.00521017112614,48.66,11,encaje historico 34.1/100; demanda club-posicion 47.9/100; revalorizacion esperada €608k; prob. revalorizacion positiva 53%; se parece a historicos de otro
C. De Roa García,18.0,0.0,4.0,117.0,0.0,0.0,0.0,0.0,Lateral,cesion,Betis Deportivo,RCD Espanyol Barcelona,Luis García Plaza,5,53.95,Media,5656 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Luis García Plaza; entrenador con 5656 min Sub23 en posicion; xG Sub23 0.99,5656.0,3,0.0,0.99,,Real Betis B,3.0,5656.0,0.0,0.99,50.41,7,11220.0,5.0,7.0,11214.0,0.0,2340.0,3218.0,0.0,5656.0,0.0,5656.0,2.0,1.0,0.0,2.0,0.0,27.5,555456.5339739695,0.3791598615816722,0.21847988362977397,0.1462769409916517,0.5489035378357086,0.08633963754286587,otro,60.949742521389595,47.2,12,encaje historico 54.0/100; demanda club-posicion 27.5/100; revalorizacion esperada €555k; prob. revalorizacion positiva 38%; se parece a historicos de otro; entrenador: Luis García Plaza
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,CD Mirandés,Míchel Alonso,10,28.38,Media,3362 min Sub23 en Delantero; 5 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1106 min Sub23 en posicion; 10 goles Sub23; xG Sub23 10.73,3362.0,5,10.0,10.73,2026-06-30,Real Betis B,5.0,3362.0,10.0,10.73,10.21,23,32942.0,28.0,8.0,7335.0,1106.0,14.0,4573.0,1642.0,0.0,0.0,1106.0,24.0,19.0,0.0,16.0,13.0,97.95,1436826.2299786322,0.7668193192687102,0.6311464978897634,0.16375660331881303,0.0861780722210101,0.11891882657041326,cesion,100.0,69.86,1,encaje historico 28.4/100; demanda club-posicion 98.0/100; revalorizacion esperada €1.4M; prob. revalorizacion positiva 77%; se parece a historicos de cesion; entrenador: Míchel Alonso
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Racing Santander,,9,30.73,Media,3037 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 15 goles Sub23; xG Sub23 13.06,3037.0,3,15.0,13.06,2026-06-30,Real Betis B,3.0,3037.0,15.0,13.06,9.41,19,32268.0,37.0,0.0,0.0,,,,,,,0.0,15.0,7.0,2.0,8.0,7.0,90.55,1001012.0595600867,0.3093918547012932,0.31125964107552173,0.16307138569326743,0.19639909703827813,0.3292698761929332,traspaso,100.0,60.05,2,encaje historico 30.7/100; demanda club-posicion 90.5/100; revalorizacion esperada €1.0M; prob. revalorizacion positiva 31%; se parece a historicos de traspaso
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Real Valladolid CF,Diego Cocca,5,36.27,Media,2905 min Sub23 en Delantero; 7 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2890 min Sub23 en posicion; 9 goles Sub23; xG Sub23 9.19,2905.0,7,9.0,9.19,2026-06-30,Real Betis B,7.0,2905.0,9.0,9.19,13.16,20,22067.0,18.0,17.0,17745.0,2890.0,2705.0,3181.0,4971.0,2838.0,1160.0,2890.0,14.0,1.0,2.0,8.0,8.0,79.19,504012.0841877036,0.4488232902939793,0.17677679967631005,0.21144747192256796,0.16436505375076116,0.4474106746503608,traspaso,55.973196091415076,51.5,3,encaje historico 36.3/100; demanda club-posicion 79.2/100; revalorizacion esperada €504k; prob. revalorizacion positiva 45%; se parece a historicos de traspaso; entrenador: Diego Cocca
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Málaga CF,,1,65.05,Alta,10966 min Sub23 en Delantero; 6 jugadores Sub23 usados; entrenador principal: nan; 47 goles Sub23; xG Sub23 40.65,10966.0,6,47.0,40.65,2026-06-30,Real Betis B,6.0,10966.0,47.0,40.65,47.97,11,22860.0,61.0,0.0,0.0,,,,,,,0.0,17.0,4.0,1.0,10.0,10.0,94.39,115431.1233752289,0.2376529508891889,0.21796673898894273,0.19889023203038506,0.16769678034997068,0.4154462486307016,traspaso,18.38330638860696,50.99,4,encaje historico 65.0/100; demanda club-posicion 94.4/100; revalorizacion esperada €115k; prob. revalorizacion positiva 24%; se parece a historicos de traspaso
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Levante UD,Julián Calero,11,26.53,Baja,1744 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 8 goles Sub23; xG Sub23 10.74,1744.0,2,8.0,10.74,2026-06-30,Real Betis B,2.0,1744.0,8.0,10.74,12.76,7,13663.0,20.0,9.0,19860.0,4592.0,5701.0,3552.0,0.0,0.0,6015.0,4592.0,8.0,2.0,3.0,5.0,3.0,62.77,423673.5419438231,0.6310833744654424,0.16600392691996216,0.2415110848200906,0.1808446144309415,0.41164037382900565,traspaso,48.20154167088561,46.51,5,encaje historico 26.5/100; demanda club-posicion 62.8/100; revalorizacion esperada €424k; prob. revalorizacion positiva 63%; se parece a historicos de traspaso; entrenador: Julián Calero
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Burgos CF,Julián Calero,7,32.92,Media,3451 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 10 goles Sub23; xG Sub23 9.83,3451.0,2,10.0,9.83,2026-06-30,Real Betis B,2.0,3451.0,10.0,9.83,18.23,10,18932.0,28.0,9.0,19860.0,4592.0,5701.0,3552.0,0.0,0.0,6015.0,4592.0,9.0,3.0,2.0,4.0,3.0,67.28,344475.2654369284,0.5508319390799158,0.18340536039089017,0.2521145665266955,0.17175079307001945,0.3927292800123948,traspaso,40.540192354331296,46.13,6,encaje historico 32.9/100; demanda club-posicion 67.3/100; revalorizacion esperada €344k; prob. revalorizacion positiva 55%; se parece a historicos de traspaso; entrenador: Julián Calero
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,CD Leganés,Borja Jiménez,3,45.72,Media,5456 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5456 min Sub23 en posicion; 25 goles Sub23; xG Sub23 25.33,5456.0,2,25.0,25.33,2026-06-30,Real Betis B,2.0,5456.0,25.0,25.33,21.84,10,24980.0,35.0,6.0,12857.0,5456.0,2160.0,0.0,5204.0,37.0,0.0,5456.0,12.0,7.0,0.0,4.0,2.0,71.6,404383.75793147477,0.18301398946764777,0.27511189770862743,0.2969993229072246,0.23415563345641768,0.19373314592773047,libre,46.33551907446434,45.57,7,encaje historico 45.7/100; demanda club-posicion 71.6/100; revalorizacion esperada €404k; prob. revalorizacion positiva 18%; se parece a historicos de libre; entrenador: Borja Jiménez
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,AD Ceuta FC,,8,32.59,Media,3297 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: nan; 13 goles Sub23; xG Sub23 11.39,3297.0,2,13.0,11.39,2026-06-30,Real Betis B,2.0,3297.0,13.0,11.39,100.0,2,3297.0,13.0,0.0,0.0,,,,,,,0.0,6.0,2.0,0.0,2.0,6.0,61.5,437081.08831571747,0.41108871342931697,0.27532460551227994,0.336949873910347,0.22369781277150488,0.1640277078058684,libre,49.498538281967676,44.3,8,encaje historico 32.6/100; demanda club-posicion 61.5/100; revalorizacion esperada €437k; prob. revalorizacion positiva 41%; se parece a historicos de libre
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Granada CF,Fran Escribá,2,53.99,Alta,9496 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 2150 min Sub23 en posicion; 26 goles Sub23; xG Sub23 27.50,9496.0,3,26.0,27.5,2026-06-30,Real Betis B,3.0,9496.0,26.0,27.5,34.9,14,27211.0,44.0,5.0,8192.0,2150.0,1892.0,0.0,4150.0,0.0,0.0,2150.0,11.0,6.0,2.0,6.0,8.0,87.44,50955.49679187042,0.24345535057860174,0.22895918612944283,0.20105946171623307,0.16435128122802442,0.40563007092629977,traspaso,12.146171952785986,44.29,9,encaje historico 54.0/100; demanda club-posicion 87.4/100; revalorizacion esperada €51k; prob. revalorizacion positiva 24%; se parece a historicos de traspaso; entrenador: Fran Escribá
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Cádiz CF,Pako Ayestarán,4,41.54,Alta,5071 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5058 min Sub23 en posicion; 8 goles Sub23; xG Sub23 14.52,5071.0,3,8.0,14.52,2026-06-30,Real Betis B,3.0,5071.0,8.0,14.52,16.33,18,31056.0,29.0,18.0,31043.0,5058.0,6199.0,4557.0,5706.0,5952.0,3571.0,5058.0,6.0,2.0,0.0,4.0,6.0,63.06,198984.4936799043,0.32821575776460526,0.2136777601760022,0.2539518652443341,0.24362917585119256,0.2887411987284714,traspaso,26.465951424749978,40.33,10,encaje historico 41.5/100; demanda club-posicion 63.1/100; revalorizacion esperada €199k; prob. revalorizacion positiva 33%; se parece a historicos de traspaso; entrenador: Pako Ayestarán
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Deportivo de La Coruña,Óscar Gilsanz,12,26.22,Media,3258 min Sub23 en Delantero; 1 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 3258 min Sub23 en posicion; 11 goles Sub23; xG Sub23 13.44,3258.0,1,11.0,13.44,2026-06-30,Real Betis B,1.0,3258.0,11.0,13.44,12.87,7,25320.0,47.0,7.0,21893.0,3258.0,6125.0,6583.0,5927.0,0.0,0.0,3258.0,6.0,2.0,2.0,2.0,6.0,55.38,286504.0570041332,0.35434706066083926,0.18751588564446312,0.19462823084667313,0.18631895754304842,0.4315369259658153,traspaso,34.93227135282114,36.07,11,encaje historico 26.2/100; demanda club-posicion 55.4/100; revalorizacion esperada €287k; prob. revalorizacion positiva 35%; se parece a historicos de traspaso; entrenador: Óscar Gilsanz
Carlos Reina,21.0,0.0,25.0,1653.0,6.0,5.51,0.33,0.3,Delantero,cesion,Betis Deportivo,Real Sociedad B,,6,34.44,Alta,5574 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 26 goles Sub23; xG Sub23 23.86,5574.0,3,26.0,23.86,2026-06-30,Real Betis B,3.0,5574.0,26.0,23.86,30.2,10,18458.0,34.0,0.0,0.0,,,,,,,0.0,2.0,0.0,0.0,2.0,1.0,27.21,175698.78638826165,0.2574625824238526,0.2511958573797279,0.29344156973041596,0.22898167292175134,0.2263808999681051,libre,24.21337794066943,28.7,12,encaje historico 34.4/100; demanda club-posicion 27.2/100; revalorizacion esperada €176k; prob. revalorizacion positiva 26%; se parece a historicos de libre
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,Albacete Balompié,Rubén Albés,1,78.21,Alta,8898 min Sub23 en Lateral; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 5944 min Sub23 en posicion; 3 goles Sub23; xG Sub23 5.15,8898.0,4,3.0,5.15,2027-06-30,Real Betis B,4.0,8898.0,3.0,5.15,59.42,11,14976.0,8.0,13.0,20519.0,0.0,1307.0,10561.0,2707.0,5944.0,0.0,5944.0,16.0,3.0,0.0,10.0,10.0,92.23,215468.78690115604,0.4801164860366801,0.19997926833940974,0.3732245996186293,0.2418650927690084,0.18493103927295249,libre,28.06058118406707,62.44,1,encaje historico 78.2/100; demanda club-posicion 92.2/100; revalorizacion esperada €215k; prob. revalorizacion positiva 48%; se parece a historicos de libre; entrenador: Rubén Albés
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,CD Mirandés,,11,36.64,Media,5648 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: nan; xG Sub23 3.18,5648.0,3,0.0,3.18,2027-06-30,Real Betis B,3.0,5648.0,0.0,3.18,17.15,23,32942.0,28.0,0.0,0.0,,,,,,,0.0,22.0,18.0,1.0,19.0,8.0,96.78,499313.4425430635,0.7791199373532217,0.5839894656453418,0.1550298133403208,0.08055694053280095,0.18042378048153632,cesion,55.518666819559485,61.64,2,encaje historico 36.6/100; demanda club-posicion 96.8/100; revalorizacion esperada €499k; prob. revalorizacion positiva 78%; se parece a historicos de cesion
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,Real Zaragoza,Víctor Fernández,6,51.66,Media,4384 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Víctor Fernández; entrenador con 941 min Sub23 en posicion; xG Sub23 1.27,4384.0,5,0.0,1.27,2027-06-30,Real Betis B,5.0,4384.0,0.0,1.27,39.35,14,11140.0,2.0,7.0,1262.0,57.0,0.0,264.0,0.0,941.0,0.0,941.0,15.0,4.0,1.0,8.0,7.0,88.28,219513.9238831227,0.5567893518744974,0.20353738950248235,0.33024550835023586,0.25978667137316314,0.20643043077411888,libre,28.451892823903833,53.99,3,encaje historico 51.7/100; demanda club-posicion 88.3/100; revalorizacion esperada €220k; prob. revalorizacion positiva 56%; se parece a historicos de libre; entrenador: Víctor Fernández
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,Racing Santander,Íñigo Vélez,4,54.64,Alta,8891 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; entrenador con 238 min Sub23 en posicion; 4 goles Sub23; xG Sub23 5.95,8891.0,2,4.0,5.95,2027-06-30,Real Betis B,2.0,8891.0,4.0,5.95,27.55,19,32268.0,37.0,2.0,2445.0,0.0,0.0,2207.0,0.0,238.0,0.0,238.0,9.0,0.0,0.0,6.0,5.0,62.82,194421.3933546793,0.6152718783232871,0.22082506168414223,0.33423449712715697,0.27740469729930906,0.16753574388939177,libre,26.024533920481584,50.5,4,encaje historico 54.6/100; demanda club-posicion 62.8/100; revalorizacion esperada €194k; prob. revalorizacion positiva 62%; se parece a historicos de libre; entrenador: Íñigo Vélez
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,Granada CF,Aitor Karanka,10,39.72,Alta,5806 min Sub23 en Lateral; 3 jugadores Sub23 usados; entrenador principal: Aitor Karanka; entrenador con 203 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.65,5806.0,3,3.0,1.65,2027-06-30,Real Betis B,3.0,5806.0,3.0,1.65,21.34,14,27211.0,44.0,1.0,203.0,0.0,0.0,0.0,0.0,203.0,0.0,203.0,10.0,2.0,0.0,7.0,8.0,80.63,179194.7880519494,0.677100285177571,0.23780927916016603,0.3616566100519849,0.2336780064158644,0.1668561043719844,libre,24.55156825412196,49.71,5,encaje historico 39.7/100; demanda club-posicion 80.6/100; revalorizacion esperada €179k; prob. revalorizacion positiva 68%; se parece a historicos de libre; entrenador: Aitor Karanka
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,Cádiz CF,Pako Ayestarán,3,60.85,Alta,5952 min Sub23 en Lateral; 5 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5952 min Sub23 en posicion; 4 goles Sub23; xG Sub23 1.08,5952.0,5,4.0,1.08,2027-06-30,Real Betis B,5.0,5952.0,4.0,1.08,19.17,18,31056.0,29.0,18.0,31043.0,5058.0,6199.0,4557.0,5706.0,5952.0,3571.0,5952.0,8.0,1.0,1.0,7.0,8.0,72.09,101213.40241201645,0.4798518384694652,0.13667616673398028,0.18570440615050013,0.18831068439425788,0.4893087427212617,traspaso,17.00793647414948,49.56,6,encaje historico 60.9/100; demanda club-posicion 72.1/100; revalorizacion esperada €101k; prob. revalorizacion positiva 48%; se parece a historicos de traspaso; entrenador: Pako Ayestarán
D. Bladi,21.0,0.0,30.0,2313.0,1.0,0.78,0.04,0.03,Lateral,cesion,Betis Deportivo,SD Eibar,Gaizka Garitano,8,41.93,Media,4659 min Sub23 en Lateral; 2 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; entrenador con 4659 min Sub23 en posicion; xG Sub23 0.92,4659.0,2,0.0,0.92,2027-06-30,Real Betis B,2.0,4659.0,0.0,0.92,33.6,8,13865.0,9.0,8.0,13865.0,0.0,0.0,9206.0,0.0,4659.0,0.0,4659.0,12.0,2.0,1.0,7.0,6.0,78.22,183873.0439788759,0.5900997672765043,0.16766166277532588,0.3541179008943175,0.25460889429755396,0.22361154203280267,libre,25.004125486794877,48.37,7,encaje historico 41.9/100; demanda club-posicion 78.2/100; revalorizacion esperada €184k; prob. revalorizacion positiva 59%; se parece a historicos de libre; entrenador: Gaizka Garitano
