jugador,club,posicion,nacionalidad,edad_llegada,temporada_llegada,temporada_salida,vm_llegada,vm_salida,revalorizacion_abs,revalorizacion_pct,importe_compra,importe_venta
Jetro Willems,CD Castellón,Centre-Back,Netherlands,30,2024-25,2025-26,400000.0,300000.0,-100000.0,-25.0,,
Jhegson Méndez,Elche CF,Defensive Midfield,Ecuador,26,2023-24,2024-25,2000000.0,1500000.0,-500000.0,-25.0,,
Jimmy Giraudon,CD Leganés,Centre-Back,France,30,2021-22,2022-23,1500000.0,1500000.0,0.0,0.0,,
Joan Femenías,Levante UD,Goalkeeper,Spain,25,2022-23,2024-25,800000.0,600000.0,-200000.0,-25.0,,
Joan Femenías,Real Zaragoza,Goalkeeper,Spain,27,2024-25,2025-26,600000.0,500000.0,-100000.0,-16.67,,
Joaquín Muñoz,Málaga CF,Left Winger,Spain,26,2025-26,2021-22,1000000.0,600000.0,-400000.0,-40.0,,
Joaquín Muñoz,SD Huesca,Left Winger,Spain,22,2021-22,2025-26,600000.0,1000000.0,400000.0,66.67,,
Joaquín Panichelli,CD Mirandés,Centre-Forward,Argentina,21,2024-25,2025-26,300000.0,7000000.0,6700000.0,2233.33,,
Joaquín Zeballos,Girona FC,Centre-Forward,Uruguay,24,2021-22,2021-22,300000.0,300000.0,0.0,0.0,,
Joel Roca,CD Mirandés,Left Winger,Spain,19,2024-25,2025-26,,1000000.0,,,,
Joel del Pino,UD Las Palmas,Left Winger,Spain,24,2022-23,2022-23,150000.0,200000.0,50000.0,33.33,,
Jofre Carreras,CD Mirandés,Right Winger,Spain,21,2022-23,2023-24,100000.0,200000.0,100000.0,100.0,,
Johan Mojica,Girona FC,Left-Back,Colombia,28,2021-22,2021-22,2000000.0,2000000.0,0.0,0.0,,1200000.0
John Victor,Real Valladolid CF,Goalkeeper,Brazil,27,2023-24,2023-24,1000000.0,800000.0,-200000.0,-20.0,,
Jon Ander Garrido,CD Mirandés,Defensive Midfield,Spain,32,2021-22,2022-23,400000.0,400000.0,0.0,0.0,,
Jon Bautista,CD Leganés,Centre-Forward,Spain,26,2021-22,2022-23,1200000.0,1000000.0,-200000.0,-16.67,,
Jon García,Albacete Balompié,Centre-Back,Spain,33,2024-25,2025-26,200000.0,100000.0,-100000.0,-50.0,,
Jon Gorrotxategi,CD Mirandés,Defensive Midfield,Spain,22,2024-25,2025-26,500000.0,3000000.0,2500000.0,500.0,,
Jon Karrikaburu,CD Leganés,Centre-Forward,Spain,20,2022-23,2023-24,5000000.0,5000000.0,0.0,0.0,,
Jon Karrikaburu,Racing Santander,Centre-Forward,Spain,21,2024-25,2025-26,2500000.0,2500000.0,0.0,0.0,,
Jon Magunazelaia,Córdoba CF,Attacking Midfield,Spain,23,2024-25,2025-26,1000000.0,600000.0,-400000.0,-40.0,,
Jon Morcillo,Albacete Balompié,Left Winger,Spain,25,2024-25,2025-26,1000000.0,2000000.0,1000000.0,100.0,,500000.0
Jonathan Dubasin,Albacete Balompié,Right Winger,Spain,22,2022-23,2023-24,500000.0,1500000.0,1000000.0,200.0,750000.0,3000000.0
Jonathan Dubasin,Girona FC,Right Winger,Spain,21,2021-22,2021-22,100000.0,100000.0,0.0,0.0,,
Jonathan Dubasin,Real Oviedo,Right Winger,Spain,23,2023-24,2024-25,1500000.0,1500000.0,0.0,0.0,,
Jonathan Dubasin,Sporting Gijón,Right Winger,Spain,24,2024-25,2025-26,1500000.0,2500000.0,1000000.0,66.67,,
Jonathan Gómez,CD Mirandés,Left-Back,United States,19,2023-24,2024-25,500000.0,1200000.0,700000.0,140.0,,
Jonathan Silva,Albacete Balompié,Left-Back,Argentina,29,2023-24,2024-25,800000.0,700000.0,-100000.0,-12.5,,
Jonathan Varane,Sporting Gijón,Defensive Midfield,Martinique,21,2023-24,2024-25,500000.0,600000.0,100000.0,20.0,,1530000.0
Jonathan Vieira,UD Almería,Left-Back,Brazil,23,2021-22,2021-22,500000.0,500000.0,0.0,0.0,,
Joni Montiel,Burgos CF,Attacking Midfield,Spain,25,2023-24,2024-25,2000000.0,1200000.0,-800000.0,-40.0,,
Joni Montiel,Levante UD,Attacking Midfield,Spain,23,2022-23,2023-24,300000.0,2000000.0,1700000.0,566.67,,
Joni Montiel,Real Oviedo,Attacking Midfield,Spain,22,2021-22,2022-23,300000.0,300000.0,0.0,0.0,,
Joni Montiel,Real Valladolid CF,Attacking Midfield,Spain,24,2023-24,2023-24,2000000.0,2000000.0,0.0,0.0,,
Jonny Arriba,Villarreal CF B,Right Winger,Spain,20,2022-23,2023-24,,400000.0,,,,
Jony,FC Cartagena,Left Winger,Spain,32,2023-24,2023-24,500000.0,200000.0,-300000.0,-60.0,,
Jony,Sporting Gijón,Left Winger,Spain,30,2021-22,2023-24,1000000.0,500000.0,-500000.0,-50.0,,
Jony Álamo,FC Cartagena,Central Midfield,Spain,21,2023-24,2024-25,,300000.0,,,,
Jonás Ramalho,Girona FC,Centre-Back,Angola,28,2021-22,2021-22,1000000.0,1000000.0,0.0,0.0,,700000.0
Jordan Lukaku,SD Ponferradina,Left-Back,Belgium,28,2022-23,2022-23,700000.0,500000.0,-200000.0,-28.57,,
Jordi Calavera,Sporting Gijón,Right Midfield,Spain,26,2021-22,2022-23,600000.0,500000.0,-100000.0,-16.67,,
Jordi Mboula,Cultural Leonesa,Right Winger,Spain,26,2025-26,2025-26,500000.0,500000.0,0.0,0.0,,100000.0
Jordi Mboula,Racing Santander,Right Winger,Spain,23,2022-23,2024-25,1500000.0,1200000.0,-300000.0,-20.0,,
Jordy Caicedo,Sporting Gijón,Centre-Forward,Ecuador,26,2024-25,2025-26,3000000.0,800000.0,-2200000.0,-73.33,,
Jordán Carrillo,Sporting Gijón,Left Winger,Mexico,20,2022-23,2023-24,700000.0,500000.0,-200000.0,-28.57,,
Jorge Aguirre,CD Mirandés,Centre-Forward,Cuba,22,2021-22,2022-23,500000.0,500000.0,0.0,0.0,,
Jorge Delgado,Real Valladolid CF,Centre-Forward,Spain,22,2025-26,2025-26,300000.0,300000.0,0.0,0.0,,
Jorge Martínez,Real Sociedad B,Centre-Forward,Spain,22,2021-22,2021-22,100000.0,100000.0,0.0,0.0,,
Jorge Mier,Real Oviedo,Right-Back,Spain,22,2021-22,2022-23,100000.0,100000.0,0.0,0.0,,
Jorge Padilla,CD Tenerife,Centre-Forward,Spain,21,2022-23,2024-25,300000.0,150000.0,-150000.0,-50.0,,
Jorge Pascual,SD Eibar,Centre-Forward,Spain,21,2024-25,2025-26,1000000.0,1200000.0,200000.0,20.0,,
Jorge Pombo,Racing Santander,Attacking Midfield,Spain,28,2022-23,2023-24,500000.0,400000.0,-100000.0,-20.0,,
Jorge Pombo,Real Oviedo,Attacking Midfield,Spain,27,2021-22,2022-23,1000000.0,500000.0,-500000.0,-50.0,,
Jorge Sáenz,CD Leganés,Centre-Back,Spain,25,2022-23,2023-24,700000.0,1000000.0,300000.0,42.86,,
Jorge Sáenz,CD Mirandés,Centre-Back,Spain,25,2021-22,2022-23,700000.0,700000.0,0.0,0.0,,
Jorge Yriarte,SD Amorebieta,Defensive Midfield,Venezuela,23,2023-24,2023-24,300000.0,250000.0,-50000.0,-16.67,,
Jorge Yriarte,SD Eibar,Defensive Midfield,Venezuela,22,2022-23,2025-26,,300000.0,,,,
Joseba Orbegozo,SD Amorebieta,Left-Back,Spain,23,2021-22,2021-22,,,,,,
Joselu Moreno,CD Lugo,Centre-Forward,Spain,30,2021-22,2022-23,200000.0,200000.0,0.0,0.0,,
Joselu Moreno,CD Tenerife,Centre-Forward,Spain,31,2022-23,2022-23,200000.0,200000.0,0.0,0.0,,
Josema,CD Leganés,Centre-Back,Spain,26,2022-23,2023-24,800000.0,600000.0,-200000.0,-25.0,,
Josep Gayá,CD Tenerife,Centre-Back,Spain,24,2024-25,2024-25,300000.0,300000.0,0.0,0.0,,
Josua Mejías,CD Leganés,Centre-Back,Venezuela,23,2021-22,2022-23,500000.0,350000.0,-150000.0,-30.0,,
José Antonio Caro,Burgos CF,Goalkeeper,Spain,27,2021-22,2024-25,500000.0,1500000.0,1000000.0,200.0,,
José Antonio Caro,Cádiz CF,Goalkeeper,Spain,30,2024-25,2025-26,1500000.0,600000.0,-900000.0,-60.0,,
José Antonio Caro,Real Valladolid CF,Goalkeeper,Spain,27,2021-22,2021-22,500000.0,500000.0,0.0,0.0,,
José Aurelio Suárez,AD Alcorcón,Goalkeeper,Spain,25,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
José Callejón,Granada CF,Right Winger,Spain,35,2022-23,2024-25,1000000.0,800000.0,-200000.0,-20.0,,
José Copete,SD Ponferradina,Centre-Back,Spain,21,2021-22,2022-23,250000.0,800000.0,550000.0,220.0,,
José Fontán,FC Cartagena,Centre-Back,Spain,23,2023-24,2024-25,900000.0,1000000.0,100000.0,11.11,,
José Luis Morales,Levante UD,Centre-Forward,Spain,36,2024-25,2022-23,1500000.0,4000000.0,2500000.0,166.67,,
José Luis Rodríguez,Deportivo Alavés,Left Winger,Panama,24,2022-23,2022-23,800000.0,800000.0,0.0,0.0,,500000.0
José Luis Rodríguez,Sporting Gijón,Left Winger,Panama,23,2021-22,2022-23,500000.0,800000.0,300000.0,60.0,,
José Marsà,Sporting Gijón,Centre-Back,Spain,20,2022-23,2023-24,2000000.0,2000000.0,0.0,0.0,,
José Matos,Burgos CF,Left-Back,Spain,26,2021-22,2024-25,700000.0,1200000.0,500000.0,71.43,,
José Matos,Cádiz CF,Left-Back,Spain,29,2024-25,2025-26,1200000.0,1000000.0,-200000.0,-16.67,,
José Naranjo,CD Tenerife,Left Winger,Spain,26,2021-22,2021-22,700000.0,700000.0,0.0,0.0,,
José Ríos Reina,FC Cartagena,Left-Back,Spain,34,2024-25,2024-25,200000.0,200000.0,0.0,0.0,,
José Ríos Reina,SD Eibar,Left-Back,Spain,32,2022-23,2024-25,300000.0,200000.0,-100000.0,-33.33,,
José Salinas,CD Mirandés,Left-Back,Spain,21,2022-23,2023-24,500000.0,1000000.0,500000.0,100.0,,
José Ángel Carrillo,SD Huesca,Centre-Forward,Spain,28,2022-23,2023-24,500000.0,500000.0,0.0,0.0,,
José Ángel Jurado,CD Tenerife,Central Midfield,Spain,30,2022-23,2023-24,300000.0,300000.0,0.0,0.0,,
Jovanny Bolívar,Albacete Balompié,Centre-Forward,Venezuela,21,2022-23,2025-26,700000.0,600000.0,-100000.0,-14.29,,
Jovanny Bolívar,SD Huesca,Centre-Forward,Venezuela,21,2023-24,2024-25,500000.0,300000.0,-200000.0,-40.0,,
Jozabed Sánchez,Málaga CF,Central Midfield,Spain,30,2021-22,2021-22,700000.0,700000.0,0.0,0.0,,
Juan Antonio Ros,Albacete Balompié,Centre-Back,Spain,26,2022-23,2024-25,300000.0,300000.0,0.0,0.0,,
Juan Antonio Ros,CD Lugo,Centre-Back,Spain,25,2021-22,2022-23,200000.0,300000.0,100000.0,50.0,,
Juan Artola,Burgos CF,Second Striker,Spain,22,2022-23,2023-24,700000.0,700000.0,0.0,0.0,,
Juan Berrocal,SD Eibar,Centre-Back,Spain,23,2022-23,2024-25,1000000.0,1000000.0,0.0,0.0,,2200000.0
Juan Berrocal,Sporting Gijón,Centre-Back,Spain,22,2021-22,2022-23,1500000.0,1000000.0,-500000.0,-33.33,,
Juan Camilo Becerra,SD Ponferradina,Centre-Forward,Colombia,23,2021-22,2021-22,350000.0,300000.0,-50000.0,-14.29,,
Juan Carlos Arana,Racing Santander,Centre-Forward,Spain,23,2023-24,2024-25,500000.0,2000000.0,1500000.0,300.0,,
Juan Carlos Arana,SD Eibar,Centre-Forward,Spain,22,2022-23,2024-25,600000.0,2000000.0,1400000.0,233.33,900000.0,1500000.0
Juan Carlos Gauto,Deportivo de La Coruña,Right Winger,Argentina,20,2024-25,2025-26,2500000.0,1200000.0,-1300000.0,-52.0,,
Juan Carlos Real,FC Cartagena,Attacking Midfield,Spain,32,2023-24,2024-25,1000000.0,600000.0,-400000.0,-40.0,,
Juan Escobar,CD Castellón,Centre-Back,Paraguay,29,2024-25,2025-26,3000000.0,800000.0,-2200000.0,-73.33,,
Juan Gutiérrez,Racing Santander,Centre-Back,Spain,22,2022-23,2024-25,150000.0,200000.0,50000.0,33.33,,
Juan Hernández,AD Alcorcón,Left Winger,Spain,26,2021-22,2021-22,400000.0,400000.0,0.0,0.0,,
Juan Hernández,Burgos CF,Left Winger,Spain,27,2022-23,2023-24,400000.0,400000.0,0.0,0.0,,
Juan Hernández,Málaga CF,Left Winger,Spain,30,2025-26,2025-26,150000.0,150000.0,0.0,0.0,,
Juan Hernández,SD Ponferradina,Left Winger,Spain,27,2021-22,2022-23,400000.0,400000.0,0.0,0.0,,
Juan Ibiza,UD Almería,Centre-Back,Spain,25,2021-22,2021-22,500000.0,500000.0,0.0,0.0,,
Juan Larios,Cultural Leonesa,Left-Back,Spain,21,2025-26,2025-26,3500000.0,2000000.0,-1500000.0,-42.86,,
Juan María Alcedo,Albacete Balompié,Left-Back,Spain,21,2022-23,2025-26,200000.0,500000.0,300000.0,150.0,,
Juan María Alcedo,CD Mirandés,Left-Back,Spain,22,2023-24,2024-25,300000.0,400000.0,100000.0,33.33,,
Juan Otero,Sporting Gijón,Centre-Forward,Colombia,27,2022-23,2024-25,3500000.0,2500000.0,-1000000.0,-28.57,,
Juan Peñaloza,SD Huesca,Right Winger,Colombia,21,2021-22,2022-23,100000.0,250000.0,150000.0,150.0,,
Juan Sebastián,Real Zaragoza,Right-Back,Spain,22,2024-25,2024-25,200000.0,200000.0,0.0,0.0,,
Juan Soriano,CD Tenerife,Goalkeeper,Spain,23,2021-22,2024-25,1000000.0,1500000.0,500000.0,50.0,,
Juan Villar,SD Huesca,Right Winger,Spain,34,2022-23,2023-24,300000.0,200000.0,-100000.0,-33.33,,
Juanfran Moreno,Málaga CF,Right-Back,Spain,33,2022-23,2022-23,700000.0,600000.0,-100000.0,-14.29,,
Juanfran Moreno,Real Oviedo,Right-Back,Spain,34,2022-23,2023-24,600000.0,400000.0,-200000.0,-33.33,,
Juanjo Narváez,CD Leganés,Centre-Forward,Colombia,27,2022-23,2023-24,1200000.0,800000.0,-400000.0,-33.33,,
Juanjo Narváez,FC Cartagena,Centre-Forward,Colombia,28,2023-24,2024-25,800000.0,600000.0,-200000.0,-25.0,,
Juanjo Narváez,Real Valladolid CF,Centre-Forward,Colombia,28,2023-24,2023-24,800000.0,800000.0,0.0,0.0,,
Juanjo Nieto,SD Huesca,Right-Back,Spain,28,2022-23,2024-25,700000.0,700000.0,0.0,0.0,,
Juanlu Sánchez,CD Mirandés,Right-Back,Spain,18,2022-23,2023-24,500000.0,800000.0,300000.0,60.0,,
Juanma García,Albacete Balompié,Right Winger,Spain,29,2022-23,2025-26,600000.0,600000.0,0.0,0.0,,
Juanto Ortuño,AD Ceuta FC,Centre-Forward,Spain,33,2025-26,2025-26,350000.0,300000.0,-50000.0,-14.29,,
Jude Soonsup-Bell,Córdoba CF,Centre-Forward,Thailand,20,2024-25,2025-26,250000.0,200000.0,-50000.0,-20.0,,
Juergen Elitim,Racing Santander,Defensive Midfield,Colombia,22,2022-23,2023-24,700000.0,800000.0,100000.0,14.29,,
Julio Alonso,CD Mirandés,Left-Back,Spain,25,2024-25,2025-26,600000.0,600000.0,0.0,0.0,,
Julio Buffarini,FC Cartagena,Right-Back,Argentina,33,2021-22,2022-23,1000000.0,1000000.0,0.0,0.0,,
Julio Buffarini,SD Huesca,Right-Back,Argentina,32,2021-22,2022-23,1000000.0,1000000.0,0.0,0.0,,
Julián Chicco,CD Leganés,Defensive Midfield,Argentina,25,2023-24,2025-26,650000.0,500000.0,-150000.0,-23.08,,
Julián Delmás,FC Cartagena,Right-Back,Spain,29,2024-25,2022-23,600000.0,600000.0,0.0,0.0,,
Julián Delmás,Racing Ferrol,Right-Back,Spain,28,2023-24,2024-25,600000.0,600000.0,0.0,0.0,,
Jérémy Blasco,SD Huesca,Centre-Back,France,23,2022-23,2025-26,500000.0,900000.0,400000.0,80.0,,
Jérôme Prior,FC Cartagena,Goalkeeper,France,26,2021-22,2022-23,1300000.0,700000.0,-600000.0,-46.15,,
Kaiky,Albacete Balompié,Centre-Back,Brazil,20,2023-24,2024-25,2500000.0,2000000.0,-500000.0,-20.0,,
Kaiky,UD Almería,Centre-Back,Brazil,20,2024-25,2025-26,2000000.0,1000000.0,-1000000.0,-50.0,,6000000.0
Kaxe,SD Ponferradina,Centre-Forward,Spain,28,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Kelechi Nwakali,SD Huesca,Central Midfield,Nigeria,23,2021-22,2021-22,1000000.0,800000.0,-200000.0,-20.0,,
Kellyan García,Málaga CF,Goalkeeper,Spain,22,2021-22,2021-22,150000.0,150000.0,0.0,0.0,,
Kenneth Mamah,CD Castellón,Right Winger,Nigeria,26,2024-25,2025-26,650000.0,700000.0,50000.0,7.69,250000.0,385000.0
Kento Hashimoto,SD Eibar,Defensive Midfield,Japan,31,2024-25,2024-25,1000000.0,800000.0,-200000.0,-20.0,,
Kento Hashimoto,SD Huesca,Defensive Midfield,Japan,28,2022-23,2024-25,2200000.0,1000000.0,-1200000.0,-54.55,,
Kervin Arriaga,Real Zaragoza,Defensive Midfield,Honduras,27,2024-25,2025-26,1500000.0,1500000.0,0.0,0.0,,
Kevin Carlos,SD Huesca,Centre-Forward,Spain,21,2022-23,2023-24,300000.0,400000.0,100000.0,33.33,,590000.0
Kevin Medina,Málaga CF,Left Winger,Spain,20,2021-22,2025-26,,800000.0,,,,
Kevin Sánchez,Deportivo de La Coruña,Centre-Forward,Spain,20,2025-26,2025-26,400000.0,400000.0,0.0,0.0,,
Kike Salas,CD Tenerife,Centre-Back,Spain,20,2022-23,2023-24,2000000.0,1000000.0,-1000000.0,-50.0,,
Kike Saverio,SD Ponferradina,Left Winger,Ecuador,22,2021-22,2022-23,200000.0,200000.0,0.0,0.0,,
Koba Koindredi,Real Oviedo,Central Midfield,France,20,2022-23,2023-24,1000000.0,1000000.0,0.0,0.0,,
Konrad de la Fuente,SD Eibar,Left Winger,United States,22,2023-24,2024-25,2500000.0,800000.0,-1700000.0,-68.0,,
Kuki Zalazar,Real Valladolid CF,Attacking Midfield,Spain,23,2021-22,2021-22,250000.0,250000.0,0.0,0.0,,
Kuki Zalazar,SD Ponferradina,Attacking Midfield,Spain,23,2021-22,2022-23,250000.0,200000.0,-50000.0,-20.0,,
Kévin Soni,Girona FC,Centre-Forward,Cameroon,23,2021-22,2021-22,250000.0,250000.0,0.0,0.0,,
Lago Júnior,Racing Santander,Left Winger,Cote d'Ivoire,32,2023-24,2025-26,900000.0,200000.0,-700000.0,-77.78,,
Lago Júnior,SD Huesca,Left Winger,Cote d'Ivoire,31,2021-22,2022-23,1400000.0,1200000.0,-200000.0,-14.29,,
Lalo Aguilar,Albacete Balompié,Centre-Back,Spain,22,2024-25,2025-26,100000.0,300000.0,200000.0,200.0,,
Lalo Aguilar,CD Leganés,Centre-Back,Spain,21,2023-24,2023-24,25000.0,100000.0,75000.0,300.0,,
Lanchi,Villarreal CF B,Right-Back,Spain,22,2023-24,2022-23,250000.0,200000.0,-50000.0,-20.0,,
Lander Olaetxea,Albacete Balompié,Central Midfield,Spain,29,2022-23,2024-25,500000.0,600000.0,100000.0,20.0,,
Lander Olaetxea,Sporting Gijón,Central Midfield,Spain,31,2024-25,2025-26,600000.0,600000.0,0.0,0.0,,
Landry Dimata,RCD Espanyol Barcelona,Centre-Forward,Belgium,25,2023-24,2023-24,2500000.0,2500000.0,0.0,0.0,,1500000.0
Laorent Shabani,FC Andorra,Left Winger,Albania,24,2023-24,2023-24,350000.0,300000.0,-50000.0,-14.29,,
Lautaro de León,CD Mirandés,Centre-Forward,Uruguay,22,2023-24,2024-25,300000.0,300000.0,0.0,0.0,,
Lautaro de León,FC Cartagena,Centre-Forward,Uruguay,22,2023-24,2023-24,300000.0,300000.0,0.0,0.0,,
Lazar Randjelovic,CD Leganés,Right Winger,Serbia,24,2021-22,2022-23,2000000.0,2500000.0,500000.0,25.0,,
Leo Román,Real Oviedo,Goalkeeper,Spain,22,2023-24,2024-25,300000.0,1800000.0,1500000.0,500.0,,
Leonardo Buta,SD Eibar,Left-Back,Portugal,23,2025-26,2025-26,2000000.0,1500000.0,-500000.0,-25.0,,
Leonardo Sequeira,Real Oviedo,Right Winger,Argentina,27,2022-23,2023-24,1000000.0,800000.0,-200000.0,-20.0,450000.0,
Liberman Torres,Villarreal CF B,Defensive Midfield,Ecuador,20,2022-23,2023-24,,100000.0,,,,
Lisandro López,Burgos CF,Centre-Back,Argentina,34,2024-25,2024-25,1000000.0,800000.0,-200000.0,-20.0,,
Lluís López,Real Zaragoza,Centre-Back,Spain,24,2021-22,2025-26,800000.0,500000.0,-300000.0,-37.5,,
Loïc Badiashile,Burgos CF,Goalkeeper,France,25,2023-24,2024-25,100000.0,100000.0,0.0,0.0,,
Loïc Williams,CD Tenerife,Centre-Back,Spain,21,2023-24,2024-25,50000.0,500000.0,450000.0,900.0,5000.0,600000.0
Luca Sangalli,FC Cartagena,Central Midfield,Spain,27,2022-23,2023-24,1200000.0,800000.0,-400000.0,-33.33,,
Luca Zidane,SD Eibar,Goalkeeper,Algeria,24,2022-23,2024-25,2000000.0,2000000.0,0.0,0.0,,500000.0
Lucas Olaza,Real Valladolid CF,Left-Back,Uruguay,26,2021-22,2023-24,6000000.0,2500000.0,-3500000.0,-58.33,2000000.0,2500000.0
Lucas Román,FC Cartagena,Right Winger,Italy,20,2024-25,2024-25,300000.0,300000.0,0.0,0.0,,
Lucho García,SD Ponferradina,Goalkeeper,Colombia,23,2021-22,2022-23,200000.0,200000.0,0.0,0.0,,
Lucho Vega,AD Alcorcón,Central Midfield,Argentina,22,2021-22,2021-22,,100000.0,,,,
Luis Abram,Granada CF,Centre-Back,Peru,26,2022-23,2022-23,4000000.0,4000000.0,0.0,0.0,,
Luis Chacón,Cultural Leonesa,Left Winger,Spain,25,2025-26,2025-26,500000.0,500000.0,0.0,0.0,,
Luis Chacón,Deportivo de La Coruña,Left Winger,Spain,24,2024-25,2025-26,350000.0,500000.0,150000.0,42.86,,
Luis López,CD Mirandés,Goalkeeper,Spain,22,2023-24,2025-26,300000.0,300000.0,0.0,0.0,,
Luis Perea,CD Leganés,Defensive Midfield,Spain,25,2023-24,2022-23,600000.0,800000.0,200000.0,33.33,,
Luis Quintero,SD Amorebieta,Right Winger,Colombia,18,2023-24,2023-24,,200000.0,,,,
Luis Quintero,Villarreal CF B,Right Winger,Colombia,18,2023-24,2023-24,,,,,,
Luismi Cruz,CD Tenerife,Right Winger,Spain,22,2023-24,2024-25,450000.0,800000.0,350000.0,77.78,,
Luismi Sánchez,Real Oviedo,Defensive Midfield,Spain,29,2021-22,2024-25,500000.0,500000.0,0.0,0.0,,
Lumor Agbenyenu,Málaga CF,Left-Back,Ghana,26,2022-23,2022-23,500000.0,300000.0,-200000.0,-40.0,,
Luís Maximiano,UD Almería,Goalkeeper,Portugal,25,2024-25,2025-26,5000000.0,3000000.0,-2000000.0,-40.0,8100000.0,6000000.0
Lázaro,UD Almería,Centre-Forward,Brazil,22,2024-25,2025-26,2500000.0,2000000.0,-500000.0,-20.0,,5000000.0
Maikel Mesa,Albacete Balompié,Attacking Midfield,Spain,31,2022-23,2023-24,300000.0,800000.0,500000.0,166.67,,
Maikel Mesa,Real Zaragoza,Attacking Midfield,Spain,32,2023-24,2024-25,800000.0,700000.0,-100000.0,-12.5,,500000.0
Makhtar Gueye,Real Zaragoza,Centre-Forward,Senegal,24,2022-23,2023-24,2500000.0,1000000.0,-1500000.0,-60.0,300000.0,
Mamadou Mbacke,Villarreal CF B,Centre-Back,Senegal,19,2022-23,2023-24,2500000.0,2800000.0,300000.0,12.0,,
Mamadou Sylla,Real Valladolid CF,Centre-Forward,Senegal,29,2023-24,2025-26,1000000.0,1200000.0,200000.0,20.0,,
Mamadou Traoré,CD Castellón,Right Winger,Mali,22,2024-25,2025-26,50000.0,100000.0,50000.0,100.0,,
Mangel Prendes,Real Oviedo,Central Midfield,Spain,21,2022-23,2024-25,100000.0,200000.0,100000.0,100.0,,
Manu García,CD Mirandés,Central Midfield,Spain,36,2022-23,2023-24,400000.0,400000.0,0.0,0.0,,
Manu García,Sporting Gijón,Attacking Midfield,Spain,24,2022-23,2022-23,3000000.0,3000000.0,0.0,0.0,,3200000.0
Manu Garrido,CD Leganés,Centre-Forward,Spain,20,2021-22,2023-24,150000.0,200000.0,50000.0,33.33,,
Manu Hernando,SD Amorebieta,Centre-Back,Spain,24,2023-24,2023-24,650000.0,700000.0,50000.0,7.69,,90000.0
Manu Molina,Real Zaragoza,Central Midfield,Spain,30,2022-23,2023-24,600000.0,600000.0,0.0,0.0,,
Manu Morlanes,UD Almería,Central Midfield,Spain,22,2021-22,2021-22,5000000.0,5000000.0,0.0,0.0,3000000.0,4000000.0
Manu Nieto,Elche CF,Centre-Forward,Spain,25,2023-24,2024-25,500000.0,500000.0,0.0,0.0,,
Manu Nieto,FC Andorra,Centre-Forward,Spain,24,2022-23,2023-24,200000.0,500000.0,300000.0,150.0,,
Manu Rico,SD Huesca,Attacking Midfield,Spain,20,2023-24,2025-26,100000.0,200000.0,100000.0,100.0,,
Manu Vallejo,AD Ceuta FC,Second Striker,Spain,28,2025-26,2025-26,300000.0,300000.0,0.0,0.0,,
Manu Vallejo,Real Oviedo,Second Striker,Spain,25,2022-23,2023-24,3000000.0,2400000.0,-600000.0,-20.0,,
Manu Vallejo,Real Zaragoza,Second Striker,Spain,26,2023-24,2024-25,2400000.0,1500000.0,-900000.0,-37.5,,
Marc Aguado,FC Andorra,Defensive Midfield,Spain,22,2022-23,2023-24,300000.0,1000000.0,700000.0,233.33,,
Marc Aguado,Real Zaragoza,Defensive Midfield,Spain,22,2022-23,2024-25,300000.0,1400000.0,1100000.0,366.67,,
Marc Cardona,UD Las Palmas,Centre-Forward,Spain,26,2022-23,2025-26,500000.0,500000.0,0.0,0.0,250000.0,
Marc Llinares,Albacete Balompié,Left Midfield,Spain,23,2023-24,2023-24,150000.0,150000.0,0.0,0.0,,
Marc Mateu,SD Huesca,Left-Back,Spain,31,2021-22,2023-24,500000.0,1200000.0,700000.0,140.0,,
Marc Pubill,Levante UD,Centre-Back,Spain,19,2022-23,2023-24,800000.0,1000000.0,200000.0,25.0,,7750000.0
Marc Vidal,FC Andorra,Goalkeeper,Spain,22,2022-23,2023-24,100000.0,100000.0,0.0,0.0,,
Marc-Olivier Doué,CD Eldense,Central Midfield,France,22,2023-24,2024-25,250000.0,200000.0,-50000.0,-20.0,,
Marcelo Flores,Real Oviedo,Left Winger,Canada,18,2022-23,2023-24,1500000.0,800000.0,-700000.0,-46.67,,
Marcelo dos Santos,Burgos CF,Centre-Forward,Brazil,23,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Marciano Sanca,UD Almería,Centre-Forward,Guinea-Bissau,20,2024-25,2025-26,800000.0,200000.0,-600000.0,-75.0,,
Marco Camus,Racing Santander,Left Winger,Spain,21,2023-24,2023-24,300000.0,300000.0,0.0,0.0,,
Marcos André,Real Valladolid CF,Centre-Forward,Brazil,26,2023-24,2021-22,2500000.0,3500000.0,1000000.0,40.0,1800000.0,8500000.0
Marcos Baselga,Real Zaragoza,Centre-Forward,Spain,22,2021-22,2024-25,150000.0,200000.0,50000.0,33.33,,
Marcos Luna,Real Zaragoza,Right-Back,Spain,20,2023-24,2025-26,150000.0,500000.0,350000.0,233.33,,600000.0
Marcos Paulo,CD Mirandés,Left Winger,Portugal,21,2022-23,2022-23,5000000.0,5000000.0,0.0,0.0,,
Marcos Peña,UD Almería,Central Midfield,Spain,19,2024-25,2025-26,1000000.0,500000.0,-500000.0,-50.0,,2000000.0
