temporada,categoria,jugador,equipo,posicion_wyscout,posicion_primaria,posicion_normalizada,edad,pais_nacimiento,pasaporte,pie,altura,peso,valor_mercado,vencimiento_contrato,partidos_jugados,minutos_jugados,goles,xg,cesion,_match_key
2021-22,att,Joaquín Muñoz,Málaga CF,"RW, RAMF, RWF",RW,Extremo,26.0,Spain,Spain,derecho,172,67,900000,2027-06-30,30,1785,4,3.1,False,joaquin munoz|malaga cf|2021-22
2024-25,def,Grego Sierra,Burgos CF,LCB,LCB,Central,33.0,Spain,Spain,izquierdo,186,74,700000,2028-06-30,18,1783,0,0.23,False,grego sierra|burgos cf|2024-25
2024-25,att,Lucas Pérez,,CF,CF,Delantero,37.0,Spain,Spain,izquierdo,180,78,600000,,19,1782,4,2.81,False,lucas perez||2024-25
2022-23,med,Cristo González,Umm Salal,"CF, AMF",CF,Delantero,28.0,Spain,Spain,derecho,178,74,6000000,2028-06-30,34,1780,5,5.28,True,cristo gonzalez|umm salal|2022-23
2023-24,def,Juan Maria Alcedo,Córdoba CF,"LB, RB",LB,Lateral,25.0,Spain,Spain,izquierdo,179,70,400000,2026-06-30,30,1779,1,1.47,False,juan maria alcedo|cordoba cf|2023-24
2025-26,med,Ander Madariaga,SD Eibar,"AMF, CF, RW",AMF,Mediapunta,24.0,Spain,Spain,,0,0,0,2028-06-30,27,1774,3,2.98,False,ander madariaga|sd eibar|2025-26
2022-23,med,José Ángel,Deportivo de La Coruña,"LCMF, RCMF",LCMF,Centrocampista,33.0,Spain,Spain,izquierdo,183,65,300000,2026-06-30,27,1771,1,0.74,False,jose angel|deportivo de la coruna|2022-23
2024-25,med,A. Martin Luis,CD Mirandés,"LCMF, RCMF, LDMF",LCMF,Centrocampista,19.0,Spain,Spain,,0,0,0,2028-06-30,28,1770,2,1.31,False,a martin luis|cd mirandes|2024-25
2022-23,med,Iván Morante,Burgos CF,"LCMF, DMF, LDMF",LCMF,Centrocampista,24.0,Spain,Spain,izquierdo,183,75,700000,2026-06-30,32,1769,1,0.27,False,ivan morante|burgos cf|2022-23
2024-25,def,D. Dumić,CD Eldense,RCB,RCB,Central,34.0,Bosnia and Herzegovina,"Bosnia and Herzegovina, Denmark",derecho,193,87,500000,2027-06-30,20,1768,3,2.34,False,d dumic|cd eldense|2024-25
2024-25,med,Tachi,Real Zaragoza,"CB, DMF",CB,Central,28.0,Spain,Spain,derecho,184,76,600000,2027-06-30,30,1767,0,1.15,False,tachi|real zaragoza|2024-25
2023-24,att,Edu Espiau,Arka Gdynia,CF,CF,Delantero,31.0,Spain,Spain,derecho,185,77,600000,2027-06-30,37,1767,1,5.75,False,edu espiau|arka gdynia|2023-24
2022-23,att,M. Barreiro,Compostela,CF,CF,Delantero,39.0,Spain,Spain,derecho,189,87,100000,2026-06-30,32,1766,2,5.65,False,m barreiro|compostela|2022-23
2022-23,att,Pablo Valcarce,,"CF, AMF, LAMF",CF,Delantero,33.0,Spain,Spain,derecho,172,70,200000,,37,1761,0,3.3,False,pablo valcarce||2022-23
2025-26,att,Álex Millán,CD Leganés,CF,CF,Delantero,26.0,Spain,Spain,derecho,182,74,800000,2027-06-30,37,1761,7,8.01,False,alex millan|cd leganes|2025-26
2025-26,def,Pepe Sánchez,Albacete Balompié,"RCB, CB",RCB,Central,26.0,Spain,Spain,derecho,185,73,200000,2027-06-30,22,1759,2,0.79,False,pepe sanchez|albacete balompie|2025-26
2022-23,med,Coke,,"RW, RB",RW,Extremo,38.0,Spain,Spain,derecho,176,78,0,,23,1758,2,2.15,False,coke||2022-23
2021-22,med,Fabio González,Racing Ferrol,"LCMF, DMF, RCMF",LCMF,Centrocampista,28.0,Spain,Spain,derecho,176,69,500000,2026-06-30,29,1757,0,0.15,False,fabio gonzalez|racing ferrol|2021-22
2025-26,med,Víctor Meseguer,Real Valladolid CF,"LCMF, RDMF, LDMF",LCMF,Centrocampista,26.0,Spain,Spain,derecho,184,77,2200000,2029-06-30,29,1756,3,3.24,False,victor meseguer|real valladolid cf|2025-26
2021-22,med,Juan Hernández,Lorca Deportiva,"LW, LAMF, RW",LW,Extremo,31.0,Spain,Spain,izquierdo,177,70,200000,2026-06-30,37,1754,3,3.48,False,juan hernandez|lorca deportiva|2021-22
2025-26,med,Yussi Diarra,Cádiz CF,"AMF, LCMF, RCMF",AMF,Mediapunta,27.0,Mali,"Mali, Spain",derecho,174,71,350000,2029-06-30,28,1754,1,1.27,False,yussi diarra|cadiz cf|2025-26
2023-24,def,David Costas,Real Oviedo,"RCB, CB",RCB,Central,30.0,Spain,Spain,derecho,181,73,1400000,2028-06-30,19,1754,0,0.95,False,david costas|real oviedo|2023-24
2021-22,def,N. Šipčić,Asteras Tripolis,RCB,RCB,Central,30.0,Serbia,"Serbia, Montenegro",derecho,192,87,600000,2027-06-30,31,1751,1,1.32,False,n sipcic|asteras tripolis|2021-22
2022-23,att,C. Albanis,Gimnàstic Tarragona,"LWF, LW",LWF,Extremo,31.0,Greece,Greece,derecho,187,80,500000,2027-06-30,31,1749,4,3.55,True,c albanis|gimnastic tarragona|2022-23
2025-26,def,David Mella,Deportivo de La Coruña,"RAMF, RW, RB",RAMF,Mediapunta,20.0,Spain,Spain,izquierdo,169,60,0,2029-06-30,25,1747,4,2.19,False,david mella|deportivo de la coruna|2025-26
2022-23,def,N. Maraš,CD Mirandés,"LCB, RCB",LCB,Central,30.0,Serbia,Serbia,derecho,189,79,1200000,2027-06-30,20,1747,0,2.27,True,n maras|cd mirandes|2022-23
2022-23,att,Yuri,,CF,CF,Delantero,43.0,Brazil,"Brazil, Portugal",derecho,185,78,0,,37,1747,9,6.87,False,yuri||2022-23
2021-22,def,Yoel Rodríguez,,GK,GK,Portero,37.0,Spain,Spain,derecho,184,78,300000,,18,1746,0,0.0,False,yoel rodriguez||2021-22
2021-22,def,Óscar Rivas,Vitória Guimarães,RCB,RCB,Central,25.0,Spain,Spain,derecho,193,85,0,2028-06-30,20,1745,2,1.51,False,oscar rivas|vitoria guimaraes|2021-22
2023-24,def,Julián Delmás,Tarazona,RB,RB,Lateral,30.0,Spain,Spain,derecho,174,61,600000,2026-06-30,21,1745,0,0.05,False,julian delmas|tarazona|2023-24
2023-24,def,Q. Lecoeuche,Wisła Płock,LB,LB,Lateral,31.0,France,France,izquierdo,172,66,600000,2026-06-30,26,1743,0,0.08,False,q lecoeuche|wisa pock|2023-24
2024-25,def,N. Šipčić,Asteras Tripolis,"LCB, RCB, CB",LCB,Central,30.0,Serbia,"Serbia, Montenegro",derecho,192,87,600000,2027-06-30,21,1742,0,1.11,False,n sipcic|asteras tripolis|2024-25
2025-26,att,Enol Rodríguez,SD Huesca,CF,CF,Delantero,24.0,Spain,Spain,derecho,187,0,150000,2028-06-30,33,1741,5,4.98,False,enol rodriguez|sd huesca|2025-26
2024-25,def,Fali,,"RCB, LCB",RCB,Central,32.0,Spain,Spain,derecho,186,84,2000000,,22,1741,0,0.12,False,fali||2024-25
2025-26,def,Arnau Comas,Deportivo de La Coruña,"RCB, CB, LCB",RCB,Central,26.0,Spain,Spain,derecho,191,83,700000,2028-06-30,24,1739,0,0.07,False,arnau comas|deportivo de la coruna|2025-26
2024-25,def,Hodei Arrillaga,SD Eibar,LB,LB,Lateral,21.0,Spain,Spain,izquierdo,0,0,0,2027-06-30,31,1737,0,0.21,False,hodei arrillaga|sd eibar|2024-25
2025-26,att,Salim El Jebari,CD Mirandés,"LW, LAMF, CF",LW,Extremo,22.0,Spain,"Spain, Morocco",derecho,178,67,0,2027-06-30,32,1733,1,1.47,True,salim el jebari|cd mirandes|2025-26
2023-24,def,Aitor Buñuel,Burgos CF,"RB, LB",RB,Lateral,28.0,Spain,Spain,derecho,172,74,600000,2026-06-30,28,1733,0,0.41,False,aitor bunuel|burgos cf|2023-24
2021-22,med,P. Pokorný,Slovan Bratislava,"DMF, RCMF, RDMF",DMF,Mediocentro,24.0,Slovakia,Slovakia,derecho,183,79,1200000,2029-06-30,24,1732,0,0.14,False,p pokorny|slovan bratislava|2021-22
2025-26,med,I. Aguirre Basurco,Real Sociedad B,"LDMF, LCMF, RDMF",LDMF,Mediocentro,19.0,Spain,Spain,,0,0,0,2031-06-30,21,1732,0,1.58,False,i aguirre basurco|real sociedad b|2025-26
2022-23,att,Dani Queipo,Sporting Gijón,"LW, LAMF, LWF",LW,Extremo,23.0,Spain,Spain,derecho,168,64,800000,2027-06-30,31,1731,3,0.91,False,dani queipo|sporting gijon|2022-23
2023-24,att,Nico Melamed,UD Almería,"CF, LW, AMF",CF,Delantero,24.0,Spain,"Spain, Argentina",derecho,173,66,0,2030-06-30,26,1730,4,4.73,False,nico melamed|ud almeria|2023-24
2024-25,med,Jaime Seoane,SD Huesca,"AMF, RDMF, RCMF",AMF,Mediapunta,29.0,Spain,Spain,derecho,174,72,0,2026-06-30,29,1727,3,1.04,False,jaime seoane|sd huesca|2024-25
2022-23,med,A. N'diaye,,"DMF, LCMF, RCMF",DMF,Mediocentro,35.0,France,"France, Senegal",derecho,190,90,300000,,22,1726,0,1.58,False,a ndiaye||2022-23
2023-24,med,Pol Lozano,RCD Espanyol Barcelona,"RCMF, LCMF, DMF",RCMF,Centrocampista,26.0,Spain,Spain,derecho,176,68,2000000,2027-06-30,23,1725,0,0.83,False,pol lozano|rcd espanyol barcelona|2023-24
2022-23,med,Victor Mollejo,Burgos CF,"CF, RW, LW",CF,Delantero,25.0,Spain,Spain,izquierdo,176,70,3000000,2028-06-30,28,1724,3,3.1,False,victor mollejo|burgos cf|2022-23
2024-25,def,Bruno Langa,Estrela Amadora,LB,LB,Lateral,28.0,Mozambique,Mozambique,izquierdo,178,70,1500000,2028-06-30,25,1723,0,0.54,True,bruno langa|estrela amadora|2024-25
2024-25,def,Juan Maria Alcedo,Córdoba CF,LB,LB,Lateral,25.0,Spain,Spain,izquierdo,179,70,400000,2026-06-30,28,1722,1,0.37,False,juan maria alcedo|cordoba cf|2024-25
2025-26,def,Aitor Córdoba,Tianjin Tigers,RCB,RCB,Central,30.0,Spain,Spain,derecho,191,80,1200000,2027-12-31,20,1721,0,0.82,False,aitor cordoba|tianjin tigers|2025-26
2021-22,med,Antonio Moyano,,"RCMF, LCMF, RDMF",RCMF,Centrocampista,25.0,Spain,Spain,derecho,178,66,0,,27,1719,1,1.72,False,antonio moyano||2021-22
2021-22,med,Saúl Berjón,,"LW, LAMF",LW,Extremo,39.0,Spain,Spain,derecho,178,84,0,,31,1718,0,0.79,False,saul berjon||2021-22
2021-22,att,Robert Navarro,Athletic Club,"LWF, AMF, RWF",LWF,Extremo,23.0,Spain,Spain,derecho,178,69,6000000,2030-06-30,24,1717,1,4.54,False,robert navarro|athletic club|2021-22
2025-26,def,A. Radovanović,Real Zaragoza,"LCB, CB",LCB,Central,32.0,Serbia,Serbia,izquierdo,189,83,900000,2027-06-30,23,1717,0,1.1,False,a radovanovic|real zaragoza|2025-26
2022-23,def,M. Saracchi,Celtic,LB,LB,Lateral,27.0,Uruguay,Uruguay,izquierdo,172,69,1300000,2027-12-31,28,1715,0,0.88,True,m saracchi|celtic|2022-23
2023-24,med,Masca,Waldhof Mannheim,"RAMF, CF",RAMF,Mediapunta,25.0,Portugal,Portugal,derecho,182,74,0,,37,1714,5,5.65,False,masca|waldhof mannheim|2023-24
2021-22,def,Bruno González,,"LCB, RCB, CB",LCB,Central,35.0,Spain,Spain,derecho,184,84,200000,,21,1713,0,0.1,False,bruno gonzalez||2021-22
2025-26,def,Ignasi Vilarrasa,Córdoba CF,LB,LB,Lateral,26.0,Spain,Spain,izquierdo,183,81,900000,2027-06-30,21,1712,1,1.67,False,ignasi vilarrasa|cordoba cf|2025-26
2025-26,med,Lander Olaetxea,SD Eibar,"LDMF, LCMF, RCMF",LDMF,Mediocentro,33.0,Spain,Spain,derecho,179,75,600000,2027-06-30,30,1712,1,1.11,False,lander olaetxea|sd eibar|2025-26
2023-24,med,Paulino De La Fuente,Real Zaragoza,"RAMF, RW",RAMF,Mediapunta,28.0,Spain,Spain,izquierdo,183,76,1600000,2027-06-30,37,1709,9,5.98,False,paulino de la fuente|real zaragoza|2023-24
2024-25,att,Juanto Ortuño,Real Murcia,CF,CF,Delantero,34.0,Spain,Spain,derecho,177,71,400000,2026-06-30,35,1709,9,10.39,False,juanto ortuno|real murcia|2024-25
2023-24,att,A. Scheidler,Charleroi,CF,CF,Delantero,27.0,France,France,derecho,192,90,1000000,2028-06-30,32,1708,5,7.41,False,a scheidler|charleroi|2023-24
2023-24,def,Ander Capa,,RB,RB,Lateral,34.0,Spain,Spain,derecho,175,75,800000,,21,1707,0,0.45,False,ander capa||2023-24
2023-24,att,Raúl Moro,Osasuna,"LW, RW, LWF",LW,Extremo,23.0,Spain,Spain,derecho,169,68,2500000,2031-06-30,30,1707,2,1.87,False,raul moro|osasuna|2023-24
2021-22,att,N. Bustos,Talleres Córdoba,CF,CF,Delantero,27.0,Argentina,Argentina,derecho,176,78,3500000,2026-12-31,42,1706,11,7.88,False,n bustos|talleres cordoba|2021-22
2024-25,med,Iván Chapela,CD Tenerife,"LW, RW, LAMF",LW,Extremo,26.0,Spain,Spain,derecho,181,76,1200000,2028-06-30,30,1704,4,4.47,False,ivan chapela|cd tenerife|2024-25
2025-26,def,Ximo Navarro,Deportivo de La Coruña,"RB, RCB",RB,Lateral,36.0,Spain,Spain,derecho,176,75,250000,2026-06-30,24,1702,0,0.54,False,ximo navarro|deportivo de la coruna|2025-26
2023-24,def,Josep Gayá,CD Lugo,"CB, LCB, RCB",CB,Central,25.0,Spain,Spain,derecho,185,74,300000,2026-06-30,21,1701,1,1.1,False,josep gaya|cd lugo|2023-24
2021-22,med,R. Petrović,,"DMF, RCMF, RDMF",DMF,Mediocentro,36.0,Serbia,Serbia,derecho,193,83,150000,,28,1701,1,1.24,False,r petrovic||2021-22
2022-23,att,Carlos Martínez,,CF,CF,Delantero,39.0,Spain,Spain,derecho,185,74,0,,35,1700,9,9.27,False,carlos martinez||2022-23
2025-26,att,Sergi Guardiola,Córdoba CF,"CF, RCMF, AMF",CF,Delantero,35.0,Spain,Spain,izquierdo,185,79,800000,2026-06-30,36,1699,4,5.67,False,sergi guardiola|cordoba cf|2025-26
2021-22,med,Edu Campabadal,Real Avilés,RB,RB,Lateral,32.0,Spain,Spain,derecho,178,76,200000,2026-06-30,25,1698,0,0.22,False,edu campabadal|real aviles|2021-22
2022-23,def,K. Omeruo,CFR Cluj,"RCB, LCB",RCB,Central,32.0,Nigeria,Nigeria,derecho,184,84,0,2027-06-30,22,1697,1,1.11,False,k omeruo|cfr cluj|2022-23
2022-23,med,César Gelabert,Sporting Gijón,"RCMF, LW",RCMF,Centrocampista,25.0,Spain,Spain,derecho,182,73,0,2028-06-30,25,1695,2,1.34,False,cesar gelabert|sporting gijon|2022-23
2023-24,def,Iván Martos,IMT Novi Beograd,"LCB, LB",LCB,Central,28.0,Spain,Spain,izquierdo,183,68,400000,,25,1694,0,1.75,False,ivan martos|imt novi beograd|2023-24
2021-22,med,Michel Herrero,Alzira,"RCMF, LCMF",RCMF,Centrocampista,37.0,Spain,Spain,derecho,182,70,50000,,34,1693,3,1.76,False,michel herrero|alzira|2021-22
2025-26,att,Z. Eddahchouri,Deportivo de La Coruña,CF,CF,Delantero,26.0,Netherlands,"Netherlands, Morocco",derecho,187,78,0,2028-06-30,36,1692,12,9.64,False,z eddahchouri|deportivo de la coruna|2025-26
2024-25,med,Dani Ojeda,SD Huesca,"LW, LAMF, RW",LW,Extremo,31.0,Spain,Spain,derecho,178,72,1200000,2027-06-30,36,1689,1,2.77,False,dani ojeda|sd huesca|2024-25
2023-24,def,Kiko Olivas,,"LCB, CB",LCB,Central,37.0,Spain,Spain,derecho,184,83,200000,,21,1688,1,1.24,False,kiko olivas||2023-24
2024-25,med,Marc Aguado,Elche CF,"LCMF, RCMF, DMF",LCMF,Centrocampista,26.0,Spain,Spain,derecho,178,67,0,,30,1686,0,0.21,False,marc aguado|elche cf|2024-25
2022-23,att,M. El Hacen,Difaâ El Jadida,"LCMF, CF, RCMF",LCMF,Centrocampista,28.0,Mauritania,Mauritania,derecho,181,80,200000,,32,1683,0,1.19,False,m el hacen|difaa el jadida|2022-23
2024-25,def,Rubén Pulido,CD Leganés,"LCB, CB, RCB",LCB,Central,25.0,Spain,Spain,derecho,184,82,600000,2028-06-30,23,1679,1,0.49,False,ruben pulido|cd leganes|2024-25
2022-23,med,N. Petrović,Vojvodina,"RCMF, LCMF, RDMF",RCMF,Centrocampista,26.0,Serbia,Serbia,derecho,185,72,0,2028-06-30,26,1677,0,0.77,False,n petrovic|vojvodina|2022-23
2025-26,att,G. Petit,Granada CF,CF,CF,Delantero,19.0,Uruguay,Uruguay,derecho,189,78,0,2031-06-30,34,1675,7,4.03,True,g petit|granada cf|2025-26
2024-25,def,Adrián Lapeña,CSKA Sofia,RCB,RCB,Central,29.0,Spain,Spain,derecho,181,70,400000,2028-06-30,17,1671,1,0.46,False,adrian lapena|cska sofia|2024-25
2021-22,def,B. Cufré,Remo,LB,LB,Lateral,29.0,Argentina,Argentina,izquierdo,178,82,1500000,2026-12-31,25,1670,0,0.67,False,b cufre|remo|2021-22
2024-25,def,Álex Petxa,FC Andorra,RB,RB,Lateral,29.0,Spain,Spain,derecho,180,72,600000,2028-06-30,27,1668,0,0.01,True,alex petxa|fc andorra|2024-25
2023-24,def,Fernando Medrano,CD Mirandés,LB,LB,Lateral,25.0,Spain,Spain,izquierdo,172,64,600000,2026-06-30,21,1667,0,0.17,False,fernando medrano|cd mirandes|2023-24
2021-22,att,Roberto López,CD Leganés,"AMF, RCMF, CF",AMF,Mediapunta,25.0,Spain,Spain,izquierdo,179,70,2500000,2027-06-30,28,1666,4,3.96,False,roberto lopez|cd leganes|2021-22
2021-22,med,Javi Pérez,CD Tenerife,"RDMF, RCMF",RDMF,Mediocentro,30.0,Spain,Spain,derecho,185,74,300000,2026-06-30,30,1666,0,0.94,False,javi perez|cd tenerife|2021-22
2025-26,med,J. Ochieng,Real Sociedad B,"LAMF, LW",LAMF,Mediapunta,23.0,Kenya,Kenya,derecho,188,77,0,2028-06-30,25,1664,9,5.57,False,j ochieng|real sociedad b|2025-26
2025-26,med,Adu Ares,SD Eibar,"LAMF, RW, CF",LAMF,Mediapunta,24.0,Spain,"Spain, Guinea-Bissau",derecho,183,72,0,2030-06-30,28,1664,2,2.68,False,adu ares|sd eibar|2025-26
2021-22,med,Pape Diop,,"RDMF, DMF",RDMF,Mediocentro,39.0,Senegal,"Senegal, France",derecho,180,77,0,,25,1663,0,1.06,False,pape diop||2021-22
2025-26,med,S. Faye,Sporting CP,"LWF, LAMF, LW",LWF,Extremo,23.0,Senegal,Senegal,derecho,179,70,0,2030-06-30,18,1658,2,3.15,False,s faye|sporting cp|2025-26
2025-26,med,Arnau Puigmal,UD Almería,"RAMF, RW",RAMF,Mediapunta,25.0,Spain,Spain,derecho,173,69,1800000,2026-06-30,40,1658,3,2.55,False,arnau puigmal|ud almeria|2025-26
2022-23,def,Gonzalo Escobar,Santos,LB,LB,Lateral,28.0,Argentina,Argentina,izquierdo,171,70,600000,2026-12-31,23,1657,0,0.23,False,gonzalo escobar|santos|2022-23
2021-22,def,K. Omeruo,CFR Cluj,RCB,RCB,Central,32.0,Nigeria,Nigeria,derecho,184,84,0,2027-06-30,17,1655,2,0.91,False,k omeruo|cfr cluj|2021-22
2025-26,med,Lorenzo Aguado,Albacete Balompié,"RB, RWB",RB,Lateral,23.0,Spain,Spain,derecho,177,77,0,2028-06-30,31,1654,0,1.12,False,lorenzo aguado|albacete balompie|2025-26
2023-24,def,Adrià Vilanova,,"RCB, CB",RCB,Central,29.0,Spain,Spain,derecho,187,80,500000,,20,1653,0,0.25,False,adria vilanova||2023-24
2022-23,med,Enric Franquesa,CD Leganés,"LB, LWB, LW",LB,Lateral,29.0,Spain,Spain,izquierdo,174,71,0,2026-06-30,24,1652,0,0.26,False,enric franquesa|cd leganes|2022-23
2023-24,med,J. Chicco,Asteras Tripolis,"RCMF, LCMF, LW",RCMF,Centrocampista,28.0,Argentina,"Argentina, Italy",derecho,187,75,1000000,2027-06-30,32,1652,2,1.57,False,j chicco|asteras tripolis|2023-24
2022-23,def,Diego Mariño,Albacete Balompié,GK,GK,Portero,35.0,Spain,Spain,derecho,185,77,300000,2027-06-30,17,1651,0,0.0,False,diego marino|albacete balompie|2022-23
2021-22,def,Álex Centelles,UD Almería,LB,LB,Lateral,26.0,Spain,Spain,izquierdo,185,73,1200000,2026-06-30,22,1650,0,0.73,False,alex centelles|ud almeria|2021-22
2023-24,def,Enrique Clemente,UD Las Palmas,"LCB, RCB",LCB,Central,27.0,Spain,Spain,izquierdo,182,79,400000,2029-06-30,20,1650,0,1.07,False,enrique clemente|ud las palmas|2023-24
2022-23,def,Tomeu Nadal,,GK,GK,Portero,37.0,Spain,Spain,derecho,188,82,200000,,17,1649,0,0.0,False,tomeu nadal||2022-23
2025-26,med,Manu Nieto,FC Andorra,"CF, RWF, RW",CF,Delantero,28.0,Spain,Spain,derecho,183,73,500000,2026-06-30,32,1648,5,7.36,False,manu nieto|fc andorra|2025-26
2023-24,med,Andrés García,Aston Villa,"RB, RW",RB,Lateral,23.0,Spain,Spain,derecho,183,74,0,2027-06-30,24,1648,1,0.78,False,andres garcia|aston villa|2023-24
2022-23,med,Óscar Clemente,Grasshopper,"LW, RCMF, LAMF",LW,Extremo,26.0,Spain,Spain,izquierdo,176,67,800000,2027-06-30,30,1646,2,1.8,False,oscar clemente|grasshopper|2022-23
2021-22,med,Aritz Aldasoro,Racing Santander,"LCMF, AMF",LCMF,Centrocampista,26.0,Spain,Spain,derecho,176,72,1200000,2029-06-30,28,1645,0,1.17,False,aritz aldasoro|racing santander|2021-22
2021-22,med,Mikel Rico,,"LCMF, RCMF",LCMF,Centrocampista,41.0,Spain,Spain,derecho,178,75,0,,29,1645,0,1.76,False,mikel rico||2021-22
2021-22,med,Carlos Pita,,"DMF, CB",DMF,Mediocentro,40.0,Spain,Spain,derecho,187,84,0,,32,1644,1,0.84,False,carlos pita||2021-22
2024-25,def,Jorge Cabello,CD Mirandés,LCB,LCB,Central,22.0,Spain,Spain,izquierdo,183,76,0,2028-06-30,20,1642,0,0.03,True,jorge cabello|cd mirandes|2024-25
2021-22,med,E. Loiodice,UD Las Palmas,"RCMF, RDMF",RCMF,Centrocampista,24.0,France,France,izquierdo,176,69,4000000,2026-06-30,24,1642,1,0.4,False,e loiodice|ud las palmas|2021-22
2022-23,med,Christian Rivera,Real Avilés,"LCMF, RCMF, LDMF",LCMF,Centrocampista,28.0,Spain,Spain,derecho,191,88,500000,2026-06-30,24,1642,0,0.27,False,christian rivera|real aviles|2022-23
2022-23,att,Hugo Vallejo,Piast Gliwice,"LW, CF, LAMF",LW,Extremo,26.0,Spain,Spain,derecho,186,80,500000,2028-06-30,29,1641,3,1.88,False,hugo vallejo|piast gliwice|2022-23
2024-25,med,Gaspar Campos,Sporting Gijón,"LWF, LW, LAMF",LWF,Extremo,25.0,Spain,Spain,derecho,175,73,2500000,2028-06-30,26,1641,4,2.66,False,gaspar campos|sporting gijon|2024-25
2025-26,def,Imanol García De Albéniz,FC Andorra,LB,LB,Lateral,25.0,Spain,Spain,izquierdo,177,63,1200000,2026-06-30,24,1641,1,0.23,True,imanol garcia de albeniz|fc andorra|2025-26
2022-23,att,Angel Baena,Widzew Łódź,"RW, RAMF, RWF",RW,Extremo,25.0,Spain,Spain,derecho,175,0,250000,2027-06-30,35,1641,1,1.07,False,angel baena|widzew odz|2022-23
2023-24,def,Ander Martín,FC Cartagena,"LW, RW, LB",LW,Extremo,25.0,Spain,Spain,izquierdo,176,78,400000,2027-06-30,36,1639,2,1.32,False,ander martin|fc cartagena|2023-24
2023-24,med,Christian Rivera,Real Avilés,"LCMF, RCMF, DMF",LCMF,Centrocampista,28.0,Spain,Spain,derecho,191,88,500000,2026-06-30,30,1639,0,0.32,False,christian rivera|real aviles|2023-24
2023-24,med,Sergio Carreira,Celta de Vigo,"RB, RWB",RB,Lateral,25.0,Spain,Spain,derecho,170,65,1200000,2029-06-30,20,1637,0,0.44,False,sergio carreira|celta de vigo|2023-24
2021-22,med,Borja Sainz,Porto,"RWF, RW, RAMF",RWF,Extremo,25.0,Spain,Spain,derecho,174,75,0,2030-06-30,32,1637,3,4.02,False,borja sainz|porto|2021-22
2022-23,med,Darío Poveda,Farense,"CF, RAMF",CF,Delantero,28.0,Spain,Spain,derecho,186,75,500000,2026-06-30,33,1634,4,4.09,False,dario poveda|farense|2022-23
2025-26,def,Dani Tasende,Real Zaragoza,LB,LB,Lateral,25.0,Spain,Spain,izquierdo,172,64,700000,2028-06-30,31,1632,0,1.13,False,dani tasende|real zaragoza|2025-26
2022-23,def,Pablo Íñiguez,,LCB,LCB,Central,32.0,Spain,Spain,izquierdo,183,75,300000,,19,1631,2,0.67,False,pablo iniguez||2022-23
2021-22,def,Benito Ramírez,FC Cartagena,"LB, LAMF, LW",LB,Lateral,30.0,Spain,Spain,izquierdo,179,69,600000,2026-06-30,31,1631,3,3.08,False,benito ramirez|fc cartagena|2021-22
2023-24,def,Unai Bustinza,,RCB,RCB,Central,34.0,Spain,Spain,derecho,174,75,300000,,17,1631,1,0.91,False,unai bustinza||2023-24
2025-26,def,Jorge Moreno,Cádiz CF,RCB,RCB,Central,24.0,Spain,Spain,derecho,184,78,0,,19,1628,1,0.5,False,jorge moreno|cadiz cf|2025-26
2022-23,med,Gaizka Larrazabal,Casa Pia AC,"RB, RW",RB,Lateral,28.0,Spain,Spain,derecho,181,78,1000000,2026-06-30,33,1628,0,0.36,False,gaizka larrazabal|casa pia ac|2022-23
2022-23,med,Iván Gil,UD Las Palmas,"LCMF, AMF",LCMF,Centrocampista,26.0,Spain,Spain,derecho,167,64,1000000,2027-06-30,27,1628,4,2.67,False,ivan gil|ud las palmas|2022-23
2023-24,def,Pablo Tomeo,Real Valladolid CF,"RCB, RCMF, LCB",RCB,Central,26.0,Spain,Spain,derecho,186,77,0,2027-06-30,29,1627,1,0.55,False,pablo tomeo|real valladolid cf|2023-24
2024-25,def,Carlos Neva,Albacete Balompié,"LB, LWB",LB,Lateral,29.0,Spain,Spain,izquierdo,174,64,0,2026-06-30,19,1626,1,0.35,False,carlos neva|albacete balompie|2024-25
2021-22,def,P. Gozzi,Troyes,LB,LB,Lateral,24.0,Italy,"Italy, Nigeria",izquierdo,184,77,400000,2026-06-30,23,1626,0,0.02,False,p gozzi|troyes|2021-22
2022-23,med,Pablo Martínez,Levante UD,"LDMF, RCMF, AMF",LDMF,Mediocentro,28.0,Spain,Spain,derecho,182,74,2500000,2026-06-30,27,1626,2,1.78,False,pablo martinez|levante ud|2022-23
2021-22,def,Carlos Isaac,Widzew Łódź,RB,RB,Lateral,27.0,Spain,Spain,derecho,184,77,500000,2028-06-30,19,1626,1,0.39,False,carlos isaac|widzew odz|2021-22
2025-26,att,Pablo Sáenz,Granada CF,"RWF, RW, RAMF",RWF,Extremo,25.0,Spain,Spain,izquierdo,175,68,0,2026-06-30,33,1623,4,2.74,False,pablo saenz|granada cf|2025-26
2024-25,med,Manu Trigueros,Granada CF,"RCMF, LCMF",RCMF,Centrocampista,34.0,Spain,Spain,derecho,178,75,1500000,2026-06-30,36,1621,3,2.42,False,manu trigueros|granada cf|2024-25
2025-26,att,Diego Collado,Cultural Leonesa,"CF, LW",CF,Delantero,25.0,Spain,Spain,derecho,183,67,800000,2026-06-30,38,1621,3,3.87,False,diego collado|cultural leonesa|2025-26
