temporada,categoria,jugador,equipo,posicion_wyscout,posicion_primaria,posicion_normalizada,edad,pais_nacimiento,pasaporte,pie,altura,peso,valor_mercado,vencimiento_contrato,partidos_jugados,minutos_jugados,goles,xg,cesion,_match_key
2024-25,def,Raúl Fernández,Deportivo Alavés,GK,GK,Portero,37.0,Spain,Spain,derecho,195,92,200000,2026-06-30,46,4606,0,0.0,False,raul fernandez|deportivo alaves|2024-25
2023-24,def,Leo Román,Mallorca,GK,GK,Portero,25.0,Spain,Spain,derecho,189,78,1800000,2030-06-30,46,4560,0,0.0,False,leo roman|mallorca|2023-24
2024-25,def,Aarón Escandell,Real Oviedo,GK,GK,Portero,30.0,Spain,Spain,derecho,185,72,1000000,2027-06-30,45,4520,0,0.0,False,aaron escandell|real oviedo|2024-25
2022-23,def,Antonio Sivera,Deportivo Alavés,GK,GK,Portero,29.0,Spain,Spain,derecho,185,79,6000000,2027-06-30,45,4491,0,0.0,False,antonio sivera|deportivo alaves|2022-23
2024-25,def,Dani Calvo,Real Oviedo,LCB,LCB,Central,31.0,Spain,Spain,derecho,190,82,1500000,2027-06-30,45,4489,2,2.24,False,dani calvo|real oviedo|2024-25
2024-25,med,Jon Gorrotxategi,Real Sociedad B,"DMF, RCMF",DMF,Mediocentro,23.0,Spain,Spain,derecho,177,67,0,2030-06-30,46,4478,4,1.75,False,jon gorrotxategi|real sociedad b|2024-25
2021-22,def,Juan Soriano,CD Leganés,GK,GK,Portero,28.0,Spain,Spain,derecho,185,78,1500000,2027-06-30,45,4422,0,0.0,False,juan soriano|cd leganes|2021-22
2024-25,def,Jokin Ezkieta,Racing Santander,GK,GK,Portero,29.0,Spain,Spain,derecho,193,80,1600000,2027-06-30,44,4404,0,0.0,False,jokin ezkieta|racing santander|2024-25
2023-24,def,L. Zidane,Granada CF,GK,GK,Portero,27.0,France,"France, Spain",derecho,183,78,2000000,2027-06-30,44,4361,0,0.0,False,l zidane|granada cf|2023-24
2023-24,def,Jokin Ezkieta,Racing Santander,GK,GK,Portero,29.0,Spain,Spain,derecho,193,80,1600000,2027-06-30,42,4262,0,0.0,False,jokin ezkieta|racing santander|2023-24
2023-24,def,Dani Calvo,Real Oviedo,LCB,LCB,Central,32.0,Spain,Spain,derecho,190,82,1500000,2027-06-30,44,4256,2,1.88,False,dani calvo|real oviedo|2023-24
2024-25,att,J. Panichelli,Strasbourg,CF,CF,Delantero,23.0,Argentina,Argentina,derecho,187,82,0,2030-06-30,44,4216,21,19.55,False,j panichelli|strasbourg|2024-25
2023-24,def,Ander Cantero,Burgos CF,GK,GK,Portero,31.0,Spain,Spain,izquierdo,189,82,1000000,2027-06-30,42,4190,0,0.29,False,ander cantero|burgos cf|2023-24
2025-26,def,Alfonso Herrero,Málaga CF,GK,GK,Portero,32.0,Spain,Spain,derecho,183,83,400000,2028-06-30,42,4182,0,0.0,False,alfonso herrero|malaga cf|2025-26
2021-22,def,Juan Carlos,Girona FC,GK,GK,Portero,37.0,Spain,Spain,derecho,186,85,200000,2026-06-30,42,4176,0,0.0,False,juan carlos|girona fc|2021-22
2024-25,def,Ander Cantero,Burgos CF,GK,GK,Portero,31.0,Spain,Spain,izquierdo,189,82,1000000,2027-06-30,42,4163,0,0.0,False,ander cantero|burgos cf|2024-25
2025-26,def,Juan Soriano,CD Leganés,GK,GK,Portero,28.0,Spain,Spain,derecho,185,78,1500000,2027-06-30,42,4159,0,0.0,False,juan soriano|cd leganes|2025-26
2025-26,def,Ander Cantero,Burgos CF,GK,GK,Portero,31.0,Spain,Spain,izquierdo,189,82,1000000,2027-06-30,42,4145,0,0.0,False,ander cantero|burgos cf|2025-26
2025-26,def,Andrés Fernández,UD Almería,GK,GK,Portero,39.0,Spain,Spain,derecho,187,82,400000,2027-06-30,41,4128,0,0.0,False,andres fernandez|ud almeria|2025-26
2023-24,att,M. Braithwaite,Grêmio,CF,CF,Delantero,34.0,Denmark,"Denmark, Guyana",derecho,177,73,3200000,2027-12-31,43,4128,22,21.7,False,m braithwaite|gremio|2023-24
2025-26,def,Jon Mikel,SD Eibar,GK,GK,Portero,25.0,Spain,Spain,derecho,183,78,600000,2026-06-30,42,4127,0,0.16,False,jon mikel|sd eibar|2025-26
2022-23,def,Andrés Fernández,UD Almería,GK,GK,Portero,39.0,Spain,Spain,derecho,187,82,400000,2027-06-30,42,4124,0,0.0,False,andres fernandez|ud almeria|2022-23
2022-23,def,Juan Soriano,CD Leganés,GK,GK,Portero,28.0,Spain,Spain,derecho,185,78,1500000,2027-06-30,42,4116,0,0.0,False,juan soriano|cd leganes|2022-23
2023-24,def,José Antonio Caro,UD Las Palmas,GK,GK,Portero,31.0,Spain,Spain,derecho,184,83,1500000,2026-06-30,41,4108,0,0.0,False,jose antonio caro|ud las palmas|2023-24
2021-22,def,B. Espinosa,,"CB, LCB",CB,Central,36.0,Colombia,"Colombia, Spain",derecho,192,85,550000,,43,4102,3,3.54,False,b espinosa||2021-22
2021-22,def,Joan Femenías,Penafiel,GK,GK,Portero,29.0,Spain,Spain,derecho,189,79,600000,2026-06-30,42,4097,0,0.0,False,joan femenias|penafiel|2021-22
2024-25,def,Andrés Fernández,UD Almería,GK,GK,Portero,39.0,Spain,Spain,derecho,187,82,400000,2027-06-30,41,4084,0,0.0,False,andres fernandez|ud almeria|2024-25
2023-24,def,Álvaro Fernández,Deportivo de La Coruña,GK,GK,Portero,28.0,Spain,Spain,izquierdo,185,75,2500000,2027-06-30,42,4076,0,0.0,False,alvaro fernandez|deportivo de la coruna|2023-24
2024-25,def,Alfonso Herrero,Málaga CF,GK,GK,Portero,31.0,Spain,Spain,derecho,183,83,400000,2028-06-30,41,4061,0,0.0,False,alfonso herrero|malaga cf|2024-25
2023-24,def,Anaitz Arbilla,SD Eibar,LCB,LCB,Central,38.0,Spain,Spain,derecho,178,76,400000,2026-06-30,43,4053,1,0.92,False,anaitz arbilla|sd eibar|2023-24
2024-25,def,Pablo Vázquez,Sporting Gijón,RCB,RCB,Central,31.0,Spain,Spain,derecho,187,83,500000,2027-06-30,42,4052,2,2.19,False,pablo vazquez|sporting gijon|2024-25
2023-24,def,Sergio González,Al Riyadh,LCB,LCB,Central,33.0,Spain,Spain,derecho,189,70,1800000,,41,4049,6,2.53,False,sergio gonzalez|al riyadh|2023-24
2025-26,def,Édgar Badía,Cultural Leonesa,GK,GK,Portero,34.0,Spain,Spain,derecho,181,79,1400000,2026-06-30,41,4031,0,0.24,False,edgar badia|cultural leonesa|2025-26
2023-24,def,Viti Rozada,UD Las Palmas,"RB, RAMF",RB,Lateral,28.0,Spain,Spain,derecho,170,64,0,2027-06-30,45,4025,0,1.1,False,viti rozada|ud las palmas|2023-24
2024-25,def,Hugo Rincón,Girona FC,"RB, RWB",RB,Lateral,22.0,Spain,Spain,derecho,183,75,250000,2028-06-30,43,4025,3,2.87,True,hugo rincon|girona fc|2024-25
2021-22,def,Fernando Martínez,UD Almería,GK,GK,Portero,35.0,Spain,Spain,derecho,183,88,700000,2026-06-30,41,4021,0,0.0,False,fernando martinez|ud almeria|2021-22
2025-26,def,D. Horkaš,UD Las Palmas,GK,GK,Portero,27.0,Croatia,"Croatia, Bosnia and Herzegovina",derecho,189,77,1200000,2028-06-30,41,4013,0,0.0,False,d horkas|ud las palmas|2025-26
2023-24,def,Aitor Córdoba,Tianjin Tigers,RCB,RCB,Central,30.0,Spain,Spain,derecho,191,80,1200000,2027-12-31,41,4009,0,1.88,False,aitor cordoba|tianjin tigers|2023-24
2023-24,med,Enric Franquesa,CD Leganés,LB,LB,Lateral,29.0,Spain,Spain,izquierdo,174,71,0,2028-06-30,41,4009,2,1.82,False,enric franquesa|cd leganes|2023-24
2021-22,def,Andrés Fernández,UD Almería,GK,GK,Portero,39.0,Spain,Spain,derecho,187,82,400000,2027-06-30,41,4002,0,0.0,False,andres fernandez|ud almeria|2021-22
2024-25,def,Aitor Córdoba,Tianjin Tigers,"RCB, LCB",RCB,Central,30.0,Spain,Spain,derecho,191,80,1200000,2027-12-31,41,4001,1,0.9,False,aitor cordoba|tianjin tigers|2024-25
2023-24,med,Monchu,Juárez,LCMF,LCMF,Centrocampista,26.0,Spain,Spain,derecho,173,70,0,2029-06-30,42,3992,6,7.96,True,monchu|juarez|2023-24
2021-22,def,Juanpe,Atlético de San Luis,"LCB, RCB",LCB,Central,34.0,Spain,Spain,derecho,190,80,1000000,2027-05-31,42,3985,2,2.37,False,juanpe|atletico de san luis|2021-22
2024-25,att,L. Suárez,Sporting CP,CF,CF,Delantero,28.0,Colombia,"Colombia, Spain",derecho,180,74,0,2030-06-30,41,3984,28,28.79,False,l suarez|sporting cp|2024-25
2023-24,med,Jesús Bernal,Sporting Gijón,"RDMF, RCMF, LDMF",RDMF,Mediocentro,29.0,Spain,Spain,derecho,182,76,1200000,2027-06-30,41,3983,0,0.7,False,jesus bernal|sporting gijon|2023-24
2024-25,def,Unai Elgezabal,Levante UD,RCB,RCB,Central,33.0,Spain,Spain,derecho,185,74,700000,2027-06-30,40,3981,0,0.98,False,unai elgezabal|levante ud|2024-25
2022-23,med,José Salinas,RCD Espanyol Barcelona,"LB, LWB",LB,Lateral,25.0,Spain,Spain,izquierdo,179,69,1000000,2028-06-30,41,3978,2,2.2,False,jose salinas|rcd espanyol barcelona|2022-23
2024-25,def,Carlos Marín,Córdoba CF,GK,GK,Portero,29.0,Spain,Spain,derecho,187,79,400000,2028-06-30,40,3974,0,0.0,False,carlos marin|cordoba cf|2024-25
2022-23,def,Aitor Córdoba,Tianjin Tigers,RCB,RCB,Central,30.0,Spain,Spain,derecho,191,80,1200000,2027-12-31,41,3971,0,0.34,False,aitor cordoba|tianjin tigers|2022-23
2024-25,med,Alberto Reina,Real Oviedo,RCMF,RCMF,Centrocampista,28.0,Spain,Spain,derecho,179,72,600000,2027-06-30,45,3965,7,6.16,False,alberto reina|real oviedo|2024-25
2023-24,def,Rubén Yáñez,Sporting Gijón,GK,GK,Portero,32.0,Spain,Spain,derecho,188,85,1800000,2028-06-30,40,3955,0,0.0,False,ruben yanez|sporting gijon|2023-24
2023-24,def,Manu Hernando,Racing Santander,RCB,RCB,Central,27.0,Spain,Spain,derecho,183,77,1400000,2028-06-30,40,3946,3,1.58,False,manu hernando|racing santander|2023-24
2025-26,def,Rubén Yáñez,Sporting Gijón,GK,GK,Portero,32.0,Spain,Spain,derecho,188,85,1800000,2028-06-30,40,3931,0,0.0,False,ruben yanez|sporting gijon|2025-26
2023-24,def,Juan Soriano,CD Leganés,GK,GK,Portero,28.0,Spain,Spain,derecho,185,78,1500000,2027-06-30,40,3930,0,0.0,False,juan soriano|cd leganes|2023-24
2023-24,def,Luis Pérez,Gaziantep,RB,RB,Lateral,31.0,Spain,Spain,derecho,173,71,1600000,2027-06-30,41,3925,0,1.03,False,luis perez|gaziantep|2023-24
2024-25,med,S. Colombatto,Real Oviedo,"LDMF, LCMF",LDMF,Mediocentro,28.0,Argentina,"Argentina, Italy",izquierdo,179,71,4000000,2027-06-30,43,3923,4,3.64,True,s colombatto|real oviedo|2024-25
2022-23,med,Pepelu,Valencia,"LCMF, RCMF, RDMF",LCMF,Centrocampista,27.0,Spain,Spain,derecho,185,73,22000000,2028-06-30,43,3920,1,2.45,False,pepelu|valencia|2022-23
2025-26,def,Grego Sierra,Burgos CF,LCB,LCB,Central,33.0,Spain,Spain,izquierdo,186,74,700000,2028-06-30,40,3917,2,1.36,False,grego sierra|burgos cf|2025-26
2021-22,def,Marc Martínez,CD Lugo,GK,GK,Portero,35.0,Spain,Spain,derecho,186,74,300000,2026-06-30,40,3907,0,0.0,False,marc martinez|cd lugo|2021-22
2024-25,def,Édgar González,FC Andorra,"LCB, RCB",LCB,Central,29.0,Spain,Spain,derecho,193,78,3000000,2028-06-30,42,3903,2,2.22,True,edgar gonzalez|fc andorra|2024-25
2023-24,med,Curro Sánchez,Burgos CF,"CF, AMF, RW",CF,Delantero,30.0,Spain,Spain,izquierdo,174,71,2200000,2027-06-30,41,3902,15,11.06,False,curro sanchez|burgos cf|2023-24
2025-26,med,Mario Soriano,Deportivo de La Coruña,"LCMF, RCMF",LCMF,Centrocampista,24.0,Spain,Spain,derecho,163,60,0,2028-06-30,42,3891,6,3.89,False,mario soriano|deportivo de la coruna|2025-26
2023-24,def,L. Cabrera,RCD Espanyol Barcelona,"LCB, LB",LCB,Central,34.0,Uruguay,"Uruguay, Spain",izquierdo,190,82,1200000,2027-06-30,41,3887,1,1.4,False,l cabrera|rcd espanyol barcelona|2023-24
2024-25,def,G. Crettaz,NEC,GK,GK,Portero,26.0,Argentina,"Argentina, Spain",derecho,184,78,500000,2028-06-30,40,3887,0,0.0,False,g crettaz|nec|2024-25
2023-24,med,Matheus Pereira,Corinthians,LDMF,LDMF,Mediocentro,27.0,Brazil,Brazil,izquierdo,183,76,1200000,2027-12-31,42,3882,1,1.76,True,matheus pereira|corinthians|2023-24
2023-24,def,Diego Conde,Villarreal CF B,GK,GK,Portero,27.0,Spain,Spain,derecho,188,83,2000000,2029-06-30,40,3881,0,0.0,False,diego conde|villarreal cf b|2023-24
2022-23,def,José Antonio Caro,UD Las Palmas,GK,GK,Portero,31.0,Spain,Spain,derecho,184,83,1500000,2026-06-30,41,3877,0,0.0,False,jose antonio caro|ud las palmas|2022-23
2022-23,med,Luis Rioja,Valencia,"LAMF, LW, RAMF",LAMF,Mediapunta,32.0,Spain,Spain,izquierdo,175,68,4000000,2027-06-30,42,3864,10,5.67,False,luis rioja|valencia|2022-23
2024-25,def,Rubén Yáñez,Sporting Gijón,GK,GK,Portero,32.0,Spain,Spain,derecho,188,85,1800000,2028-06-30,39,3859,0,0.0,False,ruben yanez|sporting gijon|2024-25
2023-24,med,Iñigo Vicente,Racing Santander,"LAMF, LW, AMF",LAMF,Mediapunta,28.0,Spain,Spain,derecho,178,69,0,2030-06-30,40,3856,3,4.27,False,inigo vicente|racing santander|2023-24
2024-25,med,Andrés Martín,Racing Santander,"RAMF, RW",RAMF,Mediapunta,26.0,Spain,Spain,izquierdo,178,65,0,2028-06-30,43,3853,17,17.05,False,andres martin|racing santander|2024-25
2022-23,med,P. De Blasis,FC Cartagena,AMF,AMF,Mediapunta,38.0,Argentina,Argentina,derecho,165,65,300000,2026-06-30,41,3841,2,2.76,False,p de blasis|fc cartagena|2022-23
2025-26,med,Miguel Atienza,Burgos CF,"LCMF, RCMF, LDMF",LCMF,Centrocampista,27.0,Spain,Spain,derecho,186,77,1000000,2026-06-30,40,3838,2,2.45,False,miguel atienza|burgos cf|2025-26
2024-25,def,Víctor Chust,Elche CF,"LCB, RCB",LCB,Central,25.0,Spain,Spain,derecho,184,79,2000000,2028-06-30,40,3835,3,0.83,True,victor chust|elche cf|2024-25
2023-24,med,Manu Fuster,UD Las Palmas,"LW, LCMF",LW,Extremo,28.0,Spain,Spain,derecho,169,62,2400000,2028-06-30,42,3830,8,9.35,False,manu fuster|ud las palmas|2023-24
2025-26,def,F. Miguel,Burgos CF,LB,LB,Lateral,29.0,France,"France, Portugal",izquierdo,179,70,1000000,2026-06-30,40,3827,2,1.66,False,f miguel|burgos cf|2025-26
2021-22,def,David Costas,Real Oviedo,RCB,RCB,Central,30.0,Spain,Spain,derecho,181,73,1400000,2028-06-30,40,3826,1,1.07,False,david costas|real oviedo|2021-22
2021-22,med,Aleix García,Bayer Leverkusen,"LCMF, DMF",LCMF,Centrocampista,28.0,Spain,Spain,derecho,173,68,25000000,2029-06-30,42,3823,0,1.72,False,aleix garcia|bayer leverkusen|2021-22
2022-23,med,Lander Olaetxea,SD Eibar,"DMF, CB",DMF,Mediocentro,33.0,Spain,Spain,derecho,179,75,600000,2027-06-30,41,3821,3,4.35,False,lander olaetxea|sd eibar|2022-23
2021-22,def,Dani Calvo,Real Oviedo,LCB,LCB,Central,31.0,Spain,Spain,derecho,190,82,1500000,2027-06-30,41,3818,1,0.97,False,dani calvo|real oviedo|2021-22
2024-25,def,J. Mellot,CD Castellón,"RB, LB, RCB",RB,Lateral,31.0,France,France,derecho,178,70,1200000,2027-06-30,40,3813,0,0.65,False,j mellot|cd castellon|2024-25
2025-26,def,R. Matthys,CD Castellón,GK,GK,Portero,27.0,Belgium,Belgium,derecho,183,80,400000,2027-06-30,38,3811,0,0.0,False,r matthys|cd castellon|2025-26
2021-22,med,Arnau Martínez,Girona FC,"RB, RWB",RB,Lateral,22.0,Spain,Spain,derecho,182,74,10000000,2027-06-30,40,3810,2,3.27,False,arnau martinez|girona fc|2021-22
2025-26,med,Álex Calatrava,CD Castellón,"CF, AMF",CF,Delantero,25.0,Spain,Spain,izquierdo,175,68,0,2029-06-30,41,3807,14,12.05,False,alex calatrava|cd castellon|2025-26
2021-22,def,Raúl Lizoáin,Albacete Balompié,GK,GK,Portero,35.0,Spain,Spain,izquierdo,188,80,300000,2026-06-30,39,3797,0,0.0,False,raul lizoain|albacete balompie|2021-22
2024-25,med,Iñigo Vicente,Racing Santander,"LAMF, AMF, LW",LAMF,Mediapunta,28.0,Spain,Spain,derecho,178,69,0,2030-06-30,42,3797,4,6.0,False,inigo vicente|racing santander|2024-25
2025-26,def,Iker Recio,Cádiz CF,LCB,LCB,Central,24.0,Spain,Spain,izquierdo,184,80,50000,2028-06-30,39,3796,0,0.11,False,iker recio|cadiz cf|2025-26
2024-25,def,Pablo Tomeo,Real Valladolid CF,"LCB, RCB",LCB,Central,25.0,Spain,Spain,derecho,186,77,0,2027-06-30,44,3789,4,3.16,False,pablo tomeo|real valladolid cf|2024-25
2023-24,med,Sergio Ortu,Cádiz CF,RCMF,RCMF,Centrocampista,26.0,Spain,Spain,derecho,178,72,1000000,2028-06-30,41,3785,4,1.54,False,sergio ortu|cadiz cf|2023-24
2022-23,med,Jorge Miramón,AEK Larnaca ,"RB, LB",RB,Lateral,36.0,Spain,Spain,derecho,175,72,1000000,2026-05-31,40,3778,1,1.38,False,jorge miramon|aek larnaca|2022-23
2021-22,def,Javi Hernández,Al Arabi,"LB, LCB",LB,Lateral,27.0,Spain,Spain,izquierdo,183,76,2500000,2027-06-30,39,3774,3,2.51,True,javi hernandez|al arabi|2021-22
2021-22,def,Jair Amador,SD Eibar,LCB,LCB,Central,36.0,Portugal,"Portugal, Spain",izquierdo,190,89,500000,2026-06-30,39,3773,1,2.94,False,jair amador|sd eibar|2021-22
2023-24,med,S. Colombatto,Real Oviedo,"LDMF, LCMF",LDMF,Mediocentro,29.0,Argentina,"Argentina, Italy",izquierdo,179,71,4000000,2027-06-30,41,3772,3,3.95,True,s colombatto|real oviedo|2023-24
2025-26,def,Juan Gutiérrez,CD Mirandés,RCB,RCB,Central,26.0,Spain,Spain,derecho,188,79,200000,2026-06-30,38,3772,0,1.47,False,juan gutierrez|cd mirandes|2025-26
2022-23,def,Lucas Ahijado,Real Oviedo,RB,RB,Lateral,31.0,Spain,Spain,derecho,174,75,1000000,2026-06-30,40,3763,0,0.36,False,lucas ahijado|real oviedo|2022-23
2024-25,def,M. Dituro,Elche CF,GK,GK,Portero,38.0,Argentina,"Argentina, Chile",derecho,191,86,300000,2027-06-30,38,3759,0,0.0,False,m dituro|elche cf|2024-25
2021-22,med,Edu Expósito,RCD Espanyol Barcelona,"AMF, LCMF",AMF,Mediapunta,29.0,Spain,Spain,derecho,178,68,2500000,2027-06-30,42,3749,7,7.68,False,edu exposito|rcd espanyol barcelona|2021-22
2022-23,def,Óscar Whalley,Guadalajara,GK,GK,Portero,32.0,Spain,"Spain, Mexico",izquierdo,191,82,500000,2027-06-30,38,3749,0,0.0,False,oscar whalley|guadalajara|2022-23
2023-24,def,Antonio Glauder,Johor Darul Ta'zim,LCB,LCB,Central,30.0,Spain,Spain,izquierdo,184,76,900000,2026-05-31,39,3747,3,2.58,False,antonio glauder|johor darul tazim|2023-24
2022-23,att,Manu Fuster,UD Las Palmas,"LW, LWF",LW,Extremo,28.0,Spain,Spain,derecho,169,62,2400000,2028-06-30,42,3746,8,5.83,False,manu fuster|ud las palmas|2022-23
2025-26,def,Carlos Hernández,AD Ceuta FC,"RCB, CB",RCB,Central,35.0,Spain,Spain,derecho,185,80,100000,2026-06-30,39,3746,1,3.19,False,carlos hernandez|ad ceuta fc|2025-26
2025-26,med,A. Diawara,CD Leganés,"RCMF, LCMF, RDMF",RCMF,Centrocampista,28.0,Guinea,"Guinea, Italy",derecho,183,75,1500000,2027-06-30,40,3741,3,3.29,False,a diawara|cd leganes|2025-26
2025-26,att,Luis Chacón,Cultural Leonesa,"AMF, CF, LW",AMF,Mediapunta,26.0,Spain,Spain,derecho,174,60,350000,2028-06-30,40,3724,8,8.19,True,luis chacon|cultural leonesa|2025-26
2023-24,def,Abel Bretones,Osasuna,LB,LB,Lateral,25.0,Spain,Spain,izquierdo,186,78,1800000,2029-06-30,43,3713,1,0.86,False,abel bretones|osasuna|2023-24
2024-25,def,Ignasi Vilarrasa,Córdoba CF,"LB, LWB",LB,Lateral,26.0,Spain,Spain,izquierdo,183,81,900000,2027-06-30,41,3697,1,1.79,False,ignasi vilarrasa|cordoba cf|2024-25
2025-26,med,Àlex Corredera,Sporting Gijón,"LDMF, AMF, LCMF",LDMF,Mediocentro,30.0,Spain,Spain,izquierdo,178,72,1000000,2028-06-30,39,3695,1,2.1,False,alex corredera|sporting gijon|2025-26
2021-22,def,C. Álvarez,,GK,GK,Portero,40.0,Argentina,"Argentina, Spain",derecho,185,88,100000,,38,3690,0,0.0,False,c alvarez||2021-22
2022-23,med,Jorge De Frutos,Rayo Vallecano,"RW, RAMF, LW",RW,Extremo,29.0,Spain,Spain,derecho,173,71,4000000,2028-06-30,43,3688,5,4.56,False,jorge de frutos|rayo vallecano|2022-23
2023-24,def,Oier Luengo,Burgos CF,"RCB, RB",RCB,Central,28.0,Spain,Spain,derecho,183,82,1000000,2027-06-30,40,3680,2,3.01,True,oier luengo|burgos cf|2023-24
2022-23,med,Matheus Pereira,Corinthians,"LDMF, LCMF",LDMF,Mediocentro,28.0,Brazil,Brazil,izquierdo,183,76,1200000,2027-12-31,41,3674,2,1.74,True,matheus pereira|corinthians|2022-23
2025-26,med,Andrés Martín,Racing Santander,"RAMF, RW",RAMF,Mediapunta,26.0,Spain,Spain,izquierdo,178,65,0,2028-06-30,40,3673,23,16.7,False,andres martin|racing santander|2025-26
2023-24,def,Alcalá,Gimnàstic Tarragona,"RCB, CB",RCB,Central,37.0,Spain,Spain,derecho,196,93,300000,2026-06-30,37,3672,0,2.32,False,alcala|gimnastic tarragona|2023-24
2025-26,med,José Corpas,SD Eibar,"RAMF, LW, RW",RAMF,Mediapunta,34.0,Spain,Spain,derecho,178,72,2000000,2026-06-30,40,3672,7,8.01,False,jose corpas|sd eibar|2025-26
2025-26,def,Guille Rosas,Sporting Gijón,RB,RB,Lateral,26.0,Spain,Spain,derecho,174,67,1200000,2028-06-30,40,3671,2,1.99,False,guille rosas|sporting gijon|2025-26
2025-26,med,Sergio Arribas,UD Almería,"AMF, CF",AMF,Mediapunta,24.0,Spain,Spain,izquierdo,174,71,0,2029-06-30,41,3669,24,20.12,False,sergio arribas|ud almeria|2025-26
2023-24,def,Sergio Barcia,UD Las Palmas,"LCB, CB, RCB",LCB,Central,25.0,Spain,Spain,derecho,186,82,1000000,2027-06-30,40,3668,2,2.32,True,sergio barcia|ud las palmas|2023-24
2023-24,att,J. Otero,Sporting Gijón,CF,CF,Delantero,30.0,Colombia,Colombia,derecho,182,70,2500000,2027-06-30,40,3667,10,8.98,False,j otero|sporting gijon|2023-24
2022-23,def,T. Datković,Lion City Sailors FC,"LCB, LB",LCB,Central,32.0,Croatia,Croatia,izquierdo,184,76,500000,2026-06-30,39,3667,0,1.43,False,t datkovic|lion city sailors fc|2022-23
2022-23,def,Miguel Loureiro,Deportivo de La Coruña,RB,RB,Lateral,29.0,Spain,Spain,derecho,182,76,1000000,2028-06-30,40,3665,1,0.56,False,miguel loureiro|deportivo de la coruna|2022-23
2024-25,med,José Salinas,RCD Espanyol Barcelona,"LB, LWB",LB,Lateral,25.0,Spain,Spain,izquierdo,179,69,1000000,2028-06-30,39,3661,2,2.43,False,jose salinas|rcd espanyol barcelona|2024-25
2021-22,def,José León,CD Tenerife,LCB,LCB,Central,31.0,Spain,Spain,izquierdo,183,83,700000,2026-06-30,39,3658,1,1.31,False,jose leon|cd tenerife|2021-22
2023-24,med,Marc Mateu,CD Tenerife,"LB, LW",LB,Lateral,35.0,Spain,Spain,izquierdo,180,71,700000,2027-06-30,38,3657,0,1.3,False,marc mateu|cd tenerife|2023-24
2022-23,def,Iván Calero,Cultural Leonesa,RB,RB,Lateral,30.0,Spain,Spain,derecho,174,70,700000,2028-06-30,39,3655,1,1.44,False,ivan calero|cultural leonesa|2022-23
2024-25,med,Carlos Álvarez,Levante UD,"RW, RAMF",RW,Extremo,22.0,Spain,Spain,izquierdo,168,60,1200000,2027-06-30,42,3650,7,6.15,False,carlos alvarez|levante ud|2024-25
2024-25,med,Yussi Diarra,Cádiz CF,"RCMF, CF, AMF",RCMF,Centrocampista,27.0,Mali,"Mali, Spain",derecho,174,71,350000,2029-06-30,42,3648,5,5.34,False,yussi diarra|cadiz cf|2024-25
2022-23,def,Rubén Duarte,Pumas UNAM,"LB, LCB",LB,Lateral,30.0,Spain,Spain,izquierdo,179,72,3000000,2027-06-30,41,3642,0,0.59,False,ruben duarte|pumas unam|2022-23
2022-23,def,A. Rațiu,Rayo Vallecano,RB,RB,Lateral,27.0,Romania,"Romania, Spain",derecho,183,75,3000000,2030-06-30,38,3642,2,1.25,False,a ratiu|rayo vallecano|2022-23
2025-26,att,César Gelabert,Sporting Gijón,"AMF, RAMF, CF",AMF,Mediapunta,25.0,Spain,Spain,derecho,182,73,0,2028-06-30,41,3639,8,7.02,False,cesar gelabert|sporting gijon|2025-26
2024-25,def,Helton Leite,Vila Nova,GK,GK,Portero,35.0,Brazil,"Brazil, Portugal",derecho,196,93,1000000,2026-11-30,37,3637,0,0.0,False,helton leite|vila nova|2024-25
2023-24,med,Josué Dorrio,Málaga CF,"RW, RAMF",RW,Extremo,32.0,Spain,Spain,derecho,170,67,800000,2026-06-30,42,3633,3,5.45,False,josue dorrio|malaga cf|2023-24
2025-26,med,L. Amatucci,UD Las Palmas,"LCMF, LDMF, DMF",LCMF,Centrocampista,22.0,Italy,Italy,derecho,172,65,0,2028-06-30,40,3632,0,1.14,True,l amatucci|ud las palmas|2025-26
2022-23,def,Unai Elgezabal,Levante UD,"CB, RCMF, RDMF",CB,Central,32.0,Spain,Spain,derecho,185,74,700000,2027-06-30,39,3632,1,2.86,False,unai elgezabal|levante ud|2022-23
2025-26,def,Enrique Clemente,UD Las Palmas,LB,LB,Lateral,27.0,Spain,Spain,izquierdo,182,79,400000,2029-06-30,38,3632,5,1.8,False,enrique clemente|ud las palmas|2025-26
2023-24,def,Miguel Loureiro,Deportivo de La Coruña,"RCB, RB",RCB,Central,29.0,Spain,Spain,derecho,182,76,1000000,2028-06-30,40,3629,3,2.62,False,miguel loureiro|deportivo de la coruna|2023-24
2025-26,def,Miguel Loureiro,Deportivo de La Coruña,"LCB, RCB",LCB,Central,29.0,Spain,Spain,derecho,182,76,1000000,2028-06-30,38,3627,0,2.35,False,miguel loureiro|deportivo de la coruna|2025-26
2023-24,att,Iker Losada,Levante UD,"AMF, LAMF, CF",AMF,Mediapunta,24.0,Spain,Spain,derecho,175,70,1800000,2029-06-30,42,3625,9,6.74,True,iker losada|levante ud|2023-24
2023-24,def,Róber Pier,Atlas,"LCB, LCMF",LCB,Central,30.0,Spain,Spain,derecho,182,74,1500000,,41,3623,0,1.12,False,rober pier|atlas|2023-24
