temporada,club,jugador,movimiento,club_origen,club_destino,pais_club,fecha,importe_original,importe_numerico,tipo_operacion,valor_mercado,posicion,edad,nacionalidad
2021-22,CD Mirandés,Roger Brugué,alta,Levante UD,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€200k,Left Winger,24,Spain
2021-22,CD Mirandés,Sergio Camello,alta,-,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€2.30m,Centre-Forward,20,Spain
2021-22,CD Mirandés,Sergio Carreira,alta,Celta de Vigo,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€1.00m,Right-Back,20,Spain
2021-22,CD Mirandés,Simón Moreno,alta,Villarreal CF B,CD Mirandés,Spain,-,free transfer,0.0,libre,€300k,Centre-Forward,24,Spain
2021-22,CD Mirandés,Unai Rementeria,alta,Arenas Club,CD Mirandés,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,21,Spain
2021-22,CD Mirandés,Warren Tchimbembé,alta,FC Metz,CD Mirandés,France,-,loan transfer,0.0,cesión,€1.20m,Defensive Midfield,23,Congo
2021-22,CD Mirandés,Antonio Caballero,baja,CD Mirandés,UCAM Murcia CF,Spain,-,free transfer,0.0,libre,€300k,Central Midfield,27,Spain
2021-22,CD Mirandés,Bojan Letic,baja,CD Mirandés,-,Azerbaijan,-,free transfer,0.0,libre,€300k,Left-Back,29,Bosnia-Herzegovina
2021-22,CD Mirandés,Carlos Julio Martínez,baja,CD Mirandés,Miedz Legnica,Poland,-,free transfer,0.0,libre,€500k,Right-Back,27,Dominican Republic
2021-22,CD Mirandés,Cristo,baja,CD Mirandés,Udinese Calcio,Italy,30/06/2021,End of loan,0.0,retorno de cesión,€1.50m,Left Winger,23,Spain
2021-22,CD Mirandés,Dani Vivian,baja,CD Mirandés,Athletic Bilbao,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.50m,Centre-Back,21,Spain
2021-22,CD Mirandés,Erik Jirka,baja,CD Mirandés,Red Star Belgrade,Serbia,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Right Midfield,23,Slovakia
2021-22,CD Mirandés,Genaro Rodríguez,baja,CD Mirandés,Málaga CF,Spain,-,free transfer,0.0,libre,€300k,Defensive Midfield,23,Spain
2021-22,CD Mirandés,Iván Martín,baja,CD Mirandés,Villarreal CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Central Midfield,22,Spain
2021-22,CD Mirandés,Javi Jiménez,baja,CD Mirandés,Málaga CF,Spain,-,free transfer,0.0,libre,€400k,Left-Back,25,Spain
2021-22,CD Mirandés,Javi Muñoz,baja,CD Mirandés,Deportivo Alavés,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Central Midfield,26,Spain
2021-22,CD Mirandés,Juan Berrocal,baja,CD Mirandés,Sevilla FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.50m,Centre-Back,22,Spain
2021-22,CD Mirandés,Limones,baja,CD Mirandés,CD Badajoz,Spain,-,free transfer,0.0,libre,€100k,Goalkeeper,34,Spain
2021-22,CD Mirandés,Mario Barco,baja,CD Mirandés,CD Castellón,Spain,-,free transfer,0.0,libre,€300k,Centre-Forward,28,Spain
2021-22,CD Mirandés,Mohamed Ezzarfani,baja,CD Mirandés,RCD Espanyol B,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Left Winger,23,Morocco
2021-22,CD Mirandés,Naïs Djouahra,baja,CD Mirandés,Real Sociedad B,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Left Winger,21,France
2021-22,CD Mirandés,Nicolas Jackson,baja,CD Mirandés,Villarreal CF B,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,20,Senegal
2021-22,CD Mirandés,Pablo Martínez,baja,CD Mirandés,Levante UD,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Central Midfield,23,Spain
2021-22,CD Mirandés,Pablo Trigueros,baja,CD Mirandés,Deportivo de La Coruña,Spain,-,free transfer,0.0,libre,€300k,Centre-Back,28,Spain
2021-22,CD Mirandés,Ricardo Schutte,baja,CD Mirandés,Rio Ave FC U23,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,23,Portugal
2021-22,CD Mirandés,Sergio Moreno,baja,CD Mirandés,Rayo Vallecano,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Centre-Forward,22,Spain
2021-22,CD Mirandés,Simón Moreno,baja,CD Mirandés,Villarreal CF B,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,23,Spain
2021-22,CD Mirandés,Unai Rementeria,baja,CD Mirandés,Bilbao Athletic,Spain,-,loan transfer,0.0,cesión,€200k,Central Midfield,22,Spain
2021-22,CD Mirandés,Víctor Gómez,baja,CD Mirandés,RCD Espanyol Barcelona,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€2.50m,Right-Back,21,Spain
2021-22,CD Tenerife,Adri Herrera,alta,Zamora CF,CD Tenerife,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€50k,Centre-Forward,22,Spain
2021-22,CD Tenerife,Andrés Martín,alta,Rayo Vallecano,CD Tenerife,Spain,-,loan transfer,0.0,cesión,€1.20m,Right Winger,22,Spain
2021-22,CD Tenerife,Elady Zorrilla,alta,FC Cartagena,CD Tenerife,Spain,-,free transfer,0.0,libre,€400k,Left Winger,31,Spain
2021-22,CD Tenerife,Elliot Gómez,alta,-,CD Tenerife,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Right Winger,22,Spain
2021-22,CD Tenerife,Enric Gallego,alta,CA Osasuna,CD Tenerife,Spain,-,free transfer,0.0,libre,€1.00m,Centre-Forward,34,Spain
2021-22,CD Tenerife,Ignacio Otaño,alta,CD Tudelano,CD Tenerife,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€150k,Goalkeeper,25,Spain
2021-22,CD Tenerife,José León,alta,AD Alcorcón,CD Tenerife,Spain,-,free transfer,0.0,libre,€500k,Centre-Back,26,Spain
2021-22,CD Tenerife,José Naranjo,alta,AEK Larnaca,CD Tenerife,Cyprus,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Left Winger,26,Spain
2021-22,CD Tenerife,Juan Soriano,alta,Sevilla FC,CD Tenerife,Spain,-,free transfer,0.0,libre,€1.00m,Goalkeeper,23,Spain
2021-22,CD Tenerife,Jérémy Mellot,alta,EA Guingamp,CD Tenerife,France,-,free transfer,0.0,libre,€700k,Right-Back,27,France
2021-22,CD Tenerife,Mario González,alta,SC Braga,CD Tenerife,Portugal,-,loan transfer,0.0,cesión,€3.00m,Centre-Forward,25,Spain
2021-22,CD Tenerife,Matías Nahuel,alta,Real Oviedo,CD Tenerife,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Left Winger,24,Spain
2021-22,CD Tenerife,Míchel Herrero,alta,-,CD Tenerife,Spain,-,free transfer,0.0,libre,€1.20m,Central Midfield,32,Spain
2021-22,CD Tenerife,Pablo Larrea,alta,SD Ponferradina,CD Tenerife,Spain,-,free transfer,0.0,libre,€400k,Central Midfield,27,Spain
2021-22,CD Tenerife,Rubén Díez,alta,CD Castellón,CD Tenerife,Spain,-,€200k,200000.0,traspaso,€500k,Attacking Midfield,27,Spain
2021-22,CD Tenerife,Sergio González,alta,Cádiz CF,CD Tenerife,Spain,-,free transfer,0.0,libre,€500k,Centre-Back,24,Spain
2021-22,CD Tenerife,Víctor Mollejo,alta,-,CD Tenerife,Spain,-,loan transfer,0.0,cesión,€3.00m,Right Winger,20,Spain
2021-22,CD Tenerife,Àlex Corredera,alta,CD Badajoz,CD Tenerife,Spain,-,free transfer,0.0,libre,€600k,Central Midfield,25,Spain
2021-22,CD Tenerife,Adri Herrera,baja,CD Tenerife,Zamora CF,Spain,-,free transfer,0.0,libre,€50k,Centre-Forward,22,Spain
2021-22,CD Tenerife,Alberto Jiménez,baja,CD Tenerife,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€200k,Centre-Back,29,Spain
2021-22,CD Tenerife,Borja Lasso,baja,CD Tenerife,Retired,-,-,-,,desconocido,€400k,Attacking Midfield,27,Spain
2021-22,CD Tenerife,Bruno Wilson,baja,CD Tenerife,SC Braga,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Centre-Back,24,Portugal
2021-22,CD Tenerife,Elliot Gómez,baja,CD Tenerife,Hércules CF,Spain,-,loan transfer,0.0,cesión,€100k,Right Winger,22,Spain
2021-22,CD Tenerife,Emmanuel Apeh,baja,CD Tenerife,AD Alcorcón,Spain,-,loan transfer,0.0,cesión,€400k,Centre-Forward,25,Nigeria
2021-22,CD Tenerife,Fran Sol,baja,CD Tenerife,-,Ukraine,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Centre-Forward,29,Spain
2021-22,CD Tenerife,Germán Valera,baja,CD Tenerife,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€2.50m,Left Winger,19,Spain
2021-22,CD Tenerife,Giovanni Zarfino,baja,CD Tenerife,Extremadura UD,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Central Midfield,29,Uruguay
2021-22,CD Tenerife,Ignacio Otaño,baja,CD Tenerife,CD Lagun Onak,Spain,-,free transfer,0.0,libre,€150k,Goalkeeper,25,Spain
2021-22,CD Tenerife,Jacobo González,baja,CD Tenerife,CE Sabadell FC,Spain,-,free transfer,0.0,libre,€300k,Left Winger,24,Spain
2021-22,CD Tenerife,Jon Ander Serantes,baja,CD Tenerife,UD Logroñés,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,31,Spain
2021-22,CD Tenerife,Jorge Padilla,baja,CD Tenerife,Atlético Levante UD,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Forward,20,Spain
2021-22,CD Tenerife,Joselu Moreno,baja,CD Tenerife,CD Lugo,Spain,-,loan transfer,0.0,cesión,€200k,Centre-Forward,30,Spain
2021-22,CD Tenerife,José Naranjo,baja,CD Tenerife,SD Ponferradina,Spain,-,free transfer,0.0,libre,€700k,Left Winger,26,Spain
2021-22,CD Tenerife,Nono,baja,CD Tenerife,UD Ibiza,Spain,-,free transfer,0.0,libre,€300k,Defensive Midfield,30,Spain
2021-22,CD Tenerife,Otar Kakabadze,baja,CD Tenerife,Cracovia,Poland,-,free transfer,0.0,libre,€300k,Right-Back,26,Georgia
2021-22,CD Tenerife,Ramón Folch,baja,CD Tenerife,Elche CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Central Midfield,31,Spain
2021-22,CD Tenerife,Sergio González,baja,CD Tenerife,Cádiz CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Centre-Back,24,Spain
2021-22,CD Tenerife,Suso Santana,baja,CD Tenerife,Retired,-,-,-,,desconocido,€100k,Right Winger,36,Spain
2021-22,CD Tenerife,Valentín Vada,baja,CD Tenerife,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Central Midfield,25,Argentina
2021-22,CF Fuenlabrada,Adrián González,alta,Real Zaragoza,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€500k,Central Midfield,33,Spain
2021-22,CF Fuenlabrada,Anderson Cordeiro,alta,Tsarsko Selo (-2022),CF Fuenlabrada,Bulgaria,-,loan transfer,0.0,cesión,€350k,Left Winger,22,Brazil
2021-22,CF Fuenlabrada,Arturo Molina,alta,Levante UD,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€300k,Attacking Midfield,25,Spain
2021-22,CF Fuenlabrada,Brahim Konaté,alta,-,CF Fuenlabrada,France,-,free transfer,0.0,libre,€400k,Central Midfield,25,France
2021-22,CF Fuenlabrada,Cheick Timite,alta,-,CF Fuenlabrada,France,-,free transfer,0.0,libre,€1.00m,Right Winger,23,Cote d'Ivoire
2021-22,CF Fuenlabrada,Damián Cáceres,alta,CF Fuenlabrada U19,CF Fuenlabrada,Spain,-,-,,desconocido,-,Central Midfield,18,Spain
2021-22,CF Fuenlabrada,Diego Altube,alta,Real Madrid Castilla,CF Fuenlabrada,Spain,-,loan transfer,0.0,cesión,€500k,Goalkeeper,21,Spain
2021-22,CF Fuenlabrada,Franco Soldano,alta,-,CF Fuenlabrada,Greece,-,loan transfer,0.0,cesión,€1.40m,Centre-Forward,26,Argentina
2021-22,CF Fuenlabrada,Hicham Nouali,alta,CD Cazalegas,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€25k,Defensive Midfield,25,Morocco
2021-22,CF Fuenlabrada,Javi Ontiveros,alta,Villarreal CF,CF Fuenlabrada,Spain,-,loan transfer,0.0,cesión,€3.00m,Left Winger,24,Spain
2021-22,CF Fuenlabrada,Miguel Ángel Morro,alta,Rayo Vallecano,CF Fuenlabrada,Spain,-,loan transfer,0.0,cesión,€600k,Goalkeeper,20,Spain
2021-22,CF Fuenlabrada,Mikel Agu,alta,Vitória Guimarães SC,CF Fuenlabrada,Portugal,-,free transfer,0.0,libre,€1.50m,Defensive Midfield,28,Nigeria
2021-22,CF Fuenlabrada,Mohamed Bouldini,alta,-,CF Fuenlabrada,Portugal,-,loan transfer,0.0,cesión,€300k,Centre-Forward,26,Morocco
2021-22,CF Fuenlabrada,Mohamed Diamé,alta,Without Club,CF Fuenlabrada,-,-,-,,desconocido,€1.20m,Central Midfield,34,Senegal
2021-22,CF Fuenlabrada,Nuno Pina,alta,Chievo Verona,CF Fuenlabrada,Italy,-,free transfer,0.0,libre,€400k,Central Midfield,22,Portugal
2021-22,CF Fuenlabrada,Paco Puertas,alta,-,CF Fuenlabrada,Bulgaria,30/06/2021,End of loan,0.0,retorno de cesión,€50k,Centre-Back,25,Spain
2021-22,CF Fuenlabrada,Paolo Gozzi,alta,Juventus U23,CF Fuenlabrada,Italy,-,loan transfer,0.0,cesión,€400k,Centre-Back,20,Italy
2021-22,CF Fuenlabrada,Pedro León,alta,SD Eibar,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€1.00m,Right Winger,34,Spain
2021-22,CF Fuenlabrada,Roman Zozulya,alta,Albacete Balompié,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€300k,Centre-Forward,31,Ukraine
2021-22,CF Fuenlabrada,Stéphane Mbia,alta,Wuhan Yangtze,CF Fuenlabrada,China,-,free transfer,0.0,libre,€200k,Defensive Midfield,35,Cameroon
2021-22,CF Fuenlabrada,Tachi,alta,Deportivo Alavés,CF Fuenlabrada,Spain,-,loan transfer,0.0,cesión,€800k,Centre-Back,24,Spain
2021-22,CF Fuenlabrada,Álvaro Bravo,alta,Without Club,CF Fuenlabrada,-,-,-,,desconocido,€200k,Central Midfield,23,Spain
2021-22,CF Fuenlabrada,Aldair Fuentes,baja,CF Fuenlabrada,Club Alianza Lima,Peru,-,loan transfer,0.0,cesión,€300k,Centre-Back,24,Peru
2021-22,CF Fuenlabrada,Antonio Glauder,baja,CF Fuenlabrada,SD Eibar,Spain,-,free transfer,0.0,libre,€800k,Centre-Back,25,Philippines
2021-22,CF Fuenlabrada,Arturo Molina,baja,CF Fuenlabrada,Racing Santander,Spain,-,free transfer,0.0,libre,€300k,Attacking Midfield,25,Spain
2021-22,CF Fuenlabrada,Borja Garcés,baja,CF Fuenlabrada,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€2.70m,Centre-Forward,21,Spain
2021-22,CF Fuenlabrada,Cheick Timite,baja,CF Fuenlabrada,Valenciennes FC,France,-,free transfer,0.0,libre,€700k,Right Winger,24,Cote d'Ivoire
2021-22,CF Fuenlabrada,Dragan Rosic,baja,CF Fuenlabrada,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Goalkeeper,24,Serbia
2021-22,CF Fuenlabrada,Franchu,baja,CF Fuenlabrada,Real Madrid Castilla,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Attacking Midfield,23,Argentina
2021-22,CF Fuenlabrada,Franco Soldano,baja,CF Fuenlabrada,-,Greece,10/02/2022,End of loan,0.0,retorno de cesión,€700k,Centre-Forward,27,Argentina
2021-22,CF Fuenlabrada,Javier Espinosa,baja,CF Fuenlabrada,AEK Larnaca,Cyprus,-,free transfer,0.0,libre,€500k,Central Midfield,28,Spain
2021-22,CF Fuenlabrada,Joey Dagostino,baja,CF Fuenlabrada,USM Montargis,France,-,-,,desconocido,-,Left Midfield,19,Canada
2021-22,CF Fuenlabrada,Nuno Pina,baja,CF Fuenlabrada,Without Club,-,-,-,,desconocido,€400k,Central Midfield,22,Portugal
2021-22,CF Fuenlabrada,Paco Puertas,baja,CF Fuenlabrada,Burgos CF Promesas,Spain,-,loan transfer,0.0,cesión,€50k,Centre-Back,25,Spain
2021-22,CF Fuenlabrada,Pathé Ciss,baja,CF Fuenlabrada,Rayo Vallecano,Spain,-,€1.00m,1000000.0,traspaso,€800k,Central Midfield,27,Senegal
2021-22,CF Fuenlabrada,Pol Freixanet,baja,CF Fuenlabrada,Without Club,-,-,-,,desconocido,€300k,Goalkeeper,29,Spain
2021-22,CF Fuenlabrada,Randy Nteka,baja,CF Fuenlabrada,Rayo Vallecano,Spain,-,€1.30m,1300000.0,traspaso,€1.30m,Attacking Midfield,23,Angola
2021-22,CF Fuenlabrada,Sekou Gassama,baja,CF Fuenlabrada,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Centre-Forward,26,Senegal
2021-22,CF Fuenlabrada,Stéphane Mbia,baja,CF Fuenlabrada,-,Türkiye,-,free transfer,0.0,libre,€200k,Defensive Midfield,35,Cameroon
2021-22,CF Fuenlabrada,Álex Mula,baja,CF Fuenlabrada,AD Alcorcón,Spain,-,loan transfer,0.0,cesión,€700k,Left Winger,25,Spain
2021-22,CF Fuenlabrada,Álvaro Aguado,baja,CF Fuenlabrada,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Central Midfield,25,Spain
2021-22,CF Fuenlabrada,Óscar Pinchi,baja,CF Fuenlabrada,Extremadura UD,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Left Winger,25,Spain
2021-22,FC Cartagena,Alberto de la Bella,alta,UD Las Palmas,FC Cartagena,Spain,-,free transfer,0.0,libre,€100k,Left-Back,35,Spain
2021-22,FC Cartagena,Alfredo Ortuño,alta,Albacete Balompié,FC Cartagena,Spain,-,free transfer,0.0,libre,€500k,Centre-Forward,30,Spain
2021-22,FC Cartagena,Andy Kawaya,alta,Cultural Leonesa,FC Cartagena,Spain,-,free transfer,0.0,libre,€250k,Left Winger,24,Belgium
2021-22,FC Cartagena,Antonio Luna,alta,Girona FC,FC Cartagena,Spain,-,free transfer,0.0,libre,€900k,Left-Back,30,Spain
2021-22,FC Cartagena,Gastón Silva,alta,SD Huesca,FC Cartagena,Spain,-,free transfer,0.0,libre,€1.20m,Centre-Back,27,Uruguay
2021-22,FC Cartagena,Julio Buffarini,alta,SD Huesca,FC Cartagena,Spain,-,loan transfer,0.0,cesión,€1.00m,Right-Back,33,Argentina
2021-22,FC Cartagena,Jérôme Prior,alta,Valenciennes FC,FC Cartagena,France,-,free transfer,0.0,libre,€1.30m,Goalkeeper,26,France
2021-22,FC Cartagena,Mo Dauda,alta,-,FC Cartagena,Belgium,-,loan transfer,0.0,cesión,€800k,Left Winger,23,Ghana
2021-22,FC Cartagena,Neskes,alta,FC Cartagena B,FC Cartagena,Spain,-,-,,desconocido,-,Attacking Midfield,19,Spain
2021-22,FC Cartagena,Pablo Vázquez,alta,CD Badajoz,FC Cartagena,Spain,-,free transfer,0.0,libre,€400k,Centre-Back,26,Spain
2021-22,FC Cartagena,Pedro Alcalá,alta,Cádiz CF,FC Cartagena,Spain,-,free transfer,0.0,libre,€600k,Centre-Back,32,Spain
2021-22,FC Cartagena,Richard Boateng,alta,AD Alcorcón,FC Cartagena,Spain,-,free transfer,0.0,libre,€400k,Central Midfield,28,Ghana
2021-22,FC Cartagena,Sebastián Cristóforo,alta,Without Club,FC Cartagena,-,-,-,,desconocido,€900k,Central Midfield,28,Uruguay
2021-22,FC Cartagena,Sergio Tejera,alta,Real Oviedo,FC Cartagena,Spain,-,free transfer,0.0,libre,€500k,Central Midfield,31,Spain
2021-22,FC Cartagena,Shinji Okazaki,alta,SD Huesca,FC Cartagena,Spain,-,free transfer,0.0,libre,€1.00m,Centre-Forward,35,Japan
2021-22,FC Cartagena,Toni Datkovic,alta,Real Salt Lake City,FC Cartagena,United States,-,-,,desconocido,€500k,Centre-Back,28,Croatia
2021-22,FC Cartagena,Vinícius Tanque,alta,CD Atlético Baleares,FC Cartagena,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Centre-Forward,26,Brazil
2021-22,FC Cartagena,Yann Bodiger,alta,CD Castellón,FC Cartagena,Spain,-,free transfer,0.0,libre,€800k,Central Midfield,26,France
2021-22,FC Cartagena,Adalberto Carrasquilla,baja,FC Cartagena,Houston Dynamo FC,United States,-,Loan fee: €227k,227000.0,cesión,€700k,Central Midfield,22,Panama
2021-22,FC Cartagena,Alberto de la Bella,baja,FC Cartagena,UD Las Palmas,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Left-Back,35,Spain
2021-22,FC Cartagena,Andy Kawaya,baja,FC Cartagena,Albacete Balompié,Spain,-,free transfer,0.0,libre,€200k,Left Winger,25,Belgium
2021-22,FC Cartagena,Antoñito,baja,FC Cartagena,Without Club,-,-,-,,desconocido,€200k,Right-Back,34,Spain
2021-22,FC Cartagena,Carlos David,baja,FC Cartagena,Hércules CF,Spain,-,free transfer,0.0,libre,€100k,Centre-Back,35,Spain
2021-22,FC Cartagena,Cristian López,baja,FC Cartagena,Aris Thessaloniki,Greece,30/06/2021,End of loan,0.0,retorno de cesión,€200k,Centre-Forward,32,Spain
2021-22,FC Cartagena,David Andújar,baja,FC Cartagena,Tianjin Jinmen Tiger,China,-,free transfer,0.0,libre,€300k,Centre-Back,30,Spain
2021-22,FC Cartagena,David Forniés,baja,FC Cartagena,AD Alcorcón,Spain,-,free transfer,0.0,libre,€300k,Left-Back,30,Spain
2021-22,FC Cartagena,David Simón,baja,FC Cartagena,PAS Lamia 1964,Greece,-,free transfer,0.0,libre,€200k,Right-Back,33,Spain
2021-22,FC Cartagena,Elady Zorrilla,baja,FC Cartagena,CD Tenerife,Spain,-,free transfer,0.0,libre,€400k,Left Winger,31,Spain
2021-22,FC Cartagena,Esteve Peña,baja,FC Cartagena,Without Club,-,-,-,,desconocido,€100k,Goalkeeper,24,Spain
2021-22,FC Cartagena,Giorgi Aburjania,baja,FC Cartagena,Gil Vicente FC,Portugal,-,free transfer,0.0,libre,€300k,Central Midfield,26,Georgia
2021-22,FC Cartagena,José Ángel Jurado,baja,FC Cartagena,Al-Wahda FC,United Arab Emirates,-,€150k,150000.0,traspaso,€300k,Central Midfield,29,Spain
2021-22,FC Cartagena,Kleandro Lleshi,baja,FC Cartagena,Without Club,-,-,-,,desconocido,€200k,Centre-Back,21,Albania
2021-22,FC Cartagena,Leandro Chichizola,baja,FC Cartagena,AC Perugia Calcio,Italy,-,free transfer,0.0,libre,€500k,Goalkeeper,31,Argentina
2021-22,FC Cartagena,Pablo Clavería,baja,FC Cartagena,CD Lugo,Spain,-,free transfer,0.0,libre,€500k,Central Midfield,25,Spain
2021-22,FC Cartagena,Ramon Azeez,baja,FC Cartagena,Granada CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Central Midfield,28,Nigeria
2021-22,FC Cartagena,Raúl Navas,baja,FC Cartagena,UD Las Palmas,Spain,-,€15k,15000.0,traspaso,€300k,Centre-Back,33,Spain
2021-22,FC Cartagena,Toni Datkovic,baja,FC Cartagena,Aris Thessaloniki,Greece,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Centre-Back,27,Croatia
2021-22,FC Cartagena,Vinícius Tanque,baja,FC Cartagena,CD Atlético Baleares,Spain,-,free transfer,0.0,libre,€400k,Centre-Forward,26,Brazil
2021-22,FC Cartagena,Yacouba Coulibaly,baja,FC Cartagena,Without Club,-,-,-,,desconocido,€200k,Left-Back,26,Burkina Faso
2021-22,Girona FC,Aleix García,alta,SD Eibar,Girona FC,Spain,-,free transfer,0.0,libre,€1.80m,Central Midfield,24,Spain
2021-22,Girona FC,Borja García,alta,SD Huesca,Girona FC,Spain,-,-,,desconocido,€1.50m,Attacking Midfield,30,Spain
2021-22,Girona FC,Darío Sarmiento,alta,Manchester City U23,Girona FC,England,-,loan transfer,0.0,cesión,€5.50m,Right Winger,18,Argentina
2021-22,Girona FC,David Juncà,alta,Celta de Vigo,Girona FC,Spain,-,free transfer,0.0,libre,€700k,Left-Back,27,Spain
2021-22,Girona FC,Iago López,alta,UD Logroñés,Girona FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Right-Back,22,Spain
2021-22,Girona FC,Iván Martín,alta,Villarreal CF,Girona FC,Spain,-,loan transfer,0.0,cesión,€800k,Central Midfield,22,Spain
2021-22,Girona FC,Jairo Izquierdo,alta,Cádiz CF,Girona FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Left-Back,27,Spain
2021-22,Girona FC,Joaquín Zeballos,alta,FC Barcelona B,Girona FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,24,Uruguay
2021-22,Girona FC,Johan Mojica,alta,Elche CF,Girona FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€2.00m,Left-Back,28,Colombia
2021-22,Girona FC,Jonathan Dubasin,alta,UE Costa Brava,Girona FC,Spain,-,free transfer,0.0,libre,€100k,Right Winger,21,Spain
2021-22,Girona FC,Jonás Ramalho,alta,CA Osasuna,Girona FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Centre-Back,28,Angola
